n P1 P2 P3 P4 P5 P6 P7 P8 P9 P10 P11 P12 P13 P14 P15 P16 P17 P18 P19 P20 P21 P22 P23 P24 P25 P26 P27 P28 P29 P30 P31 P32 
38 39025730 38853445 39019974 39016833 39033464 39034481 39016375 39024477 39023701 39021244 39029841 39037771 39026153 39039001 39027954 39030009 39028447 39031921 39031345 39013488 39034628 39029930 39024336 39038666 39032369 39026170 39029624 39021579 39037852 39024943 39017234 39022268 
39 39031224 38845511 39029759 39035438 39018762 39022308 39025720 39031769 39018896 39023942 39036394 39017212 39036025 39022781 39017178 39022627 39029098 39031481 39026295 39021343 39036079 39028336 39016484 39037680 39027194 39033420 39015799 39026949 39025899 39026913 39032967 39023652 
40 39029990 38855405 39019603 39029157 39026115 39026015 39019138 39036629 39028611 39032231 39034270 39030367 39029648 39026030 39029852 39025728 39027199 39028258 39024223 39017735 39025902 39024816 39021348 39030333 39016863 39022594 39026490 39036165 39032208 39032312 39016866 39016438 
41 39022403 38848686 39026603 39042273 39025978 39028840 39033164 39023126 39028458 39030837 39035386 39028456 39023230 39028268 39033943 39031302 39026908 39027429 39036578 39032183 39026639 39030574 39026225 39029559 39035966 39025910 39028898 39034553 39027641 39031405 39036486 39013698 
42 39020842 38854069 39020404 39034975 39030082 39030606 39019152 39032326 39014612 39037788 39025066 39033462 39033195 39020560 39037550 39022417 39028697 39023461 39031730 39029960 39028528 39039048 39025047 39029004 39042059 39025788 39036410 39036786 39032765 39041540 39025661 39030505 
43 39010842 38862296 39031587 39027645 39036957 39024589 39028650 39036433 39033325 39030409 39033336 39034122 39027659 39025192 39018951 39015532 39018715 39033172 39033970 39019436 39034636 39020774 39024116 39030001 39029512 39032093 39027365 39038129 39033038 39020291 39039878 39023132 
44 39023982 38845696 39023581 39036628 39035492 39026630 39035417 39028652 39036267 39025287 39028217 39027958 39022493 39032998 39045410 39027909 39021267 39037911 39027127 39031907 39021964 39022153 39036717 39006841 39027494 39025651 39023833 39020219 39036216 39022005 39023756 39024600 
45 39011858 38857126 39028683 39028247 39045637 39027229 39027083 39020154 39033739 39030051 39022592 39031943 39028072 39032985 39032287 39035854 39039544 39041188 39035905 39034436 39009662 39023416 39025379 39029272 39026279 39046537 39039779 39030360 39026708 39028571 39036237 39023489 
46 39019769 38861279 39033331 39020983 39034876 39029007 39035069 39034059 39036727 39023944 39038435 39027750 39029358 39027450 39025296 39030127 39030479 39023512 39030701 39035097 39022282 39017730 39037111 39033311 39036040 39025560 39029615 39034679 39021781 39031246 39030199 39023446 
47 39006926 38856089 39047219 39035464 39039303 39020704 39015780 39025864 39037836 39025554 39030059 39041912 39025200 39025945 39030543 39030410 39024726 39024182 39033666 39037926 39033762 39034429 39037385 39027556 39051013 39026679 39042584 39034760 39032671 39035596 39052193 39020176 
48 39025933 38857911 39044010 39037693 39034741 39026715 39039843 39032356 39018733 39023922 39025893 39040478 39030692 39030675 39039301 39031623 39025191 39031993 39035376 39026630 39030106 39032841 39027755 39044453 39019090 39034959 39032769 39030699 39036632 39026721 39024952 39028762 
49 39012025 38858056 39031203 39025038 39032748 39034120 39031154 39036200 39035888 39025208 39025545 39035553 39022887 39043375 39023609 39029338 39037017 39039053 39035076 39025915 39026768 39025144 39028928 39036001 39035929 39037543 39023765 39047830 39042135 39038070 39042737 39035854 
50 39011892 38871482 39028227 39034491 39031386 39040262 39023545 39035168 39027017 39039856 39026943 39034702 39037245 39033326 39026842 39029995 39033857 39032702 39036422 39034306 39020260 39025951 39032756 39032516 39035190 39022209 39027032 39038633 39034237 39049007 39036837 39023374 
51 39020967 38868604 39051661 39030749 39033138 39035222 39023761 39029439 39031895 39028988 39025891 39038739 39035481 39039898 39023678 39033105 39033764 39026622 39041245 39034154 39026379 39035401 39025705 39027375 39029206 39023103 39038290 39029836 39025508 39030641 39038933 39024708 
52 39007232 38859543 39033910 39026605 39015167 39037482 39030247 39019474 39044109 39037423 39030606 39032014 39032301 39024449 39031077 39021557 39034697 39031017 39030135 39029532 39040957 39039597 39027684 39036650 39022536 39028861 39040990 39034428 39032489 39034937 39036940 39021961 
53 39017758 38877173 39024364 39028263 39030549 39030791 39029662 39046650 39038710 39031394 39039357 39033683 39019459 39036424 39025490 39028464 39020642 39034431 39031506 39029031 39036304 39035817 39020984 39033928 39030167 39028160 39026700 39034523 39033841 39038875 39039539 39031079 
54 39014050 38857585 39033544 39026294 39028191 39023799 39029745 39036932 39029211 39028733 39023775 39024926 39026276 39026721 39034316 39025765 39028853 39030163 39028652 39034378 39029036 39040765 39024098 39022543 39037424 39031839 39043842 39031448 39033011 39024807 39026304 39021349 
55 39009829 38861831 39041042 39023361 39030821 39036704 39038894 39043026 39035007 39027952 39028782 39036698 39036537 39033233 39043122 39034352 39030559 39028743 39030287 39031511 39033712 39036085 39043524 39027453 39038788 39032440 39038474 39032105 39027500 39024316 39045739 39025306 
56 39013198 38878418 39046446 39033118 39035652 39035633 39029653 39020615 39039274 39027240 39030245 39035745 39029270 39041282 39040593 39020060 39036828 39027915 39042738 39038932 39031358 39036808 39022649 39033618 39030176 39030147 39031773 39035441 39033141 39033572 39030157 39033446 
57 39007459 38869482 39028842 39036131 39027534 39034284 39036455 39033611 39034223 39029164 39040858 39031428 39033913 39025088 39033962 39028745 39037648 39024778 39032180 39037809 39033731 39029847 39033056 39032370 39050726 39032140 39027855 39029396 39028914 39032627 39043378 39023642 
58 39012108 38865383 39029833 39028741 39024394 39036084 39026322 39026774 39023145 39023853 39035215 39034664 39031619 39035701 39023366 39029193 39048673 39037760 39028299 39026851 39040569 39017264 39036798 39026128 39026211 39039934 39030502 39037189 39044791 39037503 39026517 39020127 
59 39019497 38868740 39042959 39042656 39032003 39041116 39033398 39026111 39028051 39029145 39035599 39030403 39034355 39034198 39026474 39028403 39033001 39035736 39027789 39036816 39037058 39025387 39032425 39049979 39028666 39035342 39033661 39030381 39036420 39039235 39037896 39026522 
60 39030128 38865486 39031828 39047015 39034609 39033053 39023628 39025799 39041419 39041286 39032873 39031866 39029094 39030328 39033440 39030535 39047485 39032416 39039662 39036557 39031524 39043331 39040220 39031264 39028648 39029492 39021688 39036135 39019532 39035925 39034901 39026476 
61 39015661 38880686 39039386 39040218 39024942 39034574 39027192 39033327 39034181 39038072 39033055 39028568 39028721 39025952 39042485 39027263 39038293 39040550 39034398 39042686 39034689 39027467 39040810 39034899 39025895 39028089 39033481 39036164 39023860 39036559 39043951 39032585 
62 39016445 38878101 39042969 39040726 39025236 39037674 39036847 39027633 39042017 39040074 39040637 39033555 39044085 39039848 39048190 39033293 39039004 39015422 39027266 39027916 39022207 39031593 39023216 39033644 39033955 39034619 39033995 39043366 39047423 39035883 39042189 39028595 
63 39014202 38864567 39034466 39035171 39036069 39035878 39034019 39028835 39033407 39036948 39038476 39027696 39033530 39030261 39044541 39031870 39041894 39043622 39043568 39037155 39037628 39043489 39026209 39015147 39041477 39037562 39036949 39031247 39048790 39030896 39037687 39029449 
64 39031066 38872320 39024641 39019387 39039509 39036791 39030816 39026085 39041801 39040340 39040053 39032423 39031361 39018694 39022280 39035833 39029895 39020496 39036385 39045477 39025741 39036698 39032734 39044959 39039112 39028850 39037384 39039704 39038998 39037095 39027317 39032344 
65 39002875 38875102 39019660 39034985 39023261 39033884 39032768 39036382 39048537 39021968 39037157 39034656 39053907 39049634 39049419 39029897 39033698 39027708 39055750 39031405 39020909 39033933 39034702 39032928 39045183 39038887 39044668 39043012 39032998 39030401 39042652 39032763 
66 39019131 38875905 39032059 39037790 39039376 39035201 39037706 39034557 39035058 39040213 39021829 39039359 39023050 39038383 39030208 39023687 39031145 39038650 39041847 39031663 39025000 39037886 39037780 39028409 39044600 39036490 39028016 39020275 39029277 39048405 39028758 39024483 
67 39030165 38874823 39027049 39039867 39029257 39022898 39033520 39033017 39040369 39033182 39042276 39035449 39045330 39038994 39026737 39035282 39028562 39030690 39026525 39036179 39030250 39035909 39034741 39027947 39024284 39035684 39038289 39037271 39028910 39041961 39043624 39029350 
68 39022865 38876170 39021150 39039789 39028965 39027823 39049191 39039544 39036384 39029122 39051497 39030010 39026640 39022890 39031948 39020144 39051399 39045514 39043932 39037251 39029950 39026619 39050831 39037573 39039138 39043290 39038660 39039776 39041999 39036547 39031664 39028934 
69 39013765 38881663 39037808 39041054 39045886 39022141 39032833 39031025 39042053 39035685 39048664 39039471 39036076 39028018 39034213 39025927 39039141 39042056 39033899 39046488 39028465 39034524 39043085 39038534 39038817 39031509 39025021 39041881 39039608 39041176 39034700 39026010 
70 39023269 38869461 39042225 39045629 39048040 39031480 39046137 39039358 39038604 39035381 39033484 39028867 39034001 39037477 39033915 39037988 39032439 39035093 39025861 39036431 39038591 39038642 39041733 39033813 39041890 39043679 39035760 39026400 39039190 39034403 39025524 39031800 
71 39019803 38887514 39045122 39042933 39041104 39038431 39036893 39032709 39051307 39037907 39038702 39041138 39033334 39033530 39030375 39032668 39042363 39037213 39028980 39035676 39041030 39023456 39039059 39036347 39043264 39032773 39030535 39034475 39030522 39043731 39040812 39028880 
72 39018390 38878398 39029319 39031134 39041584 39034344 39038321 39038531 39040496 39029006 39037422 39040963 39038271 39042656 39045628 39026504 39028571 39035271 39032109 39031835 39037933 39038263 39047123 39034573 39046122 39030488 39040815 39035750 39035818 39038396 39020345 39036036 
73 39020388 38873560 39040055 39029763 39039259 39035500 39033604 39033418 39031601 39035745 39042111 39032657 39045678 39030103 39042516 39027880 39031705 39048973 39052446 39043213 39038990 39032500 39036199 39046148 39038447 39037809 39037320 39037079 39023808 39031815 39051897 39017271 
74 39014789 38890555 39036789 39040380 39043516 39031503 39039905 39025800 39027839 39038228 39038875 39037848 39034507 39040700 39042018 39017722 39022314 39046587 39037843 39048780 39042179 39035977 39038367 39042414 39033033 39041699 39035769 39030534 39041520 39038379 39035135 39030099 
75 39024651 38891820 39035989 39032084 39033485 39034091 39030570 39044354 39026812 39037052 39024270 39036530 39035063 39040487 39046540 39023017 39038922 39035073 39040829 39037749 39040079 39031160 39043823 39032508 39038986 39028306 39044613 39039340 39039047 39041038 39040175 39028972 
76 39025686 38881804 39037430 39037544 39038725 39042953 39034882 39019948 39037229 39041645 39041724 39054065 39039593 39032729 39033891 39021199 39030285 39045156 39033677 39035533 39029885 39041323 39047310 39039907 39037979 39036450 39046870 39033625 39034790 39021393 39029026 39036321 
77 39025933 38886280 39044928 39036665 39037178 39042364 39038175 39046426 39028549 39040249 39038675 39045955 39031003 39036082 39025947 39040459 39042951 39040534 39034580 39033147 39038787 39028506 39043541 39045403 39029351 39029092 39044269 39042928 39039966 39043587 39048213 39031679 
78 39015824 38884174 39040716 39039403 39049738 39024351 39047960 39038551 39040552 39034755 39040690 39038924 39033158 39041017 39045051 39030305 39043761 39041951 39047076 39030716 39036713 39040817 39035732 39038098 39036446 39038449 39041272 39033473 39035330 39040079 39026782 39042854 
79 39016207 38880942 39039342 39043489 39028191 39037475 39037695 39043159 39043350 39033039 39040022 39047776 39037309 39047624 39029084 39024434 39039241 39027334 39029918 39036037 39050107 39036216 39039785 39043763 39040619 39041083 39040209 39039588 39040166 39039888 39033329 39034257 
80 39029025 38879237 39048068 39038480 39043838 39037094 39043785 39031642 39036736 39035403 39022743 39036525 39044448 39040195 39038049 39023045 39045970 39040506 39029986 39036961 39049036 39048506 39041784 39041262 39038183 39028141 39043488 39044880 39038058 39035292 39036790 39036015 
81 39022801 38897420 39036943 39037402 39037378 39030694 39039800 39033668 39038403 39044978 39040617 39038357 39038551 39033958 39042876 39030817 39040780 39045940 39023374 39034389 39031354 39034207 39032889 39042494 39041061 39035094 39046069 39037545 39043728 39038976 39043558 39042433 
82 39030155 38881139 39042451 39043357 39042845 39036444 39035760 39031055 39022488 39042841 39036251 39038374 39039008 39033552 39037926 39042263 39049167 39034651 39042393 39030283 39046294 39053104 39034336 39037413 39033298 39043072 39040307 39029828 39044119 39049235 39030629 39047328 
83 39030763 38889259 39036407 39031410 39036105 39032039 39047844 39042562 39034270 39049343 39039060 39049905 39031992 39050724 39043890 39027075 39041596 39042508 39036528 39048888 39028366 39031403 39036644 39046568 39042147 39039090 39027454 39041250 39040972 39036872 39044212 39033426 
84 39023871 38891786 39036778 39041392 39039390 39051744 39035540 39040392 39043229 39043809 39041578 39041807 39026277 39050105 39034561 39029513 39026932 39038795 39050954 39033939 39042062 39048305 39040951 39037210 39037575 39029629 39044730 39029856 39041325 39034277 39020910 39030897 
85 39037388 38884667 39042850 39040068 39038386 39042435 39038246 39046354 39039504 39040521 39045292 39044818 39044027 39045466 39033303 39030762 39035689 39034323 39041011 39033684 39026318 39041288 39043412 39044912 39031542 39051105 39036073 39041238 39027473 39041870 39045967 39049277 
86 39023595 38882401 39032352 39033654 39030768 39044370 39046210 39031087 39043795 39043758 39040182 39038050 39033607 39043699 39040083 39044700 39040556 39037796 39028908 39041105 39053032 39044567 39041922 39031579 39029776 39027527 39040200 39037786 39044126 39052041 39038677 39041991 
87 39026129 38883475 39032875 39039301 39049600 39041795 39038274 39039867 39036247 39040646 39024280 39041145 39033540 39046484 39033950 39031812 39040525 39038155 39040648 39047407 39037588 39035319 39041541 39039107 39027632 39036807 39044990 39039919 39042832 39047608 39045573 39030295 
88 39037984 38888178 39045280 39035839 39029934 39040501 39045082 39047368 39040311 39035056 39035715 39046134 39036728 39036504 39037870 39037001 39046651 39040396 39054089 39046358 39027069 39037630 39042561 39039018 39031155 39046013 39033467 39053746 39040303 39042983 39034238 39045521 
89 39023741 38896755 39043524 39035754 39032763 39041442 39041042 39050406 39042134 39042019 39040729 39042611 39040833 39037931 39037022 39042372 39032381 39043615 39036939 39035185 39034368 39034410 39046482 39032000 39046935 39039062 39038261 39033227 39048335 39042693 39052102 39027029 
90 39031711 38886801 39033485 39044245 39040511 39045314 39053531 39047287 39039020 39031468 39038818 39035910 39042778 39042527 39051021 39030411 39049093 39038691 39041178 39034448 39031644 39048436 39046304 39042003 39028544 39040720 39049941 39027256 39034703 39046479 39034052 39029944 
91 39031936 38893837 39038999 39049288 39046113 39050987 39033554 39050761 39042341 39043037 39045512 39043042 39041522 39035056 39028810 39037210 39033132 39042596 39031261 39040813 39042727 39039471 39039274 39046839 39032650 39049913 39044460 39043591 39044020 39041957 39040005 39040122 
92 39031345 38897186 39048912 39043128 39038275 39036617 39047502 39042586 39044443 39035576 39029344 39053157 39038062 39046643 39049746 39033070 39044030 39037766 39035253 39038459 39042246 39041100 39045294 39046656 39039206 39039787 39049393 39048155 39036014 39035521 39030028 39036686 
93 39035844 38896173 39053466 39038402 39045723 39045005 39051278 39038202 39045081 39036779 39039129 39036712 39043739 39035964 39044986 39041364 39047801 39051477 39038663 39042150 39042147 39033187 39040229 39042872 39041507 39033420 39051681 39041503 39031740 39038447 39052604 39022626 
94 39031955 38893242 39042959 39037291 39041350 39050889 39041635 39052335 39047076 39048852 39033333 39045913 39037908 39048342 39040398 39046553 39040257 39029321 39052611 39037979 39043122 39037717 39043632 39036239 39033179 39044399 39038228 39048367 39040831 39046968 39034516 39042560 
95 39032288 38886540 39043159 39041949 39047888 39052280 39044134 39035788 39037730 39047380 39038493 39036284 39062494 39038231 39034692 39039049 39044994 39035085 39043769 39028412 39041999 39035884 39035276 39046133 39027066 39038264 39041691 39032085 39040744 39040910 39045478 39042204 
96 39045772 38899261 39044519 39042657 39040941 39044844 39045215 39034275 39049423 39048881 39039621 39040525 39041965 39044602 39044884 39023529 39047263 39044410 39055620 39044321 39042990 39035664 39035247 39049753 39052150 39040755 39048025 39041557 39048500 39050944 39044850 39043744 
97 39018854 38903645 39046027 39038328 39044638 39033607 39038582 39036203 39042271 39045633 39055376 39048857 39032522 39040601 39028870 39041770 39040655 39046955 39035952 39044906 39050431 39049635 39054640 39043505 39050333 39047301 39049066 39042232 39052188 39044353 39051076 39026730 
98 39044689 38907845 39046322 39053861 39042817 39046833 39040647 39047182 39037513 39040691 39039739 39053566 39053161 39031645 39060448 39042126 39035914 39045329 39043606 39048056 39051602 39046145 39054503 39046885 39047637 39039470 39044034 39038608 39048529 39032812 39034567 39052292 
99 39038604 38891652 39037424 39046539 39038476 39037296 39048192 39035972 39041902 39038700 39033510 39041253 39046513 39042143 39044412 39031419 39042401 39042390 39037117 39045690 39040711 39043055 39048553 39036965 39046844 39064269 39034018 39047580 39042849 39040176 39058343 39031971 
100 39037985 38894757 39045830 39059361 39041317 39045127 39050683 39045711 39058563 39040221 39050653 39046344 39046919 39051297 39052201 39043205 39045662 39047487 39049062 39037255 39038123 39037231 39043116 39037147 39036614 39049103 39036357 39048036 39042281 39049309 39043454 39049030 
101 39037379 38903755 39044859 39058894 39044468 39046255 39042398 39041625 39036311 39037868 39042892 39044616 39045351 39039523 39042689 39040559 39037439 39039237 39038723 39043136 39047354 39045335 39042533 39045600 39044296 39042563 39041358 39038085 39038279 39041728 39054013 39024862 
102 39042331 38902748 39043025 39043618 39049319 39038149 39050521 39051632 39048725 39049417 39051440 39049469 39048438 39048895 39048098 39049438 39035559 39040725 39034527 39037726 39056799 39038898 39040192 39045749 39045268 39054857 39039073 39044724 39040581 39052438 39039232 39048207 
103 39043022 38892685 39044022 39050625 39038773 39034655 39040623 39043232 39042628 39051486 39050618 39042584 39051377 39042975 39040682 39039821 39051096 39038650 39038043 39048291 39044292 39035997 39048086 39048932 39038381 39037281 39045286 39038629 39041907 39050814 39052634 39034802 
104 39029092 38886608 39047049 39045584 39041504 39039579 39045947 39038522 39052006 39042782 39042323 39050119 39048452 39038372 39041666 39034954 39049182 39056251 39044564 39050041 39054494 39034347 39042902 39039857 39038267 39047457 39049901 39041633 39050568 39048833 39031581 39043027 
