n P1 P2 P3 P4 P5 P6 P7 P8 P9 P10 P11 P12 P13 P14 P15 P16 P17 P18 P19 P20 P21 P22 P23 P24 P25 P26 P27 P28 P29 P30 P31 P32 
42 39032818 38846599 39031047 39024776 39037393 39026964 39030370 39027679 39034189 39029216 39033390 39027077 39037417 39026216 39034125 39021045 39031525 39025578 39030270 39023323 39021574 39037171 39015763 39015142 39027980 39017928 39023603 39034635 39034850 39032379 39020683 39031100 
43 39007585 38852275 39043444 39028630 39025744 39029738 39023456 39020723 39029857 39021281 39025181 39022325 39027542 39023308 39037547 39014150 39022473 39035730 39027727 39029293 39030810 39030344 39022711 39028697 39026852 39027946 39029730 39017601 39027347 39034092 39033197 39029412 
44 39019647 38852508 39031681 39030144 39029233 39024971 39027913 39032967 39029101 39037805 39031050 39019636 39028710 39041325 39020870 39012019 39034755 39028670 39021779 39034819 39026121 39034078 39031971 39035592 39033195 39033534 39032703 39029251 39044087 39027804 39008131 39033919 
45 39020484 38857082 39027822 39029866 39030828 39029562 39038612 39036133 39024967 39024179 39030414 39027112 39033317 39021298 39018955 39025446 39029351 39037521 39037138 39030152 39036753 39030205 39039923 39025451 39030213 39027332 39024177 39025488 39038491 39033558 39044977 39029927 
46 39025624 38857900 39039099 39039376 39024922 39022074 39027381 39033678 39034235 39034317 39029178 39029354 39033856 39038552 39029930 39035671 39030355 39015823 39029029 39027425 39022960 39019725 39029346 39031643 39035652 39033640 39027400 39025407 39033719 39030317 39028512 39033697 
47 39007016 38851260 39026815 39027453 39030783 39029521 39029803 39030932 39038305 39026061 39033638 39032386 39042546 39036995 39028874 39017292 39029278 39030229 39037326 39033117 39041482 39028052 39044914 39025506 39026367 39038732 39033983 39033607 39037564 39029667 39046449 39015206 
48 39016969 38851766 39032066 39022026 39024573 39038184 39029652 39038807 39034357 39033420 39033985 39029976 39028954 39028765 39037178 39033119 39041845 39027965 39018788 39035517 39028677 39037059 39036877 39028941 39023407 39031216 39022696 39041925 39027804 39032059 39025395 39043305 
49 39007924 38858365 39032481 39026285 39026590 39038865 39034942 39027882 39041447 39029008 39028323 39031516 39035914 39023117 39030439 39022771 39026111 39028072 39031165 39041793 39031096 39032626 39030404 39028235 39016885 39026787 39040130 39040738 39034821 39030340 39040358 39022654 
50 39016960 38853147 39033145 39038177 39034699 39023963 39035138 39041889 39037594 39035458 39030636 39036112 39040880 39025575 39033455 39025360 39029211 39034985 39030019 39039284 39034882 39040203 39036681 39025428 39035667 39028053 39032816 39019300 39022110 39037850 39028226 39019960 
51 39008146 38870953 39044981 39031790 39038284 39022396 39033505 39033312 39021009 39018327 39028166 39036901 39035525 39039660 39041194 39031646 39025669 39039396 39034277 39036422 39036758 39029044 39042226 39027133 39028989 39022549 39023431 39035807 39032101 39033274 39024013 39027157 
52 39031832 38863239 39034376 39024880 39028476 39035296 39037077 39025730 39033546 39028969 39032478 39030497 39036287 39029344 39030650 39023000 39025367 39022204 39045043 39018789 39027953 39030806 39040737 39027454 39028308 39025564 39022148 39035660 39023753 39036047 39017839 39040725 
53 39016965 38866707 39030743 39040326 39033867 39019133 39028834 39026876 39033892 39030260 39030127 39030476 39032885 39030895 39030902 39018449 39043417 39041717 39040809 39032727 39034786 39034686 39041709 39038499 39034804 39030939 39035410 39025240 39032733 39041952 39042563 39024293 
54 39009160 38867453 39031006 39020888 39028172 39025263 39032374 39028964 39041300 39024806 39028884 39029067 39032714 39025133 39039776 39034624 39030461 39021467 39034772 39036465 39035948 39031229 39030590 39039033 39033100 39034297 39026595 39033981 39033645 39028166 39035514 39019254 
55 39012842 38867296 39034165 39037772 39037612 39041770 39026978 39045416 39036061 39029266 39039784 39037431 39029540 39024632 39033432 39033932 39031391 39039411 39031522 39026933 39032263 39040736 39018980 39037235 39029356 39038433 39034931 39035963 39023338 39023835 39050064 39021951 
56 39024390 38868406 39030488 39023527 39014143 39026798 39037093 39036479 39033875 39019491 39023761 39041264 39028383 39031857 39029759 39022064 39042035 39040059 39012737 39031604 39042242 39032332 39023421 39026017 39037916 39040359 39034491 39035209 39037442 39016990 39044275 39030767 
57 39020676 38868700 39023928 39028645 39023656 39033263 39020122 39027972 39043972 39036039 39032307 39034780 39022560 39042454 39030235 39026535 39028361 39023849 39039637 39040942 39033497 39033857 39031225 39015238 39040320 39025170 39028266 39028642 39037300 39031104 39053087 39019435 
58 39010303 38864290 39033148 39029200 39040992 39033805 39032862 39038051 39021438 39039211 39030541 39028580 39023749 39038849 39027732 39033878 39025120 39025638 39026624 39035922 39027847 39028533 39025568 39038277 39040025 39030123 39031183 39034556 39036497 39038743 39024966 39033128 
59 39025812 38869258 39037728 39026508 39032432 39026659 39029331 39032705 39028265 39038237 39035615 39031451 39043521 39030926 39030259 39024978 39038013 39025192 39030232 39026673 39035627 39031678 39025572 39023752 39031762 39020287 39032829 39032699 39034181 39028880 39046827 39025843 
60 39001404 38873527 39041057 39032142 39038170 39036452 39047764 39031454 39031872 39022164 39032346 39038989 39032123 39025951 39042201 39035539 39027664 39039696 39041814 39021150 39041542 39030542 39032712 39034979 39014797 39023883 39034769 39036669 39038260 39032931 39021494 39017975 
61 39016699 38869397 39032954 39035344 39035422 39035785 39039481 39030211 39035228 39028413 39032501 39041326 39035503 39019119 39039590 39020661 39037061 39035034 39022790 39036119 39039992 39040411 39031197 39027754 39028903 39036810 39049001 39029864 39029551 39036895 39042069 39037540 
62 39001042 38873463 39035694 39036348 39035060 39034035 39033086 39033789 39028818 39026624 39038382 39033566 39035861 39041437 39035543 39034161 39043945 39026355 39036985 39040734 39035531 39020314 39045650 39036059 39034434 39035318 39039889 39038618 39034727 39025294 39036732 39033491 
63 39011679 38881619 39031932 39027578 39032985 39027969 39040094 39040527 39036891 39034099 39027078 39037763 39031631 39033600 39029505 39031642 39027210 39042211 39027180 39030143 39040703 39031916 39032989 39036529 39030128 39038598 39037719 39033564 39035802 39026979 39047977 39024906 
64 39036256 38866945 39020553 39036002 39040768 39037555 39046272 39042874 39028751 39039585 39039856 39041744 39025428 39031886 39030479 39033860 39039707 39029346 39031128 39041312 39033571 39044900 39041744 39034076 39038305 39043307 39041610 39033198 39032869 39043663 39020998 39039195 
65 39007611 38878310 39037929 39031425 39035316 39031362 39036424 39035611 39033326 39028651 39039021 39043348 39039384 39037361 39030249 39015916 39038169 39035243 39038802 39042987 39043392 39050519 39036358 39036605 39026829 39037274 39049121 39038060 39049410 39031860 39038543 39022167 
66 39009201 38864731 39038041 39033223 39033574 39045108 39033589 39029080 39043755 39034312 39043391 39045234 39030674 39043798 39028426 39017346 39044981 39034145 39029905 39038410 39029424 39037593 39047422 39031516 39036483 39034909 39036025 39047041 39049774 39032600 39030858 39037090 
67 39012880 38876659 39035601 39034789 39042471 39032256 39041323 39043078 39035836 39036215 39031270 39048787 39035368 39035069 39035302 39028732 39043280 39040615 39038925 39033089 39040854 39040576 39028296 39037848 39033088 39043783 39033464 39033840 39034780 39025370 39040673 39022150 
68 39017234 38875013 39041093 39046105 39030505 39041131 39053145 39015000 39032335 39024747 39030160 39040630 39038371 39034174 39034783 39028320 39038077 39036898 39030387 39033090 39048423 39036016 39035601 39028014 39035739 39039783 39036742 39044865 39039205 39038121 39021895 39026472 
69 39015922 38871547 39042782 39024867 39030761 39038643 39033067 39028572 39034088 39035021 39039589 39025401 39034918 39044796 39034369 39026533 39044581 39027950 39028119 39048796 39035759 39038439 39037241 39037752 39039524 39031581 39032888 39043316 39038694 39033861 39036753 39023632 
70 39003144 38885659 39033607 39026967 39018634 39043834 39035015 39032951 39033732 39030030 39044943 39043605 39030914 39031547 39037281 39029800 39034857 39041795 39040756 39028314 39044828 39040118 39040416 39040820 39028051 39030510 39038056 39034255 39032645 39034556 39040071 39035262 
71 39023740 38874302 39039186 39045005 39049380 39043839 39038167 39037925 39038293 39041491 39027371 39030201 39039523 39038243 39031332 39026754 39033994 39027468 39035357 39034653 39038451 39027540 39027806 39032723 39036928 39037848 39035178 39031897 39031766 39055253 39050865 39034019 
72 39014703 38887852 39035772 39033527 39028543 39039014 39041823 39029262 39040516 39037157 39035356 39041171 39031259 39035864 39044278 39031041 39035117 39036674 39038155 39042099 39032068 39038895 39030587 39028169 39030673 39032538 39042900 39046362 39041759 39029082 39026574 39040593 
73 39014666 38880424 39029336 39038924 39045654 39043936 39035631 39031562 39027338 39028058 39033788 39032809 39028600 39042346 39035776 39027874 39043700 39039190 39028183 39026875 39033382 39035760 39040052 39042320 39048559 39033291 39038187 39036969 39031976 39032804 39040865 39023922 
74 39028609 38885092 39041274 39030649 39043791 39031223 39043740 39037707 39036703 39042554 39034539 39031053 39033030 39029393 39035507 39038291 39032666 39040767 39047840 39030535 39039685 39041675 39041512 39038247 39044716 39021921 39030254 39040442 39041166 39033532 39034832 39056130 
75 39014659 38878223 39038390 39039753 39041153 39041433 39038847 39026276 39045527 39038355 39043473 39042949 39034794 39038113 39039388 39027396 39044096 39040868 39025433 39032110 39043410 39036323 39037158 39042052 39046978 39024322 39040961 39039024 39039575 39045791 39044166 39019133 
76 39026560 38884845 39038577 39036485 39033538 39043560 39041521 39050069 39040282 39041832 39031594 39025956 39034221 39044147 39040029 39031079 39039392 39040049 39042552 39045082 39027553 39036066 39048740 39050310 39042634 39030609 39042484 39049301 39040440 39025698 39027677 39030411 
77 39016488 38888860 39032887 39040441 39046481 39028072 39042052 39030992 39026318 39041575 39044014 39037367 39040774 39040603 39041191 39034538 39035916 39034158 39033292 39052156 39038603 39038848 39045454 39041126 39034275 39042414 39045609 39042237 39040660 39025649 39053423 39030458 
78 39017586 38876116 39042665 39036613 39035951 39049550 39037941 39042662 39033477 39044103 39033016 39035630 39040579 39046220 39041206 39037811 39035523 39045142 39031621 39037696 39043084 39040433 39023259 39039660 39046961 39036602 39042947 39030821 39046355 39026114 39038956 39035769 
79 39016804 38884485 39026714 39038777 39046258 39049576 39040938 39036923 39046741 39037325 39039700 39035976 39041627 39024569 39043714 39038218 39040216 39044198 39035523 39043701 39038808 39035318 39038264 39054433 39044783 39047635 39052328 39034642 39029559 39038064 39039042 39034761 
80 39030124 38870489 39043695 39036056 39042260 39040973 39035217 39036231 39031231 39043091 39026290 39035396 39035747 39034797 39036427 39032489 39030326 39043498 39048116 39047862 39033439 39040480 39044693 39041439 39041362 39035024 39038380 39047500 39043284 39037939 39032636 39042890 
81 39031929 38882615 39026823 39035659 39041050 39032028 39037057 39041715 39057389 39045044 39038136 39035123 39033182 39047644 39028710 39038549 39042725 39039380 39046777 39042385 39030901 39035540 39034411 39045494 39035301 39040810 39038446 39031653 39046335 39044309 39049218 39029942 
82 39024623 38872265 39032202 39033716 39043192 39042744 39057246 39043532 39051660 39044950 39038508 39051588 39048084 39042038 39036118 39041171 39043867 39037230 39037828 39038405 39025860 39038031 39036660 39031925 39034920 39055110 39024991 39023119 39036020 39048432 39035604 39032548 
83 39023441 38887763 39045486 39046297 39040515 39044371 39039229 39040967 39040275 39042758 39040311 39045009 39042089 39036887 39036575 39033867 39036296 39034747 39042877 39042901 39050930 39041068 39041762 39025982 39036712 39044168 39034924 39040210 39041438 39047094 39045667 39041632 
84 39030528 38893910 39035946 39035888 39045872 39039503 39032896 39034590 39043185 39033897 39042781 39043094 39041408 39037921 39032471 39031656 39035356 39032656 39040758 39027315 39042677 39029540 39034479 39039395 39043322 39047130 39046891 39034685 39049778 39041816 39030193 39044459 
85 39022973 38892612 39048380 39036680 39041695 39051046 39036687 39043906 39043698 39025557 39038191 39044277 39044373 39045036 39047115 39034039 39044375 39031005 39040106 39040485 39040088 39033505 39038810 39050663 39037298 39034880 39051250 39043061 39040582 39040385 39046902 39034561 
86 39030331 38890074 39039353 39046722 39027573 39035933 39044109 39047102 39049495 39040772 39039547 39043387 39032770 39036636 39034088 39041599 39043423 39034377 39042279 39038838 39038816 39032779 39047780 39037541 39040752 39043014 39040764 39040957 39037964 39035611 39029958 39047223 
87 39017517 38878342 39041574 39048705 39036633 39040846 39036444 39033167 39031452 39047487 39044422 39038400 39040922 39037965 39040773 39038066 39041656 39030459 39047738 39042967 39045093 39043069 39039924 39041384 39045743 39027938 39041546 39033870 39027590 39040372 39055597 39041257 
88 39031656 38888120 39046738 39043841 39022789 39049942 39049402 39035434 39036876 39035740 39041185 39037301 39042368 39041231 39043913 39039922 39046169 39049329 39049861 39039067 39041914 39054910 39045007 39049642 39029581 39030201 39038233 39031906 39042256 39035264 39041110 39045619 
89 39024282 38913168 39045687 39035585 39039301 39033623 39034336 39028329 39030208 39060260 39043385 39034617 39042251 39032980 39040080 39031065 39034059 39038591 39034492 39037270 39039230 39037792 39035664 39043840 39047147 39042192 39050192 39041208 39054790 39039884 39050455 39032186 
90 39020455 38888831 39052454 39033106 39037132 39031119 39037643 39043509 39033702 39034629 39044198 39043671 39059592 39036311 39041466 39037412 39051299 39029696 39035701 39039301 39041643 39033859 39039968 39047308 39039675 39043024 39053481 39044302 39030594 39037266 39030128 39044586 
91 39029801 38895695 39046693 39056613 39044194 39038809 39037736 39041342 39033495 39047031 39049636 39039046 39043990 39047276 39031360 39034015 39039460 39045747 39054217 39041773 39038546 39053064 39049210 39048776 39045337 39035035 39040167 39041410 39043145 39043910 39048780 39030467 
92 39037447 38891809 39042244 39043916 39043912 39037985 39035549 39046899 39052124 39042017 39038301 39042644 39049700 39049882 39045167 39040836 39045931 39034933 39043231 39034211 39043182 39037486 39050476 39047740 39040483 39026624 39044580 39038218 39050953 39042010 39030820 39044541 
93 39032850 38889973 39048149 39034533 39055826 39046404 39051572 39033570 39044894 39036071 39044481 39048378 39046842 39046373 39042328 39028198 39035728 39040127 39042723 39046569 39046937 39040932 39034529 39050895 39032185 39040172 39052746 39045198 39048268 39050172 39043498 39039002 
94 39037801 38894212 39047668 39041905 39047708 39045086 39038137 39039487 39025009 39031026 39050092 39039196 39035722 39048511 39038579 39029638 39048002 39052914 39039970 39037954 39040002 39048605 39037013 39051134 39038289 39031852 39019888 39034618 39054367 39047483 39037989 39042846 
95 39033238 38891859 39045585 39041309 39029302 39043740 39045474 39044734 39035820 39046932 39055407 39046899 39035442 39043824 39049403 39038114 39033480 39037399 39038569 39032863 39039048 39041334 39038424 39043165 39034892 39057065 39047115 39036895 39034679 39034339 39052479 39044635 
96 39034081 38891168 39047113 39042601 39046127 39035091 39051229 39055780 39042698 39044340 39027809 39053576 39037404 39050076 39054341 39032206 39056978 39044478 39051384 39041123 39051854 39048535 39033563 39048904 39047552 39046316 39033805 39046448 39043982 39047325 39038501 39043603 
97 39016413 38904733 39037253 39044832 39039562 39047097 39040442 39043267 39039963 39043462 39043086 39039216 39036856 39046087 39036977 39036470 39038512 39037446 39039892 39046274 39041797 39049312 39037026 39041570 39036993 39040891 39037318 39045742 39046571 39038112 39052620 39038892 
98 39032350 38890092 39041333 39038916 39043087 39055617 39044362 39033206 39039547 39042864 39054366 39032986 39032231 39043485 39038860 39036303 39052920 39043197 39047450 39044360 39051358 39035220 39038605 39047421 39034053 39036031 39045365 39041787 39046972 39038962 39037635 39045356 
99 39060818 38894732 39048023 39048309 39029002 39050173 39035601 39039030 39046768 39037235 39023413 39045044 39047533 39039471 39046381 39037863 39036011 39048693 39038792 39041783 39044739 39040078 39038564 39042986 39050229 39037686 39039577 39047140 39038402 39047277 39061218 39038938 
100 39040167 38893777 39045957 39036572 39042258 39038435 39045323 39050472 39041916 39042117 39045093 39038557 39040246 39050325 39055151 39030751 39051694 39044425 39049070 39034403 39037876 39037492 39029157 39035815 39042863 39032473 39040769 39038471 39043143 39029266 39021003 39045484 
101 39041426 38891386 39042091 39030451 39030962 39043706 39036271 39053803 39054742 39043692 39039580 39035157 39041770 39044504 39044653 39034373 39044000 39052124 39046375 39037260 39044724 39030570 39041601 39047075 39033490 39037933 39040363 39052949 39045212 39038264 39044942 39033241 
102 39036319 38891168 39034751 39045949 39043316 39040501 39041933 39053430 39044718 39035609 39050753 39061106 39044363 39041591 39045856 39044661 39030252 39048866 39047462 39047179 39044270 39051562 39050208 39040803 39045379 39044975 39048634 39055404 39043388 39043115 39034272 39046145 
103 39042669 38904045 39052114 39043011 39043239 39026977 39039676 39040016 39043744 39038952 39039240 39045280 39049177 39047205 39052732 39050210 39046172 39049467 39038004 39050769 39045175 39043615 39043357 39052616 39040745 39052932 39032012 39043693 39043591 39047413 39048519 39029272 
104 39045383 38894151 39046858 39044646 39042623 39044254 39061948 39046666 39041955 39050155 39042154 39048533 39044412 39035809 39040201 39032587 39048780 39048975 39047257 39036675 39041294 39049940 39055459 39032448 39050758 39045476 39043073 39049803 39042992 39048106 39048288 39048872 
