n P1 P2 P3 P4 P5 P6 P7 P8 P9 P10 P11 P12 P13 P14 P15 P16 P17 P18 P19 P20 P21 P22 P23 P24 P25 P26 P27 P28 P29 P30 P31 P32 
26 39034475 38847776 39030818 39023959 39028317 39017629 39026856 39021539 39019780 39024666 39024945 39018768 39018074 39021623 39032203 39016135 39026444 39027404 39025992 39021332 39028628 39028324 39029315 39025086 39033261 39234657 39039091 39050488 39044709 39055499 39052120 39056347 
27 39033542 38837357 39031192 39028195 39034472 39034023 39023550 39026095 39024817 39024942 39039613 39023813 39025715 39033958 39035921 39017016 39031235 39036700 39026634 39040390 39016335 39022839 39020115 39034000 39024829 39024543 39240046 39039018 39043849 39046612 39051665 39057083 
28 39036492 38829056 39039469 39035288 39017823 39015602 39014258 39035394 39023641 39019649 39020817 39026340 39011431 39030320 39017769 39009431 39032431 39024281 39013966 39023353 39018954 39016079 39021714 39027397 39026340 39030289 39018303 39237202 39044843 39046283 39047947 39046836 
29 39027651 38843539 39049641 39028751 39028407 39034660 39017599 39025988 39041731 39030448 39032018 39028909 39030182 39029580 39020276 39026443 39020820 39030980 39026552 39040818 39023261 39023682 39019851 39029372 39034795 39036469 39035241 39022699 39236024 39045250 39050576 39045890 
30 39042775 38847524 39025622 39019571 39020870 39034291 39037135 39028691 39035619 39042147 39027233 39016373 39026713 39022035 39020426 39025533 39029843 39035004 39028216 39024529 39021923 39032716 39031551 39021570 39034136 39026442 39023275 39034647 39024798 39225678 39040587 39045529 
31 39050400 38824752 39036302 39020040 39021553 39026559 39025415 39024576 39030885 39029435 39030425 39030000 39028769 39029319 39031279 39013935 39027003 39029666 39033932 39024768 39038859 39026298 39030667 39021879 39024377 39022723 39041402 39024983 39034033 39025786 39237517 39030728 
32 39036786 38853209 39033355 39027659 39028600 39015877 39026476 39018702 39034257 39021459 39018223 39029181 39030889 39034836 39037823 39013155 39037018 39014181 39034786 39026535 39029419 39034309 39030811 39030184 39019134 39021507 39025051 39014488 39025877 39025630 39019132 39209306 
33 39026724 38843522 39033490 39030352 39030019 39021478 39037594 39038592 39028113 39031881 39022735 39028974 39023217 39028095 39022463 39029831 39033694 39010693 39016260 39035536 39023539 39029999 39017905 39017331 39029208 39034041 39033577 39030771 39052773 39027138 39042369 39019356 
34 39028873 38840195 39018519 39019622 39024833 39025935 39018795 39025361 39021787 39020130 39029938 39016022 39031457 39019022 39029381 39020534 39034796 39029807 39030509 39041889 39027783 39031387 39023981 39028747 39028153 39022879 39027398 39015904 39028882 39020014 39019435 39019494 
35 39044608 38846060 39024410 39027913 39030954 39023568 39022327 39037663 39027511 39019874 39034501 39020880 39026722 39028373 39028887 39036570 39034119 39028438 39021739 39031709 39019027 39035555 39031246 39042403 39028766 39026906 39037195 39036180 39019949 39024494 39040232 39018280 
36 39036667 38848594 39012747 39035568 39037265 39042313 39038503 39026232 39024639 39030624 39031971 39019392 39032707 39040862 39038112 39011343 39026027 39024852 39022972 39029520 39031486 39028014 39022748 39024765 39020617 39025650 39032019 39022452 39028380 39026057 39030382 39024397 
37 39020505 38852776 39029266 39035295 39017444 39018891 39026020 39024783 39020431 39036776 39023567 39036588 39016725 39018710 39038837 39033640 39038213 39020525 39031932 39022888 39030299 39030533 39022820 39032618 39019136 39026620 39033811 39030542 39023204 39016710 39037555 39028297 
38 39021809 38864148 39031678 39014832 39026642 39034454 39018170 39033404 39032842 39013215 39024618 39023105 39029780 39036935 39029488 39009875 39024882 39028331 39030066 39021117 39033507 39037741 39028275 39039027 39041351 39028421 39032912 39024858 39029760 39026591 39030025 39020231 
39 39031563 38858134 39034446 39028091 39022876 39030242 39027301 39041107 39023815 39024014 39030523 39022231 39033325 39034159 39017978 39023270 39029732 39029210 39024504 39022021 39026531 39027205 39016012 39029624 39026146 39025398 39024172 39033984 39021381 39025033 39033202 39017557 
40 39025878 38852438 39016928 39025196 39022292 39027132 39022313 39028769 39027582 39023087 39037452 39022402 39032588 39032358 39024728 39018257 39024775 39033494 39023685 39027168 39015059 39028857 39031940 39029399 39015785 39026542 39031456 39041312 39030226 39031655 39011035 39014311 
41 39024387 38853372 39024179 39035866 39025568 39028118 39039305 39028281 39025944 39037396 39034607 39026530 39022704 39031684 39043688 39034905 39024922 39032370 39029195 39035321 39019423 39034452 39029544 39027912 39020152 39029298 39030364 39034196 39032129 39036852 39035798 39019815 
42 39024564 38844239 39026541 39031383 39025970 39036462 39030706 39032583 39022451 39042805 39035484 39024518 39026577 39021271 39037779 39031406 39029516 39027089 39026474 39041105 39024168 39033778 39025091 39028935 39027251 39026868 39031362 39034008 39027550 39030659 39022664 39033323 
43 39006757 38862093 39032930 39034623 39029864 39023351 39036819 39020319 39029392 39033564 39028150 39027148 39028893 39025847 39007406 39013512 39014416 39035563 39030679 39025680 39037080 39028610 39025219 39034271 39029963 39034573 39032363 39034400 39023191 39019242 39032017 39028999 
44 39016868 38852607 39021217 39031010 39038656 39027045 39024828 39026808 39030540 39021745 39031251 39023504 39022067 39027282 39039566 39031232 39019190 39034951 39033588 39031610 39023598 39028101 39030741 39018728 39033231 39024372 39026431 39028042 39041301 39029340 39026727 39027509 
45 39016198 38850646 39026078 39029392 39039339 39024074 39032164 39017032 39034253 39027324 39032883 39029636 39026997 39033364 39025634 39030589 39034600 39032692 39030669 39030000 39019202 39027541 39022155 39027669 39033072 39033956 39036075 39030890 39036790 39041280 39039576 39021793 
46 39016399 38869521 39037355 39032032 39038294 39027872 39034518 39037669 39033049 39024933 39033884 39022462 39030276 39032724 39027791 39027529 39030192 39026281 39034445 39035070 39023038 39025198 39037811 39029632 39039312 39023962 39031201 39018771 39014368 39047002 39015161 39025992 
47 39007019 38865533 39040245 39035851 39038506 39029175 39023811 39029190 39041519 39022313 39039527 39032661 39024548 39026543 39027881 39021687 39029216 39032063 39036183 39038154 39030389 39043009 39039995 39033765 39040096 39024264 39034519 39027133 39033139 39019071 39052857 39032779 
48 39026371 38865046 39037386 39031223 39034118 39024982 39026765 39035823 39027371 39033077 39030314 39039996 39029008 39024428 39041388 39023430 39020068 39034937 39042332 39028813 39034192 39032212 39025006 39045081 39026043 39035723 39028049 39040250 39035833 39034657 39018766 39031459 
49 39003489 38864220 39037724 39029752 39031794 39032063 39032844 39029319 39042967 39031298 39029185 39035193 39024473 39035462 39025893 39024190 39032180 39037666 39031447 39042770 39022013 39035103 39027282 39037645 39042001 39038955 39031560 39047930 39044893 39032460 39039867 39023812 
50 39018998 38866713 39031550 39040508 39028935 39034866 39034464 39033116 39020326 39033635 39022405 39030904 39030782 39023377 39024318 39033001 39045368 39018299 39038447 39029077 39023926 39026014 39024822 39032277 39033141 39030541 39020472 39034718 39036919 39034385 39038271 39018091 
51 39018209 38870455 39051696 39023672 39024810 39040257 39028868 39024338 39029764 39036702 39028934 39033545 39038181 39034119 39030763 39045312 39034573 39021179 39030909 39034359 39035956 39030136 39030555 39026229 39037124 39028583 39040853 39019561 39021264 39039690 39042561 39021586 
52 38999765 38854205 39032543 39024593 39026623 39037570 39026183 39016472 39030064 39033729 39034946 39038295 39024656 39032197 39033112 39017694 39036201 39029881 39026563 39023973 39044006 39041421 39035100 39031474 39037823 39032871 39038384 39018624 39034474 39025459 39028404 39023652 
53 39019079 38876975 39021062 39027803 39023847 39040450 39031322 39048321 39033964 39031198 39027383 39023929 39030763 39036137 39028571 39026223 39021824 39029023 39022121 39036824 39036814 39039298 39025407 39035957 39029970 39033764 39019826 39044305 39025410 39042484 39047911 39025813 
54 39002158 38864150 39034960 39037452 39028992 39018826 39026933 39030174 39024378 39048610 39028746 39028724 39026388 39023833 39042418 39035215 39027291 39030633 39023101 39027327 39040452 39041411 39026544 39028903 39034937 39035545 39030233 39030555 39040116 39027820 39035637 39019955 
55 39012210 38861855 39038483 39027957 39034160 39032415 39045899 39044897 39039284 39031210 39030835 39030200 39032156 39033342 39036129 39035354 39027504 39026049 39031441 39033008 39035453 39036488 39032696 39027976 39041935 39034510 39037339 39024893 39032415 39036369 39043896 39025869 
56 39015817 38874665 39041181 39030387 39036151 39036518 39032114 39020042 39042058 39028477 39030517 39028797 39027412 39037396 39033963 39021926 39030057 39020131 39040319 39029577 39032779 39041289 39031190 39030102 39036083 39032125 39031990 39029911 39039166 39026380 39034455 39021794 
57 39018420 38870698 39028163 39044832 39034940 39032628 39038870 39038490 39032546 39037166 39041858 39041545 39034620 39021419 39032038 39025439 39036711 39041277 39031639 39025593 39033102 39037299 39027512 39034114 39042630 39031544 39026065 39024784 39019818 39026383 39046943 39025114 
58 39016523 38878622 39031738 39019887 39027671 39029812 39034348 39032102 39027738 39022746 39030416 39032800 39032927 39032469 39028808 39031174 39035122 39030630 39028370 39032894 39043481 39019553 39031072 39034663 39028836 39038370 39036515 39042981 39037459 39045235 39022971 39025621 
59 39022260 38861776 39039158 39036885 39023609 39039495 39042917 39025010 39030899 39039196 39039981 39033902 39039470 39037826 39037086 39028326 39029456 39035225 39024689 39033095 39032677 39028305 39029229 39048821 39028694 39035518 39033960 39033171 39039376 39043255 39041023 39032429 
60 39023265 38876436 39034230 39037816 39043522 39033081 39018622 39026899 39033970 39034817 39029078 39032310 39036726 39042064 39034718 39036434 39045707 39030392 39040414 39055808 39042247 39036369 39044580 39022995 39028685 39027728 39027437 39039783 39023951 39040438 39030005 39025065 
61 39010318 38874613 39027669 39033951 39028655 39044677 39031024 39034885 39028590 39025160 39034345 39028172 39027582 39031869 39035642 39031739 39035524 39031216 39030285 39037622 39031313 39020939 39038555 39039712 39025551 39032625 39024948 39031742 39027234 39036332 39042503 39029222 
62 39016941 38867106 39041859 39032596 39036640 39028234 39041673 39017389 39046158 39015376 39038468 39036078 39044906 39038565 39045461 39030396 39041837 39019044 39025237 39030003 39024946 39029698 39039579 39032564 39029919 39039634 39033026 39040065 39047657 39036752 39032497 39029313 
63 39017495 38862617 39037661 39040556 39033633 39029258 39040002 39034218 39031386 39034215 39042443 39029926 39032349 39030753 39047354 39028679 39037013 39032090 39034320 39039623 39026526 39049108 39022706 39027024 39039824 39048981 39036336 39032975 39043748 39026222 39038822 39018888 
64 39029407 38864926 39035874 39023434 39042061 39040223 39030121 39033421 39032390 39028785 39035727 39036382 39028415 39025334 39037489 39027896 39026961 39042203 39039154 39041263 39019895 39041069 39041959 39037499 39035420 39049235 39036630 39038472 39036214 39040438 39020457 39035568 
65 39017224 38870949 39032036 39031316 39025024 39034250 39025590 39026329 39037987 39030288 39036915 39043024 39050710 39040191 39044705 39032090 39039904 39014757 39048229 39027123 39029396 39034401 39034619 39035559 39049143 39041314 39046314 39034468 39042910 39038612 39044955 39017573 
66 39015501 38871074 39037724 39030187 39026485 39040120 39033771 39026990 39036406 39042324 39032740 39040128 39024420 39033624 39027652 39033945 39035246 39042873 39042124 39027969 39032393 39029737 39029756 39031377 39039112 39044854 39034238 39019480 39024298 39049636 39027058 39031114 
67 39031403 38882131 39036007 39043166 39025196 39023179 39025490 39035138 39044736 39023326 39049358 39040371 39041244 39034518 39026041 39025638 39022058 39030863 39034853 39030321 39038273 39032887 39025160 39024883 39030048 39039119 39029223 39038050 39024179 39033554 39037582 39038901 
68 39020376 38872667 39037057 39042680 39033624 39034938 39046624 39036952 39035785 39037601 39044344 39031145 39031804 39022535 39043848 39022350 39029318 39038627 39055681 39038922 39031444 39027656 39053901 39031835 39040249 39045973 39045151 39039467 39042501 39036564 39036903 39033878 
69 39012260 38880352 39035308 39040803 39038089 39019784 39031145 39033972 39043657 39040971 39041518 39050624 39034122 39041365 39038516 39029835 39032563 39034299 39034726 39049022 39047070 39040203 39033627 39039367 39033694 39028555 39036779 39034997 39044149 39039921 39041731 39029117 
70 39012145 38865405 39040683 39049662 39039184 39028008 39035422 39037073 39038810 39033456 39037513 39035346 39027021 39041428 39036373 39031256 39042702 39043680 39023272 39034666 39040844 39033330 39040643 39035315 39028650 39055870 39032416 39029359 39036865 39027899 39032910 39037788 
71 39015662 38891211 39042318 39040182 39036035 39033259 39033739 39028768 39044865 39032002 39039812 39036421 39037006 39025948 39029756 39040035 39043381 39039615 39026319 39037492 39041231 39030743 39045615 39042834 39050641 39032736 39037032 39037141 39028225 39054062 39043610 39015356 
72 39017897 38875618 39031644 39036102 39042088 39034581 39048722 39035829 39028867 39035393 39030541 39042187 39037108 39046601 39045360 39032066 39044488 39029009 39029317 39034209 39039855 39043075 39046626 39026113 39037429 39020871 39036246 39033433 39040794 39035940 39022827 39038431 
73 39018922 38877120 39045457 39030488 39039897 39038313 39037057 39031880 39033477 39033106 39042578 39038263 39041548 39037319 39043601 39025948 39035722 39036686 39044100 39045295 39032227 39032410 39046412 39045841 39037893 39034405 39032319 39039855 39029194 39032572 39047958 39035278 
74 39018580 38892456 39032655 39035198 39036849 39035624 39037291 39028190 39031077 39039281 39027417 39038778 39034230 39036192 39032341 39024622 39033752 39052252 39031289 39042830 39042245 39033545 39023606 39045019 39029388 39047459 39034725 39026951 39041375 39034594 39026381 39036310 
75 39018764 38886850 39025409 39033811 39036878 39028781 39041661 39035632 39029543 39046243 39026044 39040626 39045190 39040827 39037483 39029081 39033319 39039433 39035639 39032261 39043738 39032559 39035982 39042943 39033392 39024645 39033599 39037876 39038732 39036728 39043110 39032353 
76 39026081 38887686 39041734 39032251 39045374 39040736 39025024 39026598 39036156 39045286 39044483 39045977 39038028 39028623 39039468 39033882 39035131 39046754 39034058 39040448 39032969 39032419 39039530 39041099 39045119 39039291 39040654 39038724 39034657 39022605 39029452 39032182 
77 39018706 38883461 39035167 39027211 39036274 39031154 39038540 39044023 39034998 39041313 39037603 39048087 39033082 39035833 39036214 39034929 39039392 39031021 39034582 39045823 39050213 39034006 39041165 39038853 39035903 39034032 39051552 39041287 39040848 39032797 39038993 39032103 
78 39027446 38882435 39049419 39037223 39038230 39030452 39046982 39034796 39046483 39034997 39031794 39037110 39026841 39044070 39037527 39029008 39038952 39049868 39052659 39031996 39045683 39038270 39038941 39038887 39045314 39044827 39034007 39029341 39039286 39041520 39024732 39048388 
79 39009993 38880220 39045717 39035318 39029649 39032774 39035790 39038025 39039703 39029241 39043070 39048170 39031444 39046113 39025391 39027868 39032410 39032914 39036084 39040828 39039956 39042545 39044300 39024570 39031838 39028461 39049173 39039054 39042250 39044360 39023279 39032981 
80 39037472 38880501 39044536 39041118 39039352 39037422 39037102 39034561 39027818 39030979 39023355 39032580 39027084 39045312 39043303 39031529 39045210 39034684 39037064 39022554 39048674 39035016 39029101 39036901 39039378 39039732 39040056 39049204 39038731 39035135 39037228 39034494 
81 39022962 38888029 39042104 39040160 39043566 39039849 39039066 39040061 39046469 39043810 39041805 39038822 39044461 39048285 39035695 39034203 39036332 39042356 39028814 39029963 39025675 39038505 39037561 39041076 39039852 39043165 39034125 39036284 39037413 39039821 39047269 39039248 
82 39030564 38885571 39040029 39038704 39038481 39034459 39034761 39037988 39027993 39043574 39035109 39041924 39034228 39038358 39038502 39037761 39044112 39033595 39034299 39028316 39049552 39042212 39035556 39038871 39043776 39045999 39044504 39029866 39043403 39045753 39036300 39043162 
83 39030392 38892471 39042228 39041790 39036320 39040118 39045120 39044365 39042487 39043591 39039157 39041014 39036380 39033872 39044846 39030297 39040233 39040589 39039450 39045860 39032150 39043114 39035146 39046140 39038052 39028726 39032779 39042328 39032593 39023288 39040199 39035341 
84 39029088 38891489 39043884 39040896 39044550 39045246 39041807 39030243 39041043 39049959 39027660 39046627 39026271 39051467 39030665 39039302 39031050 39034151 39043241 39034620 39051529 39046761 39035652 39041735 39036901 39031974 39050989 39033634 39043776 39036868 39023014 39035533 
85 39026718 38885171 39046699 39040534 39040397 39033115 39032948 39048483 39034882 39033746 39045334 39040231 39042726 39040579 39040172 39031603 39032604 39032763 39050304 39035368 39032551 39051867 39040376 39035066 39031520 39056662 39035276 39041789 39038039 39043919 39053013 39050176 
86 39025129 38882198 39038705 39039862 39032968 39038762 39048510 39034890 39043453 39039781 39040090 39040588 39046518 39038122 39046169 39040892 39043263 39035478 39034137 39054131 39042743 39039615 39028871 39036109 39033451 39037172 39038673 39032999 39046858 39047881 39031380 39053498 
87 39021766 38886597 39040345 39034659 39053040 39038574 39036855 39041919 39037662 39042473 39032364 39042074 39046131 39049761 39034474 39031829 39049797 39028674 39035769 39046197 39042400 39037916 39032796 39026979 39030687 39037442 39052044 39047067 39039623 39045510 39049030 39030828 
88 39027430 38881594 39035065 39042758 39034000 39031040 39042782 39045282 39043246 39038687 39049393 39035428 39047692 39022881 39039583 39025847 39043307 39035910 39044403 39045196 39029234 39035113 39037366 39044585 39032640 39036943 39045029 39045263 39047521 39043540 39033849 39038199 
89 39031706 38892029 39032675 39038552 39035822 39040649 39047128 39052888 39026433 39047855 39052327 39040838 39041575 39046035 39030797 39039473 39029457 39049035 39029835 39034625 39035837 39036554 39042569 39035794 39044943 39032819 39030483 39021400 39051048 39049817 39050206 39042720 
90 39027992 38895065 39038891 39039629 39049755 39037209 39046488 39035270 39039521 39023419 39045994 39030787 39047805 39036484 39050872 39026833 39046873 39037457 39041262 39034233 39038728 39038463 39044979 39046212 39046636 39041925 39048263 39023317 39053155 39052569 39031941 39026199 
91 39026049 38888224 39038765 39056203 39043179 39043325 39032586 39051256 39046369 39041592 39033397 39047259 39042728 39038569 39031818 39037109 39035936 39034500 39035681 39039014 39048896 39032922 39032894 39048497 39044481 39051698 39045853 39045596 39038311 39037860 39046237 39034601 
92 39028666 38892402 39028411 39037683 39054632 39038629 39038681 39037216 39042239 39038033 39035820 39045535 39044539 39040492 39045666 39034436 39046306 39040248 39046576 39035157 39035902 39039878 39038152 39050752 39050037 39046408 39050426 39044308 39038737 39045474 39040029 39033466 
93 39037845 38884873 39052423 39041803 39044796 39046914 39045422 39033295 39047081 39041324 39040815 39048062 39057918 39037554 39048981 39039421 39048273 39055401 39046012 39045367 39044111 39047607 39045197 39044555 39042489 39033411 39037163 39038973 39034175 39037872 39044000 39032131 
94 39039635 38894376 39033459 39045714 39054143 39046650 39045547 39044602 39046968 39044432 39048103 39044159 39031046 39042235 39044112 39042618 39044452 39032483 39045173 39047847 39038790 39032223 39047487 39037997 39033522 39044368 39049518 39044197 39049938 39045318 39042363 39033146 
95 39021317 38894201 39028070 39038202 39041827 39051562 39040538 39034575 39044894 39043367 39029419 39041394 39043807 39040913 39034452 39036644 39031102 39033125 39049094 39034866 39042635 39030647 39033715 39053397 39042049 39037710 39045937 39041045 39040804 39040348 39053016 39039326 
96 39031908 38895736 39052037 39040767 39042246 39045563 39046654 39035557 39046957 39051106 39047022 39043141 39054118 39045912 39047400 39027543 39044863 39040997 39049053 39046618 39039853 39039690 39048289 39051346 39055422 39041855 39053895 39039636 39049110 39056830 39038491 39049842 
97 39025831 38913443 39048736 39044823 39036502 39027068 39038409 39039209 39041596 39048291 39049531 39044694 39032202 39042247 39036857 39050414 39042373 39041516 39031335 39055495 39042248 39055292 39043778 39041581 39055204 39046056 39046000 39052933 39043713 39049310 39053728 39031986 
98 39049698 38888161 39033027 39050779 39038365 39043264 39034270 39042325 39056358 39033812 39033094 39053697 39046259 39034679 39058641 39035980 39039931 39050444 39040542 39041305 39049494 39046604 39057075 39047216 39048664 39039732 39048144 39043284 39044452 39034547 39047006 39047463 
99 39044789 38888693 39038069 39044568 39044327 39037112 39044046 39041353 39042749 39035536 39025105 39049916 39038748 39049929 39048055 39032763 39036931 39053863 39047911 39057401 39046751 39041293 39054578 39042921 39043146 39044410 39040681 39044057 39036999 39039750 39057385 39034504 
100 39051032 38890895 39042961 39045961 39045445 39057260 39049241 39044590 39054151 39051964 39043348 39050635 39046764 39043869 39048069 39038884 39038788 39044857 39052099 39034508 39027345 39045142 39032553 39033136 39031873 39041482 39038394 39037987 39043187 39047559 39038833 39044172 
101 39046968 38895474 39039278 39053305 39042085 39056903 39047660 39040431 39035873 39034277 39044642 39046914 39048325 39032794 39051824 39044017 39037248 39043833 39042827 39037628 39055558 39046642 39051419 39048447 39046571 39043919 39040821 39036468 39049723 39038338 39054906 39032252 
102 39035797 38898957 39044302 39051147 39044359 39048577 39042046 39048902 39044936 39042490 39044046 39045188 39050093 39052294 39048296 39040355 39046407 39053604 39038365 39041489 39048847 39050221 39036748 39041456 39052239 39049758 39041788 39050884 39037555 39051848 39036116 39038719 
103 39046210 38896879 39047815 39039707 39045635 39046585 39044862 39044354 39045301 39060527 39054962 39044656 39048638 39050974 39047309 39041495 39049940 39044917 39038305 39050512 39042564 39043800 39041758 39046536 39048926 39040591 39039240 39037477 39042894 39041243 39052116 39031759 
104 39039952 38896316 39041994 39041938 39035306 39035575 39038912 39039103 39040144 39048875 39031749 39053481 39053659 39043925 39035096 39038665 39044893 39050968 39044627 39044536 39049122 39044503 39048714 39039267 39047991 39043804 39055886 39044586 39049191 39036556 39028830 39048929 
