n P1 P2 P3 P4 P5 P6 P7 P8 P9 P10 P11 P12 P13 P14 P15 P16 P17 P18 P19 P20 P21 P22 P23 P24 P25 P26 P27 P28 P29 P30 P31 P32 
43 39011100 38855892 39037356 39020857 39033435 39025071 39032614 39011803 39028889 39024503 39021588 39025619 39023586 39031509 39034163 39026078 39025363 39027605 39022378 39024270 39028849 39033652 39025660 39024210 39028624 39029324 39029323 39029331 39022823 39033017 39034647 39026856 
44 39019352 38859153 39036058 39031522 39026377 39022240 39021438 39030400 39036432 39042556 39019963 39026376 39027758 39042368 39021505 39012100 39039468 39033517 39016444 39029706 39027726 39037547 39024849 39033485 39032735 39028629 39027556 39030466 39028288 39030641 39018198 39035057 
45 39018041 38861551 39028623 39024855 39035099 39039313 39032562 39027332 39022348 39030472 39031805 39032724 39033625 39032308 39023092 39028481 39025966 39024855 39041052 39033162 39028876 39028473 39043621 39026375 39029690 39010294 39026019 39029130 39042043 39033623 39046574 39029068 
46 39019890 38857247 39034904 39045826 39027967 39026275 39030481 39034666 39025298 39044039 39027921 39017590 39033159 39025700 39024871 39030983 39037970 39032552 39034180 39027565 39033957 39017723 39026260 39037450 39028764 39032255 39033210 39018951 39031492 39032690 39025282 39029163 
47 39009745 38847776 39023848 39033072 39025568 39023000 39026109 39012674 39041190 39032366 39032772 39025271 39039116 39037203 39029561 39020906 39016556 39037205 39037554 39021492 39030370 39029001 39037923 39036016 39019810 39041917 39034712 39036170 39030510 39024500 39037181 39016218 
48 39020555 38852193 39030414 39030438 39037187 39035015 39028448 39032603 39037173 39028477 39028338 39031140 39038000 39033139 39029549 39029748 39036195 39022687 39027752 39036231 39038909 39029582 39032655 39037684 39026289 39031068 39032495 39040277 39028627 39035822 39032354 39030298 
49 39006735 38851292 39029418 39039769 39023466 39030889 39028486 39041096 39037989 39032489 39035610 39027810 39028734 39031661 39024022 39025218 39031618 39029093 39029102 39035064 39029534 39030853 39030633 39025680 39023889 39028922 39041967 39038316 39034774 39031907 39042956 39028629 
50 39018573 38861906 39030436 39036026 39035915 39034713 39031338 39035365 39023432 39030866 39030618 39033191 39029727 39020344 39032093 39026709 39030043 39032061 39024022 39033494 39033985 39031057 39028790 39027686 39029790 39028646 39027414 39029208 39036628 39022533 39034529 39027061 
51 39013743 38865792 39042531 39026352 39030530 39021424 39041352 39030395 39034588 39030089 39025937 39033306 39032665 39041428 39028830 39024388 39035489 39040519 39033667 39046517 39027070 39026926 39030569 39035876 39033072 39031715 39036280 39032544 39018959 39031492 39032667 39025316 
52 39028101 38859033 39034734 39036856 39026333 39036691 39025686 39026792 39033490 39028845 39037348 39026984 39047711 39031102 39023200 39022950 39045076 39030034 39039716 39020844 39021540 39037733 39044806 39023905 39030991 39030474 39024977 39032166 39020550 39039789 39033327 39035977 
53 39022228 38860552 39027466 39036571 39024790 39025058 39025892 39029832 39030843 39030169 39029451 39032632 39033140 39034296 39035107 39022348 39028844 39038709 39039011 39024675 39040062 39025463 39039230 39036660 39025881 39028356 39030325 39033691 39029094 39043342 39038082 39033489 
54 39020726 38859942 39042849 39026523 39029447 39036992 39040366 39039483 39037307 39032539 39029576 39034556 39033626 39029814 39033682 39031663 39030756 39033742 39035428 39027880 39036587 39031297 39038230 39031785 39035774 39033139 39018015 39031948 39031894 39034130 39035387 39029302 
55 39005441 38871940 39028986 39035232 39035554 39040885 39015554 39043205 39029888 39035005 39029340 39035123 39029967 39019359 39044784 39028232 39038559 39020279 39023886 39024586 39022214 39040392 39026341 39032304 39033593 39038317 39029725 39029838 39031306 39027263 39041460 39020826 
56 39025494 38861807 39042968 39032198 39020992 39034561 39037516 39031056 39037175 39015693 39027486 39036341 39025947 39016328 39035060 39020726 39040571 39036531 39023391 39036267 39031433 39030441 39031910 39024400 39034054 39035011 39036330 39036672 39044900 39019087 39032672 39029433 
57 39020953 38861347 39028076 39022031 39027026 39037016 39036430 39027951 39043226 39032280 39036402 39039978 39027949 39034443 39032257 39024691 39037202 39026546 39045303 39046368 39023029 39030547 39034595 39031261 39038587 39031604 39027357 39026997 39029738 39038780 39051045 39026191 
58 39012390 38861550 39044860 39025769 39032736 39037590 39033298 39036505 39027281 39032008 39030565 39032048 39027335 39032946 39034447 39031017 39034482 39029215 39032586 39032980 39030980 39030495 39029003 39035372 39044971 39043877 39035510 39033423 39043171 39029499 39027357 39026223 
59 39018724 38870566 39032207 39024080 39027772 39025765 39021956 39023092 39033563 39037420 39027927 39028549 39037717 39035456 39038926 39027208 39037545 39031910 39024918 39034849 39032171 39028091 39031406 39032440 39034507 39020370 39031824 39034753 39035158 39039025 39052401 39032490 
60 38998020 38871601 39023709 39032631 39035061 39031406 39041797 39026243 39035323 39025654 39031401 39037689 39026114 39031207 39035778 39031011 39034875 39040085 39037708 39021361 39039790 39028538 39036623 39032253 39032087 39035907 39031141 39034206 39021394 39037705 39022272 39031010 
61 39018661 38881446 39046135 39036524 39034010 39036807 39034332 39024101 39031483 39025327 39034943 39041193 39027869 39019291 39043812 39025363 39035921 39028470 39026823 39033506 39042898 39040392 39033683 39027257 39030358 39030174 39042320 39030205 39032261 39032220 39045983 39035628 
62 39014464 38869223 39033476 39037340 39034360 39041560 39029683 39036451 39029629 39034282 39032425 39037644 39039801 39042908 39037145 39037200 39040110 39022881 39039541 39038800 39039594 39022332 39036768 39031120 39025071 39027619 39040947 39036306 39032498 39039893 39032960 39033958 
63 39015681 38860558 39031412 39040759 39040845 39033073 39030844 39036945 39034238 39033546 39037404 39032038 39033302 39031539 39042849 39028201 39031167 39038513 39029591 39024306 39025869 39035001 39031294 39048620 39027900 39043840 39042214 39034996 39032175 39038257 39049158 39019996 
64 39027627 38867308 39024750 39026358 39039406 39042721 39044296 39040625 39028636 39029938 39037312 39037748 39030319 39033423 39032545 39029626 39033597 39037673 39037695 39040680 39030726 39038133 39033708 39030603 39037897 39040105 39038609 39020480 39033750 39036754 39027727 39030288 
65 39016685 38876462 39044510 39037026 39034934 39022996 39030967 39034663 39027538 39035341 39037146 39038541 39039021 39040694 39033043 39022052 39046897 39040858 39040679 39038289 39045541 39042509 39034893 39030741 39030807 39042717 39051088 39042324 39047939 39033828 39046122 39020320 
66 39002358 38871166 39032986 39029162 39035052 39036692 39032996 39030341 39036995 39032116 39045787 39037721 39030190 39043204 39043276 39033125 39045501 39034711 39027567 39028264 39036399 39024945 39039473 39040126 39031794 39040073 39027639 39044905 39037379 39026217 39019452 39035860 
67 39022223 38872812 39038071 39036840 39033506 39025123 39036814 39045826 39038276 39042816 39033666 39042004 39024165 39043165 39026579 39033604 39032793 39040320 39048801 39031182 39031896 39044874 39041988 39034768 39025465 39029118 39038270 39043983 39035527 39028172 39040034 39025030 
68 39016104 38875779 39035470 39050497 39036528 39037863 39035470 39029147 39030134 39031937 39033405 39043428 39031761 39033055 39028964 39035179 39038358 39036902 39045557 39028241 39034347 39031553 39043010 39029893 39036551 39034689 39039479 39047868 39041683 39037900 39026271 39038382 
69 39016508 38873408 39033307 39031668 39029245 39042806 39034024 39029252 39023980 39033912 39035957 39035234 39032708 39037084 39045550 39026918 39042058 39029882 39033117 39036917 39040543 39030930 39034993 39038179 39036904 39031650 39031488 39045758 39036250 39040528 39042881 39019850 
70 39007929 38888739 39040500 39030625 39022776 39035634 39035513 39049466 39034513 39027093 39041634 39042772 39030627 39045502 39044099 39030993 39023746 39034973 39041347 39033674 39039935 39039684 39038827 39043776 39034813 39032526 39034344 39019535 39042156 39029945 39042677 39037198 
71 39023809 38873966 39036354 39035954 39041947 39034313 39040946 39033222 39039821 39043403 39023197 39036931 39038778 39035404 39039134 39023682 39039969 39028030 39045737 39034244 39038547 39028639 39035495 39037199 39027334 39037871 39043304 39037118 39036937 39045070 39059578 39026688 
72 39022070 38884439 39040806 39028235 39023376 39044305 39038316 39034257 39040905 39039846 39037889 39041366 39027933 39029997 39039293 39020878 39042684 39030662 39045807 39034306 39030219 39033828 39030276 39025502 39032408 39037140 39043487 39038378 39053685 39033433 39027244 39036354 
73 39012892 38875109 39035928 39045033 39041197 39036088 39037651 39040126 39032472 39045255 39040168 39037744 39029557 39036679 39041030 39032448 39045860 39040656 39035452 39032277 39027502 39038513 39042653 39036962 39041000 39049784 39039883 39044048 39026251 39031542 39047566 39017736 
74 39023840 38887614 39051170 39034796 39044293 39030025 39033863 39034838 39033584 39030756 39032442 39044479 39042825 39029284 39038922 39035392 39024137 39040484 39047594 39043568 39036960 39043535 39036684 39041661 39051029 39035183 39028809 39035788 39042151 39031201 39030944 39051778 
75 39010314 38887559 39041624 39040209 39035215 39030338 39041739 39032052 39048045 39030909 39045328 39033845 39028702 39029582 39043989 39026248 39048819 39041118 39028239 39038384 39039646 39042082 39034963 39033095 39050705 39028336 39041211 39033913 39039552 39044900 39035895 39026205 
76 39031236 38886020 39041831 39032984 39042707 39038821 39042198 39044690 39040401 39038622 39042040 39028620 39035257 39038116 39040169 39033145 39030587 39033340 39037693 39041462 39040293 39043528 39046725 39042336 39045636 39035681 39042499 39056646 39039129 39026536 39024419 39021831 
77 39022365 38893542 39032344 39038535 39051200 39036285 39042662 39041372 39035722 39042440 39054336 39038098 39038208 39050788 39043117 39028305 39035202 39046099 39032174 39046123 39035470 39043517 39037605 39033899 39029181 39035804 39038931 39045352 39040322 39033405 39046194 39041212 
78 39009642 38878641 39050595 39037682 39032155 39033196 39031927 39045683 39031351 39047923 39032420 39038118 39037070 39033138 39045247 39034217 39047977 39038013 39037437 39037506 39035258 39037264 39031620 39035843 39047861 39037754 39040787 39032846 39049719 39031263 39036785 39039368 
79 39018051 38882344 39027681 39044043 39046155 39035151 39033953 39046637 39054087 39032353 39040115 39038760 39036574 39029664 39042021 39041686 39040373 39039703 39041406 39036344 39034112 39023161 39042856 39042944 39046299 39036955 39044723 39030913 39037558 39038769 39039629 39035552 
80 39022556 38876084 39038085 39038268 39041511 39043267 39030008 39049227 39042322 39036776 39033068 39043743 39044497 39040615 39034316 39038842 39047133 39042022 39047997 39037881 39034671 39034438 39050314 39034066 39046150 39039970 39038801 39047364 39038318 39044822 39029262 39029656 
81 39026923 38889725 39034286 39044493 39042396 39033301 39045131 39032336 39047057 39047520 39045166 39033670 39035633 39043626 39034511 39033493 39050220 39030189 39045742 39036869 39047193 39050294 39029508 39043158 39038908 39042806 39041028 39036693 39037447 39043434 39049758 39036730 
82 39020095 38881176 39035914 39034796 39035593 39039746 39053165 39033092 39050225 39026585 39034838 39047868 39033871 39039572 39033956 39033839 39048753 39039112 39033863 39043941 39039380 39039456 39043667 39029894 39028888 39052148 39030897 39033043 39025708 39051566 39034620 39039257 
83 39005302 38889834 39047362 39045665 39046463 39034627 39041397 39032886 39038344 39046734 39046030 39038143 39052355 39032576 39037558 39025919 39034924 39038722 39043291 39046794 39049886 39040619 39044743 39033312 39044443 39048284 39045126 39043863 39039380 39040205 39036490 39035913 
84 39025825 38892237 39039604 39049223 39055751 39051150 39033227 39036137 39039521 39035631 39041827 39043856 39045030 39034063 39043006 39032974 39031226 39029603 39036634 39032494 39041289 39043404 39031714 39050238 39031626 39046644 39047828 39037734 39046051 39038623 39032269 39044057 
85 39035760 38899107 39041345 39052268 39048267 39036550 39043743 39037916 39033858 39024341 39039765 39039339 39041468 39035231 39053315 39040004 39045974 39040284 39036975 39039831 39044206 39031867 39033301 39045139 39041096 39043341 39047265 39046766 39042157 39041510 39059147 39030791 
86 39027449 38887035 39045832 39048632 39030812 39031081 39043197 39044988 39048018 39048201 39049242 39049916 39031716 39046616 39032618 39034845 39036340 39036304 39044392 39037231 39042482 39035184 39052284 39031748 39041440 39037811 39040958 39035490 39041844 39039714 39033142 39047409 
87 39030381 38888995 39041107 39037470 39029618 39037017 39044470 39035850 39035169 39048085 39048689 39034875 39035053 39039670 39043050 39036246 39052031 39029365 39054177 39037815 39051357 39048711 39038382 39030806 39037849 39043140 39039468 39042226 39036762 39031495 39046316 39033216 
88 39031239 38892857 39048325 39039948 39040192 39040553 39049700 39033426 39039457 39032104 39043091 39039021 39037684 39040229 39037404 39038820 39038164 39056780 39050946 39050185 39053439 39051984 39034210 39041289 39034215 39039784 39046062 39034942 39044066 39041971 39033200 39052124 
89 39031928 38906022 39039527 39034739 39031290 39035825 39035325 39039672 39035810 39046549 39034757 39044249 39034844 39030284 39044522 39027592 39037613 39030771 39031965 39038840 39041852 39037877 39036200 39030838 39048880 39035033 39052151 39048005 39056909 39041652 39051949 39028975 
90 39020770 38885072 39041292 39051467 39039516 39031948 39037428 39041484 39031857 39038525 39045649 39048077 39049721 39037696 39047113 39018850 39036262 39041480 39021078 39048517 39049422 39036472 39054177 39042671 39025679 39050165 39051533 39042314 39045282 39021552 39034270 39044082 
91 39034221 38884819 39036196 39049403 39047338 39041928 39037744 39048271 39028874 39030596 39044069 39036769 39043322 39052252 39029701 39034055 39039904 39048663 39055725 39049596 39039899 39051560 39053598 39044696 39048042 39038555 39036455 39042684 39043594 39047158 39053594 39035599 
92 39039049 38891081 39035245 39048981 39038142 39032983 39031999 39038747 39044189 39039151 39041675 39036193 39059865 39037284 39037792 39038882 39046832 39039817 39053642 39037411 39040781 39044785 39052202 39044884 39034430 39030225 39043375 39037830 39036579 39039551 39031144 39041967 
93 39029645 38889700 39042396 39039321 39059676 39040809 39045800 39027713 39044186 39036756 39043885 39046448 39045513 39046299 39044411 39038480 39029495 39035713 39045421 39047696 39043581 39038098 39041266 39051996 39044134 39028963 39047423 39044573 39045339 39043757 39040512 39037416 
94 39021739 38894088 39046298 39046295 39034668 39053775 39034790 39044793 39029241 39032136 39040983 39044708 39035579 39041570 39026183 39035145 39050257 39051324 39038138 39041805 39033831 39047626 39038713 39044497 39037476 39028222 39033897 39032613 39050358 39036115 39037027 39043959 
95 39032510 38895079 39043454 39046633 39043106 39046776 39043853 39037544 39040858 39042105 39038027 39044042 39036385 39043392 39045525 39032398 39030875 39044650 39037984 39035405 39043447 39045181 39036135 39038785 39035233 39044374 39056483 39040688 39039364 39034715 39057360 39041287 
96 39040593 38895818 39043940 39033735 39045590 39048574 39041619 39048316 39039307 39040118 39039846 39052335 39046045 39056510 39049443 39029841 39064520 39042044 39041967 39039961 39047883 39037332 39044296 39047039 39046453 39045695 39037194 39056178 39039708 39038565 39042377 39041686 
97 39025379 38909955 39036163 39051001 39035321 39049901 39044144 39043217 39031133 39050100 39034207 39037511 39050938 39041712 39047201 39036262 39039209 39044919 39036899 39047104 39031979 39045302 39045115 39041508 39051715 39047914 39034188 39043937 39039898 39046794 39046919 39039696 
98 39027769 38889984 39043420 39032319 39044642 39050611 39039747 39037883 39047199 39043685 39053583 39036663 39039412 39042773 39047310 39037025 39043110 39043622 39051413 39048006 39050121 39043249 39033795 39042407 39033869 39049744 39038998 39040708 39032493 39041260 39043098 39043597 
99 39066175 38892396 39042862 39045585 39033093 39056184 39038535 39052786 39047849 39038568 39037538 39039034 39049470 39044862 39046911 39038510 39040185 39043520 39039772 39033398 39045298 39039931 39039324 39047729 39041486 39041924 39051368 39055987 39047386 39042773 39055302 39038510 
100 39041525 38894059 39045925 39027270 39037337 39029174 39053174 39042687 39037703 39040186 39037557 39044898 39044002 39048865 39051409 39026040 39042821 39045677 39056935 39044786 39047471 39049484 39044824 39047307 39039519 39044868 39035020 39040433 39037608 39037742 39021283 39054782 
101 39041309 38889139 39039057 39035754 39030268 39046943 39043326 39044028 39058099 39041723 39050620 39040692 39048207 39050224 39037092 39034784 39047998 39052853 39049161 39040022 39036229 39042987 39041762 39043338 39039147 39051490 39038635 39050765 39042516 39035704 39041622 39037036 
102 39040490 38906010 39043144 39044907 39050312 39040267 39044797 39053600 39036570 39028546 39043551 39052533 39058888 39037998 39048218 39039400 39040010 39045725 39042502 39037016 39037343 39043081 39041846 39044433 39042203 39042786 39047109 39043457 39044890 39049109 39034879 39046515 
103 39038718 38907634 39056904 39043459 39052872 39033116 39052287 39043685 39046889 39047653 39043163 39046371 39037922 39048502 39043980 39045669 39047631 39044913 39035908 39038120 39047236 39053687 39045738 39052271 39047568 39049513 39041745 39036051 39047278 39035441 39050382 39029378 
104 39044326 38903915 39045758 39044410 39049824 39045000 39051079 39048533 39047674 39047036 39055324 39044048 39040538 39039393 39046710 39045205 39045619 39047631 39049412 39038130 39044378 39045532 39054732 39033637 39048162 39049573 39039809 39051190 39041702 39045894 39040169 39046188 
