n P1 P2 P3 P4 P5 P6 P7 P8 P9 P10 P11 P12 P13 P14 P15 P16 P17 P18 P19 P20 P21 P22 P23 P24 P25 P26 P27 P28 P29 P30 P31 P32 
103 39035776 38897203 39053778 39036555 39041699 39039724 39044409 39047886 39037339 39051046 39053930 39057150 39037298 39050036 39046850 39038609 39047080 39042965 39047503 39044355 39037776 39044581 39038366 39050836 39044341 39038752 39046628 39033622 39042648 39047332 39067865 39035315 
104 39046394 38888950 39048086 39045051 39059706 39041346 39049941 39031116 39048371 39039819 39053618 39043848 39061593 39054887 39051787 39031822 39045977 39045390 39044372 39045021 39052883 39045172 39036882 39041543 39051901 39044042 39053531 39056685 39039142 39048757 39044889 39051801 
105 39027641 38899821 39044486 39038875 39043365 39053007 39054454 39043658 39043136 39040269 39047744 39044268 39042874 39054910 39060385 39038527 39041236 39044034 39044322 39037675 39034283 39045766 39044433 39039802 39039117 39053435 39047745 39045836 39042254 39051120 39053879 39036444 
106 39039677 38899746 39043987 39040209 39044047 39039546 39038286 39047326 39042839 39046987 39037448 39048643 39046773 39040529 39037831 39046487 39039150 39045671 39055340 39040742 39045192 39043867 39048306 39057163 39049248 39050127 39047904 39043061 39041840 39051397 39041060 39052739 
107 39038864 38905745 39037803 39048038 39045157 39044034 39059475 39048297 39051949 39050933 39046623 39043705 39050676 39051572 39038330 39045480 39041268 39045449 39041368 39038494 39037701 39045248 39046828 39041540 39046748 39051457 39036528 39055590 39040965 39035749 39046906 39038320 
108 39047373 38895352 39051942 39043403 39051190 39039189 39040829 39055389 39049667 39044300 39054219 39035277 39050587 39030842 39052931 39034009 39049956 39042220 39050517 39050856 39047785 39051300 39044767 39043013 39043459 39049156 39039123 39053830 39040656 39043206 39032707 39026112 
109 39044284 38898940 39049766 39046011 39043121 39049492 39041636 39037548 39055002 39050542 39053243 39038417 39035988 39047642 39049448 39035062 39042611 39047392 39044631 39057279 39058086 39047640 39039813 39047450 39033308 39048309 39043959 39051250 39044642 39049846 39060325 39041610 
110 39048252 38906187 39051591 39054898 39050697 39047137 39042278 39051043 39055797 39042599 39043098 39042340 39040183 39044223 39052263 39030437 39048453 39049664 39043810 39058018 39054350 39048121 39058589 39042892 39039303 39041676 39048690 39054987 39050861 39034022 39042286 39042237 
111 39052517 38901603 39047968 39034342 39062328 39051430 39051082 39048302 39042257 39052579 39048322 39039897 39041444 39050755 39036266 39030176 39044916 39043502 39042493 39046426 39042851 39049321 39041408 39038999 39044772 39057635 39051871 39042736 39052165 39041791 39058656 39036408 
112 39055965 38897595 39048033 39051662 39052061 39042584 39032681 39049525 39043343 39041373 39053809 39024699 39047749 39052058 39041011 39034487 39038869 39043183 39045822 39052335 39050089 39047801 39039525 39040978 39047968 39044981 39042349 39041810 39044517 39038274 39054300 39047588 
113 39040812 38910325 39050035 39046673 39048075 39049066 39045486 39040705 39056419 39039407 39045176 39042190 39043270 39037485 39041363 39043602 39046368 39054595 39053113 39050674 39036167 39040202 39055893 39050013 39048173 39048032 39045171 39054189 39053045 39052831 39049337 39036492 
114 39063875 38891683 39044752 39049400 39044900 39043170 39052000 39043534 39045110 39045141 39048704 39048152 39045803 39058656 39042375 39047950 39053603 39050518 39047518 39038250 39057419 39058870 39038149 39054000 39053159 39040266 39039403 39051089 39055267 39048058 39035770 39051420 
115 39039036 38903967 39044849 39056834 39048687 39055210 39049675 39058886 39044094 39047129 39049696 39047456 39049212 39055670 39045755 39041887 39044240 39052722 39062272 39054472 39046334 39045676 39049628 39047465 39042774 39043182 39050121 39054077 39056576 39059740 39046516 39038392 
116 39054900 38883857 39044279 39037022 39049808 39061161 39050861 39043736 39048771 39051868 39044454 39055142 39054325 39039827 39064375 39054159 39043454 39041050 39044028 39035887 39046039 39056531 39044458 39050017 39054437 39044127 39060543 39050958 39044411 39044254 39045253 39044723 
117 39054001 38904986 39049038 39045682 39047138 39042850 39046700 39043276 39051263 39051915 39059811 39052292 39055099 39038993 39049117 39044842 39049897 39051123 39052366 39054907 39054486 39047804 39045708 39067148 39052722 39045000 39045953 39050703 39046827 39060166 39058470 39034530 
118 39065331 38902564 39048711 39043662 39051404 39050606 39056565 39048009 39061164 39051098 39060321 39043639 39046564 39051537 39050717 39041264 39053438 39042075 39042880 39042435 39042942 39048978 39062043 39048894 39059697 39049795 39050264 39041136 39053707 39051932 39042715 39046719 
119 39052500 38900314 39053340 39056182 39049327 39049971 39063601 39059545 39060806 39044264 39051919 39044449 39047213 39053677 39051078 39040793 39046868 39060817 39047091 39059210 39055516 39049921 39051731 39049280 39056487 39047080 39047115 39053195 39059125 39037981 39060914 39031856 
120 39058470 38902945 39048777 39051667 39049836 39049431 39044762 39045679 39051386 39057342 39044096 39059132 39050646 39060094 39052624 39046539 39047666 39054271 39052172 39050610 39052966 39041242 39050526 39055729 39041865 39044193 39044764 39055760 39047985 39052695 39026934 39047715 
121 39052562 38899167 39040289 39048596 39043044 39044388 39048634 39052714 39050391 39047123 39067345 39053924 39050784 39044527 39056938 39038556 39044787 39066369 39049985 39036989 39057656 39054405 39053677 39047661 39043277 39046872 39048679 39044743 39045617 39050013 39051824 39050354 
122 39055034 38910329 39054922 39043540 39053725 39049948 39056127 39052170 39041780 39059730 39050339 39055333 39057529 39054711 39044427 39045511 39051866 39052892 39043130 39051859 39055201 39042753 39047933 39049683 39044050 39055034 39055809 39059762 39042429 39048483 39036790 39040755 
123 39051153 38905346 39064538 39050835 39051616 39046457 39048806 39050334 39056932 39057632 39056397 39053375 39061253 39044256 39049313 39048121 39050106 39054057 39062863 39042923 39051889 39046115 39051688 39052039 39056878 39048433 39043213 39040438 39055387 39044739 39060856 39041739 
124 39058626 38900407 39064443 39053135 39057766 39051723 39045894 39043045 39054755 39053091 39055430 39054948 39066732 39039703 39066155 39037121 39051322 39046391 39044298 39045250 39047720 39042193 39046643 39053385 39056944 39053920 39050787 39061852 39052512 39047977 39056361 39046953 
125 39069014 38900080 39064091 39050337 39061391 39039587 39052806 39048354 39057134 39053992 39049202 39044683 39045581 39061907 39036899 39054488 39053317 39059196 39063304 39054762 39059547 39057639 39049493 39063847 39044501 39054816 39050839 39057153 39052824 39051634 39058168 39041840 
126 39072352 38904390 39061093 39046404 39046326 39046564 39052866 39044493 39048301 39055736 39039941 39052572 39049870 39054325 39049950 39047371 39059087 39051423 39055790 39046161 39049681 39047803 39054416 39046073 39052526 39045685 39067573 39049921 39060078 39062034 39035467 39057299 
127 39043587 38894528 39049065 39059846 39056442 39052036 39050619 39058779 39050594 39056654 39055547 39059739 39057378 39042209 39052271 39040771 39047493 39060950 39051809 39059207 39054763 39044861 39055751 39048832 39052865 39065133 39048466 39052671 39050994 39049520 39062843 39043272 
128 39034346 38921913 39070550 39058267 39053747 39053536 39054437 39042110 39056994 39060062 39061840 39050997 39069511 39060742 39060782 39045624 39052237 39059151 39058018 39054209 39057831 39059362 39059752 39048525 39042764 39055150 39073575 39054986 39055717 39060475 39054302 39048530 
129 38798156 38794882 39052691 39059025 39055483 39061146 39045107 39057012 39059803 39057091 39056074 39046404 39056173 39049011 39047337 39049653 39068109 39048862 39061337 39066259 39055233 39047261 39059609 39053270 39042329 39046097 39052875 39051292 39053257 39050026 39057603 39038509 
130 39118341 38892694 39063042 39052522 39057644 39059139 39053725 39049029 39048352 39045999 39049668 39047738 39060715 39069290 39047940 39053058 39054700 39058223 39052240 39055177 39043896 39054283 39062642 39059998 39056560 39057584 39048919 39049130 39057280 39051799 39047863 39050727 
131 39131811 38906568 39203727 39053190 39051302 39055547 39053977 39055269 39054468 39055477 39048966 39056905 39053601 39045137 39035915 39045499 39049404 39052831 39046669 39047366 39050743 39052019 39042694 39053748 39053278 39058013 39057638 39065680 39053381 39051386 39055977 39059016 
132 39125432 38914958 39057432 39052018 39067954 39063856 39039300 39050789 39062699 39057199 39053222 39043402 39053253 39058782 39056289 39035851 39051009 39046440 39050999 39053841 39043690 39055768 39047732 39055976 39054020 39059740 39061168 39060763 39053912 39039966 39053846 39059741 
133 39113127 38918449 39064375 39059471 39053387 39046987 39058937 39053637 39067275 39050674 39058039 39057364 39063969 39055124 39036872 39049257 39051407 39057148 39051647 39056210 39064872 39065735 39066943 39045628 39049515 39050662 39065399 39053130 39049437 39059359 39049989 39050078 
134 39114082 38920683 39061668 39060770 39056333 39052720 39048828 39054053 39060006 39066351 39045569 39046543 39058882 39052582 39048000 39058556 39042251 39057581 39060780 39046075 39044740 39061785 39057720 39066413 39046130 39048325 39057681 39055786 39054921 39049188 39045400 39051687 
135 39120987 38923361 39060161 39061854 39053450 39059764 39059123 39062434 39062521 39054353 39052535 39064383 39048623 39048073 39047474 39047178 39053534 39059613 39050406 39060603 39058859 39057973 39051753 39055015 39055230 39046981 39062757 39057530 39045706 39050511 39060250 39041470 
136 39126070 38905383 39054314 39061178 39055645 39044787 39050629 39054898 39053781 39052976 39055976 39056994 39058753 39046081 39053951 39046193 39046029 39053937 39056989 39048221 39044918 39056613 39055037 39055297 39052060 39043074 39058792 39050861 39055555 39055372 39057402 39059052 
137 39124628 38924803 39054108 39052115 39060383 39055863 39046689 39058845 39060646 39064881 39060681 39058841 39065157 39073356 39042420 39053872 39043322 39047213 39054259 39059870 39063494 39055136 39059548 39052328 39061445 39061806 39055386 39053633 39062540 39059759 39063830 39051949 
138 39122426 38912958 39058537 39051607 39066857 39057485 39059463 39053467 39055776 39053368 39059466 39053980 39048933 39050844 39048420 39051411 39065064 39057641 39056950 39064990 39061900 39055848 39062179 39055953 39054605 39059305 39060767 39047363 39058595 39054878 39049176 39037723 
139 39123162 38921453 39061197 39061996 39049186 39060154 39065518 39054397 39061475 39061148 39062919 39058267 39063831 39057020 39058430 39061530 39050196 39060101 39060861 39052043 39057213 39061409 39050229 39055543 39066484 39054178 39049679 39046162 39060736 39068999 39071255 39052844 
140 39115975 38914733 39059572 39049098 39060642 39064423 39050946 39064981 39053273 39065488 39065239 39058456 39061066 39050633 39060482 39054336 39058614 39056410 39053906 39060337 39049069 39055511 39044531 39059894 39059950 39062893 39053550 39053378 39048176 39058211 39048699 39062914 
141 39128568 38922199 39057906 39056985 39052210 39061755 39048859 39054727 39058392 39059468 39064168 39055000 39061730 39061481 39069332 39055950 39052110 39061068 39061915 39051691 39047411 39052765 39056430 39056007 39061409 39050140 39052092 39055001 39045510 39064163 39069866 39052869 
142 39121153 38926146 39068625 39053218 39057431 39061991 39068402 39053886 39052805 39042918 39055724 39058500 39060942 39049340 39057222 39055493 39064079 39063908 39057991 39055457 39054698 39051032 39061391 39055419 39058415 39057766 39065665 39048962 39059769 39061020 39054185 39053082 
143 39138269 38913545 39057579 39062282 39059189 39057453 39068944 39050336 39056973 39057550 39053501 39065010 39049985 39056834 39064893 39050558 39053876 39053285 39056275 39053362 39060530 39057146 39055250 39058305 39061246 39063736 39065641 39056385 39057745 39066453 39047032 39053046 
144 39133892 38928159 39062044 39073901 39057924 39070937 39056273 39057854 39062863 39061996 39056302 39052353 39064573 39059461 39066474 39043423 39059544 39058354 39066798 39056737 39050022 39048824 39057238 39058719 39055444 39068313 39053145 39045357 39058041 39060786 39051711 39049066 
145 39123619 38938445 39057375 39055866 39066368 39061853 39060627 39061229 39065546 39058223 39059796 39057588 39062988 39050267 39061995 39054188 39058739 39052007 39063444 39061704 39048825 39070154 39050368 39064910 39065867 39060739 39056589 39057228 39068818 39051845 39069432 39047491 
146 39129232 38920597 39051157 39057754 39050884 39074764 39066293 39055603 39048980 39053081 39050629 39064023 39052443 39049624 39049783 39053687 39069368 39064354 39058871 39064765 39059196 39065694 39063012 39071367 39056277 39053453 39064611 39050109 39069703 39055491 39048866 39053907 
147 39126869 38931478 39061570 39063086 39062912 39070113 39055465 39063183 39052487 39060907 39057076 39055844 39061972 39060655 39059105 39043617 39055590 39054705 39063036 39061361 39052249 39053572 39059139 39055133 39064279 39067705 39061827 39047062 39064117 39057999 39074468 39068345 
148 39118028 38909212 39056914 39072595 39047993 39069896 39058704 39052076 39061518 39055593 39066122 39062934 39059054 39059257 39067805 39066473 39062554 39055883 39057915 39070408 39063853 39053447 39057974 39067983 39062048 39054322 39066633 39056550 39051416 39049158 39061983 39063582 
149 39119220 38933186 39073056 39059763 39053311 39060275 39055176 39052802 39063986 39064161 39071961 39057112 39058304 39062960 39068004 39049542 39059278 39054916 39053661 39064018 39056511 39058378 39054205 39058118 39054390 39065908 39053928 39063971 39053928 39052711 39063865 39039592 
150 39121546 38921774 39058350 39071988 39068784 39057991 39063160 39072925 39056832 39061467 39058305 39067449 39068419 39066524 39060857 39053902 39055170 39059764 39058336 39066578 39074196 39056965 39063237 39057786 39057658 39059609 39059007 39059959 39056737 39066501 39046967 39054969 
151 39120085 38932057 39066733 39058449 39063854 39070889 39059299 39060174 39051420 39063468 39054133 39070582 39069372 39071539 39052175 39049026 39051502 39053420 39053846 39052060 39061164 39066694 39056196 39066516 39063057 39058791 39055565 39067515 39073376 39056902 39052761 39044178 
152 39127054 38925078 39074686 39062805 39057703 39071019 39070043 39068962 39075883 39073104 39059126 39057566 39066429 39070293 39053491 39054146 39071752 39058740 39057840 39056949 39073877 39057257 39068253 39058687 39068376 39069093 39063856 39060761 39065572 39069696 39055177 39050574 
153 39128048 38934830 39045790 39065503 39069825 39066567 39063047 39058321 39064507 39051086 39059135 39068990 39061819 39063539 39057359 39056543 39069448 39058242 39067113 39061663 39062105 39057774 39083930 39048981 39055824 39064214 39073944 39050434 39066418 39061121 39071569 39073093 
154 39128873 38926473 39083263 39068358 39060412 39063540 39077440 39066955 39073135 39061031 39059172 39054802 39049434 39062070 39058063 39048431 39068703 39055379 39061854 39061999 39071799 39062711 39063053 39058952 39064202 39065571 39059033 39076557 39072099 39052046 39052345 39057789 
155 39127708 38931482 39084462 39068772 39045590 39063638 39059479 39059742 39068590 39060594 39070351 39063543 39055771 39054519 39062288 39051974 39067777 39061229 39056493 39059885 39053180 39069224 39055975 39061151 39059941 39066171 39059033 39060479 39073784 39051733 39075331 39044457 
156 39134477 38946280 39075707 39064210 39068368 39064354 39064060 39067384 39060883 39059534 39061283 39052977 39055328 39062747 39060145 39055558 39069623 39073207 39064715 39053440 39075269 39056835 39059595 39059374 39064513 39062005 39059830 39064649 39064447 39072263 39057094 39065382 
157 39133105 38926486 39073855 39076401 39058073 39064352 39058821 39057958 39060396 39069397 39059952 39055610 39054096 39064756 39055432 39053623 39063010 39071984 39060354 39067209 39069465 39058622 39053528 39063025 39060501 39064510 39083047 39057424 39063872 39070384 39078680 39054920 
158 39121733 38928852 39066772 39065574 39060058 39060777 39053512 39069174 39077331 39069589 39069232 39060502 39057263 39066074 39056855 39056382 39058217 39062255 39060931 39071336 39070013 39059800 39059315 39071929 39052427 39062510 39066886 39066577 39070536 39059033 39055109 39068421 
159 39128067 38935881 39068041 39064212 39057978 39079379 39069427 39063880 39067863 39065655 39057607 39073252 39055790 39068790 39059064 39061671 39069898 39070213 39059006 39058705 39057789 39071660 39060566 39056959 39049235 39059252 39063284 39061243 39067463 39051321 39082874 39054572 
160 39121331 38936322 39064533 39067389 39060634 39067648 39069953 39064542 39062796 39077282 39070275 39064805 39062098 39066921 39064051 39057429 39066242 39063767 39071677 39058655 39066889 39074237 39066727 39066401 39074467 39060395 39068563 39060843 39058921 39067948 39051553 39063411 
161 39125422 38936101 39069118 39065359 39059800 39063340 39067045 39067225 39076165 39072182 39064388 39069763 39072292 39075075 39073110 39069850 39066152 39059900 39065161 39063713 39076471 39065861 39062562 39062759 39079505 39073047 39055433 39070264 39060822 39057737 39077729 39068436 
162 39141346 38938319 39072085 39069862 39070505 39077105 39064546 39058512 39063395 39066129 39070748 39058515 39069982 39072583 39071351 39059506 39062892 39070678 39055737 39058044 39068426 39068001 39064972 39074275 39052577 39067912 39055874 39072445 39060780 39056975 39057083 39053983 
163 39140577 38938429 39069527 39070005 39069577 39069858 39073335 39065026 39073193 39061131 39080838 39073085 39059554 39066158 39078403 39061814 39064603 39062881 39076715 39061846 39064739 39051530 39061476 39069359 39067437 39064141 39065780 39072078 39058117 39072857 39072713 39054747 
164 39125222 38939743 39065426 39058016 39075700 39082246 39070285 39071993 39059041 39073328 39074760 39065738 39076950 39062507 39072090 39053575 39068358 39063789 39075097 39067717 39069386 39064275 39074675 39059770 39072449 39061484 39067946 39065454 39076501 39065552 39048383 39050399 
165 39117970 38949746 39074208 39069002 39066131 39070641 39063713 39069448 39070592 39071464 39068852 39061082 39075591 39065731 39069602 39055405 39071476 39066917 39068295 39073580 39064694 39061952 39072372 39067283 39078314 39062915 39070754 39058136 39056441 39073062 39079105 39050694 
166 39129944 38936292 39057243 39069397 39074315 39075452 39070847 39078434 39066382 39065739 39066751 39055972 39071654 39064168 39053708 39068301 39062938 39066931 39064540 39051578 39062160 39077552 39070723 39071274 39073570 39062485 39067494 39045308 39063411 39064364 39059997 39070187 
167 39124886 38948466 39069783 39064149 39072052 39058157 39069183 39072536 39067578 39065384 39065028 39066308 39065611 39065349 39066326 39060851 39072425 39079925 39067538 39070853 39072905 39056866 39065937 39076029 39074300 39072981 39065946 39063447 39066283 39066250 39074152 39063304 
168 39128297 38949946 39070575 39071962 39073934 39067521 39062372 39063373 39075502 39070473 39064886 39068144 39067152 39076231 39075007 39069677 39070430 39070022 39061998 39073501 39065821 39076969 39061914 39074610 39074561 39063564 39068981 39063767 39070322 39053131 39066011 39057710 
169 39121807 38949317 39067515 39068667 39066204 39078075 39077337 39071466 39066350 39070719 39079965 39067102 39072068 39062888 39064625 39069137 39068763 39071878 39075007 39069591 39070483 39069918 39077784 39072517 39066767 39070040 39072007 39059921 39068748 39071183 39074551 39059059 
170 39114462 38949191 39062370 39071470 39063673 39065021 39077893 39065178 39065206 39074268 39061923 39072982 39070983 39081291 39082078 39064536 39071253 39066229 39063493 39069308 39075063 39076694 39065929 39075551 39069030 39076649 39062320 39065094 39071460 39063494 39049153 39073862 
171 39125442 38956311 39071083 39063083 39067625 39071441 39079242 39071950 39076757 39060607 39081511 39067039 39073248 39074530 39064871 39063009 39064903 39069716 39066398 39065303 39075096 39075081 39074610 39067135 39068272 39061447 39064267 39065218 39075573 39074119 39079011 39067174 
172 39132070 39097578 39073991 39077174 39064123 39066259 39071904 39071016 39065609 39063613 39075798 39060691 39069660 39073587 39074935 39075210 39067840 39068020 39077557 39076533 39075632 39074316 39071208 39062485 39064849 39074374 39069942 39069287 39068592 39074688 39070783 39067013 
173 39126348 38951810 39084814 39075188 39081365 39080766 39084731 39064961 39054667 39079064 39076153 39076748 39073268 39086131 39082232 39064100 39066873 39087870 39087113 39079988 39067781 39070846 39069835 39071049 39069141 39069429 39070033 39066977 39063829 39066602 39082753 39057784 
174 39131948 38946373 39066578 39073549 39072491 39066694 39061960 39072914 39063324 39074320 39080056 39085461 39068826 39056385 39074158 39056294 39078710 39063548 39067271 39073483 39078917 39066766 39074003 39069110 39064975 39071202 39068626 39071093 39064977 39074001 39065040 39063200 
175 39126761 38943083 39064594 39078165 39071185 39082793 39075597 39068727 39070898 39075958 39070332 39065232 39080992 39080306 39069533 39067981 39073985 39074065 39072042 39069926 39062246 39072808 39068174 39071509 39071494 39067746 39063068 39076915 39068661 39070179 39078151 39064449 
176 39144347 38937879 39080583 39070079 39067849 39076725 39071722 39078858 39076712 39080778 39072368 39069591 39071828 39070804 39075956 39057763 39076290 39067561 39077705 39075897 39074846 39068619 39070885 39071538 39070785 39071046 39079001 39078490 39070580 39068364 39058339 39070474 
177 39106297 38953087 39072598 39078086 39078744 39079716 39075925 39089099 39067573 39074943 39067985 39077039 39074852 39074448 39088929 39068569 39071770 39075672 39070219 39077820 39066190 39065984 39078376 39068252 39073306 39076668 39070714 39072621 39074135 39071912 39089988 39073694 
178 39127815 38937814 39072196 39066011 39086725 39079867 39080316 39072253 39077829 39073666 39074092 39081051 39068052 39080088 39067378 39061314 39067257 39066960 39068571 39063501 39071795 39068394 39069833 39074410 39076349 39073429 39075110 39066799 39074498 39078016 39064363 39061363 
179 39137308 38949574 39069517 39070432 39074089 39072986 39082860 39081306 39078522 39085585 39081992 39073789 39063251 39075782 39077186 39073963 39078064 39072209 39076744 39064564 39074740 39079962 39075010 39075577 39065782 39069338 39078243 39077453 39061002 39058199 39083426 39070985 
180 39126810 38965089 39078139 39079524 39072810 39076167 39077892 39079533 39086110 39075048 39072017 39073876 39073970 39066287 39073381 39066370 39074436 39081504 39074202 39072466 39075892 39075814 39067600 39075719 39076584 39079075 39067610 39080090 39072742 39073420 39081420 39068357 
181 39115317 38961066 39072973 39074475 39077413 39070860 39077729 39071932 39080304 39062319 39065177 39072546 39087672 39067892 39074124 39069253 39076112 39067806 39080422 39078066 39070295 39071406 39066113 39073297 39073232 39069816 39068082 39068147 39074489 39079154 39073628 39073878 
182 39135240 38948608 39071766 39082863 39070361 39074760 39085037 39079490 39071212 39075234 39080769 39071356 39076880 39080947 39082537 39077257 39077154 39062202 39072823 39070609 39088204 39078065 39074489 39080632 39073349 39075459 39071071 39076940 39066659 39066443 39058605 39057364 
183 39108603 38956903 39076638 39079519 39079047 39082755 39084238 39088757 39072610 39077241 39079416 39084974 39084777 39072741 39066335 39075661 39084235 39073191 39070369 39072364 39065147 39061836 39084378 39076274 39067831 39073553 39082782 39086328 39075288 39077042 39076707 39062842 
184 39125016 38957644 39080449 39083519 39058845 39073074 39081267 39075974 39075151 39076846 39089738 39080108 39079755 39068191 39085396 39068234 39079309 39080653 39074893 39079478 39067875 39072148 39081321 39069640 39068718 39079179 39062282 39082886 39070079 39070397 39068444 39067176 
185 39117070 38958353 39073085 39078023 39077694 39078275 39082686 39080993 39068731 39072675 39084451 39074808 39075898 39095010 39076747 39073283 39081663 39073642 39075716 39079347 39069457 39080617 39076848 39081035 39077118 39071000 39072436 39080360 39070250 39072586 39081652 39073061 
186 39113273 38942753 39070700 39076926 39086849 39079049 39079124 39073492 39080445 39077876 39084469 39074897 39077143 39075142 39080183 39073294 39085889 39068039 39084377 39086901 39077577 39077314 39081667 39073902 39082286 39071359 39084231 39083258 39077397 39076897 39063064 39072296 
187 39110674 38954161 39082932 39075915 39080740 39077863 39085303 39080060 39081056 39081246 39084461 39084625 39086973 39085494 39076552 39071106 39082527 39079063 39077226 39079243 39086152 39080145 39079797 39075575 39077792 39081174 39080297 39077460 39083805 39075270 39087058 39064389 
188 39123297 38953403 39074676 39070167 39088167 39082275 39074051 39072895 39075161 39069933 39085366 39082278 39087155 39078243 39089090 39070570 39075020 39085578 39077703 39071194 39080895 39075293 39077108 39070870 39073708 39074679 39085632 39078989 39073044 39073198 39072878 39074751 
189 39122583 38959103 39075510 39076959 39074115 39086830 39078043 39075748 39068902 39077595 39083490 39081421 39085414 39088765 39085599 39063312 39078331 39073943 39080064 39076738 39071808 39076436 39074797 39072220 39084321 39073901 39071157 39080671 39066037 39081996 39074916 39069089 
190 39113956 38972014 39079859 39077090 39081123 39079844 39081488 39078995 39093296 39082094 39080688 39082980 39078285 39080158 39081724 39067573 39068989 39082900 39087712 39077758 39080189 39090316 39075078 39072091 39082446 39076544 39089675 39072144 39076573 39081873 39068196 39081163 
191 39106174 38939741 39094795 39071411 39084772 39076995 39086354 39079219 39085949 39081830 39082575 39088241 39079175 39082510 39093077 39074206 39083323 39075455 39081937 39075433 39064286 39073147 39076802 39084265 39083306 39077497 39066075 39063845 39079695 39066883 39097297 39070215 
192 39132635 38956041 39088648 39085308 39074934 39087342 39086584 39079360 39080106 39092023 39090581 39078873 39083432 39078671 39079760 39074801 39084137 39075119 39075617 39089685 39084865 39079433 39072379 39077385 39081859 39079782 39074833 39087633 39079945 39085094 39077293 39066558 
193 39086277 38953380 39088216 39086993 39078739 39083591 39093767 39082586 39062360 39073802 39084455 39076848 39085985 39081718 39079762 39075396 39086950 39085909 39082947 39081605 39076051 39082813 39078767 39079243 39088543 39085776 39081823 39080896 39071094 39081624 39086728 39072042 
194 39107594 38956345 39076415 39090392 39087352 39089668 39083274 39087327 39076456 39092336 39074149 39086267 39078748 39091600 39077108 39082702 39092434 39085464 39079617 39081945 39090334 39082287 39089075 39076341 39075011 39079685 39072561 39085683 39071217 39082357 39080089 39084407 
195 39120239 38964424 39091247 39080097 39095046 39092844 39086474 39078325 39084100 39075278 39081312 39093660 39087575 39078219 39080695 39074571 39086718 39078957 39076517 39080696 39074275 39082078 39091343 39082462 39081352 39080106 39081665 39077855 39081889 39074903 39084782 39069668 
196 39113017 38955799 39094295 39091070 39083802 39098041 39090248 39080744 39073194 39080720 39085353 39079208 39083535 39085574 39073752 39076484 39082932 39088078 39087887 39067535 39087217 39075024 39077179 39085601 39080767 39077047 39083601 39085920 39087755 39070586 39068945 39071244 
197 39115620 38961891 39089470 39086395 39074767 39091394 39087546 39088367 39076978 39085823 39091522 39082043 39079868 39084775 39086007 39078951 39078289 39081627 39086481 39085442 39081100 39080859 39081735 39074736 39084312 39084235 39075693 39082632 39080053 39080959 39078825 39075588 
198 39101090 38960345 39087784 39093143 39084747 39089174 39078541 39087453 39087967 39089784 39086513 39086813 39091936 39083402 39079031 39082294 39075204 39082313 39080997 39079735 39087471 39081923 39086814 39079220 39081883 39083730 39082028 39075665 39080229 39083450 39076131 39083123 
199 39104055 38970518 39080327 39089901 39082233 39096237 39080956 39076633 39088534 39090058 39088770 39089506 39089555 39078016 39092929 39069799 39085050 39078032 39083352 39084415 39076615 39086755 39085886 39090796 39088657 39086505 39076004 39075776 39080165 39064978 39087703 39076354 
200 39095845 38949392 39089031 39086968 39074582 39082097 39083692 39091732 39088713 39089807 39089169 39090988 39090048 39082055 39084364 39073243 39083362 39091172 39084637 39081690 39081796 39077375 39079930 39080921 39076271 39091786 39082505 39073921 39082875 39076464 39083146 39076561 
201 39108717 38971025 39092341 39086824 39085772 39091645 39084407 39089438 39090238 39084743 39087018 39086808 39086866 39085467 39095713 39083497 39077142 39090476 39085551 39085567 39072220 39090732 39084314 39080121 39070155 39093835 39089875 39083514 39100763 39088123 39088925 39076167 
202 39102902 38957222 39085768 39088496 39089129 39075031 39101456 39084875 39080473 39079284 39097223 39096898 39087247 39085648 39085003 39081288 39086713 39083465 39080962 39105676 39082657 39083242 39084226 39077745 39088034 39082976 39089173 39087468 39087569 39085360 39074253 39085098 
203 39099770 38966728 39091722 39079305 39096086 39077791 39088110 39093204 39090783 39084923 39091770 39091366 39077474 39082762 39074058 39072902 39084591 39083774 39083462 39086226 39086635 39087372 39089570 39082682 39089718 39078852 39094675 39085951 39090001 39084495 39102823 39073828 
204 39107990 38956540 39083885 39079817 39093415 39084598 39095034 39077054 39083219 39093272 39094665 39100504 39084071 39082118 39088950 39087550 39091563 39069994 39091800 39081430 39087052 39085932 39087543 39084301 39091296 39087135 39088471 39079463 39084803 39088757 39070027 39074666 
205 39100307 38964194 39072514 39075669 39092766 39088950 39086520 39091265 39086398 39094603 39089202 39100108 39091522 39091185 39094289 39082836 39083322 39093831 39084146 39087040 39072341 39090019 39080626 39089467 39096085 39082795 39075904 39097516 39084246 39080007 39095427 39081189 
206 39095365 38965345 39087260 39093692 39078356 39091571 39086995 39092188 39086800 39095356 39092734 39087194 39091199 39089248 39088283 39079677 39102991 39083981 39100351 39083444 39083390 39095604 39083036 39085067 39079007 39090140 39091305 39093387 39080156 39083941 39080500 39086696 
207 39100167 38954832 39084218 39095137 39091990 39101097 39092529 39099366 39097668 39091875 39095233 39099419 39100294 39081775 39102810 39076132 39085214 39088214 39091031 39082049 39091776 39077034 39088971 39099756 39088982 39090788 39089992 39095636 39085701 39082673 39084997 39076664 
208 39098927 38973299 39097478 39096085 39088800 39085770 39090606 39092302 39099166 39089531 39093580 39086722 39093163 39084432 39091532 39094255 39075996 39086831 39088719 39090594 39090007 39090396 39092603 39096771 39092210 39081063 39087926 39092313 39083349 39094878 39077695 39091686 
