n P1 P2 P3 P4 P5 P6 P7 P8 P9 P10 P11 P12 P13 P14 P15 P16 P17 P18 P19 P20 P21 P22 P23 P24 P25 P26 P27 P28 P29 P30 P31 P32 
21 39048171 38819806 39027628 39037870 39033232 39013467 39026977 39032763 39026090 39029176 39030879 39027772 39035043 39031534 39020202 39004209 39031008 39029394 39026953 39036206 39260800 39036755 39046772 39051621 39044604 39054403 39048918 39055272 39050990 39044546 39049490 39043884 
22 39051191 38832575 39023634 39013381 39027880 39011592 39015084 39022653 39025696 39020732 39028279 39025872 39024604 39024291 39028808 39017074 39022329 39027022 39016555 39024152 39027244 39249288 39034586 39064273 39055376 39045540 39036574 39045885 39051697 39055040 39041021 39053076 
23 39043465 38826847 39027305 39029303 39015260 39017754 39024709 39023980 39018091 39028576 39022799 39024022 39014773 39029780 39035605 39028542 39028937 39024476 39014106 39018707 39021121 39026163 39242447 39046458 39044987 39047624 39051379 39045501 39039248 39049803 39056792 39046267 
24 39048966 38844585 39033383 39027920 39026550 39028557 39015348 39024110 39026524 39017698 39027815 39025256 39025687 39034347 39024700 39019260 39019573 39022714 39031873 39025902 39017055 39024489 39028352 39247176 39044035 39058100 39042305 39050254 39046114 39042237 39054541 39053057 
25 39050154 38844922 39014455 39034110 39023996 39021827 39007380 39012103 39030310 39021820 39028171 39024186 39022069 39017683 39034458 39015028 39015694 39033440 39027926 39025818 39025036 39026501 39033406 39038829 39239696 39044785 39047682 39045952 39036645 39051114 39062140 39056816 
26 39045075 38848154 39025505 39020253 39009254 39021798 39016952 39021184 39038453 39018233 39017663 39028963 39024910 39012988 39032710 39017439 39024279 39030936 39022968 39022877 39032564 39024681 39019157 39030012 39025128 39235052 39041879 39055469 39049270 39050210 39041081 39049433 
27 39038394 38850296 39037272 39024759 39031528 39036064 39018661 39030395 39021209 39018092 39020524 39011284 39018336 39022295 39025684 39039311 39027469 39022758 39015707 39027113 39030465 39037974 39042373 39021396 39033157 39032839 39238658 39044207 39053287 39048611 39057715 39041073 
28 39046948 38828149 39024831 39025434 39023967 39039381 39016837 39019391 39022558 39026344 39027690 39014747 39026710 39026962 39030442 39023243 39016177 39010459 39022367 39029793 39028832 39024050 39029670 39018727 39017902 39019079 39028946 39242303 39041093 39056712 39045919 39051746 
29 39042440 38855855 39041044 39035102 39026750 39023650 39017654 39013378 39032025 39024828 39022338 39032084 39033165 39035675 39029175 39023944 39025440 39027297 39022435 39023698 39023710 39029016 39032854 39027345 39027286 39015292 39023431 39015118 39229908 39045162 39038973 39048625 
30 39040527 38838102 39027634 39026172 39018087 39031425 39039552 39013141 39017509 39027045 39019656 39024864 39019894 39025276 39024862 39010195 39027352 39031323 39029675 39036896 39029474 39035910 39032538 39019558 39026852 39013492 39024262 39037412 39029397 39228552 39062332 39053207 
31 39052624 38838051 39036067 39027947 39026798 39019549 39035070 39022592 39040045 39031059 39026165 39019339 39024992 39027399 39032888 39010616 39042822 39025906 39035637 39020465 39028727 39035703 39039772 39030385 39032577 39021624 39022744 39025500 39023394 39036196 39247895 39035208 
32 39038538 38830848 39024276 39034148 39028950 39022096 39029535 39026347 39042261 39034358 39026295 39030709 39031937 39038262 39033192 39022420 39031299 39033105 39011814 39011984 39033298 39025444 39023964 39023125 39021181 39033585 39030279 39029382 39020280 39038035 39019535 39219105 
33 39034927 38850989 39037349 39025266 39025238 39014376 39022045 39027378 39029866 39029883 39018869 39029967 39035491 39023073 39022741 39027896 39029711 39032960 39032904 39025472 39028426 39026453 39035927 39025211 39021812 39028331 39015212 39033174 39040831 39031458 39027137 39026672 
34 39031321 38837787 39018573 39029261 39031351 39026765 39026887 39022606 39017067 39023242 39023410 39029495 39026357 39037861 39018258 39026257 39031323 39029447 39031011 39017038 39029864 39027280 39022026 39014350 39026101 39027154 39036125 39028996 39024996 39034719 39023228 39031840 
35 39031086 38844454 39025312 39017011 39028028 39039474 39020236 39034067 39022946 39026686 39025030 39043776 39031213 39026312 39036411 39031715 39013513 39022796 39022685 39023811 39034357 39032891 39038263 39037726 39031912 39028851 39038982 39029853 39036966 39031845 39023147 39022357 
36 39036310 38857847 39030584 39021580 39018949 39021067 39029077 39030562 39032761 39035699 39017877 39014427 39038397 39017464 39026968 39026560 39024432 39023836 39021673 39026386 39021140 39027305 39023269 39014044 39037099 39028128 39033932 39032801 39039576 39023379 39018572 39031639 
37 39026545 38844883 39039372 39027424 39021152 39025461 39023085 39024410 39026025 39028654 39023600 39023231 39029599 39018730 39033313 39017669 39023695 39029842 39026407 39028311 39030390 39015053 39031702 39027106 39024499 39025127 39022567 39036912 39030086 39022664 39030552 39017832 
38 39035014 38863590 39032190 39041578 39027175 39019277 39024647 39034109 39024124 39026652 39027671 39033323 39011930 39023416 39026683 39026422 39024830 39037559 39035012 39030112 39023549 39026673 39022636 39022370 39020989 39028792 39032289 39031716 39021783 39029015 39026983 39030371 
39 39014728 38855291 39043484 39034817 39037764 39017233 39026667 39027377 39010626 39030415 39035595 39033409 39028564 39024249 39033947 39031220 39027150 39025408 39033631 39024275 39036338 39029965 39038449 39033161 39025483 39026748 39037898 39027145 39034521 39043915 39028839 39026722 
40 39014344 38849067 39026536 39025659 39026820 39027574 39028689 39035215 39024943 39013540 39035378 39033178 39026014 39031600 39021387 39015349 39033708 39024808 39019103 39023000 39048831 39022779 39021777 39022695 39030924 39031109 39024682 39028827 39038152 39029787 39024508 39027648 
41 39023978 38852949 39028886 39021625 39042225 39033593 39034835 39028310 39020743 39037828 39024064 39018636 39026854 39032934 39034194 39028250 39040803 39026988 39028390 39041397 39030072 39027465 39033543 39029471 39034535 39023238 39028256 39029838 39037709 39040030 39028699 39015506 
42 39015482 38850768 39033868 39034455 39039437 39033122 39028956 39033788 39030534 39022413 39038442 39021479 39026330 39030162 39029089 39042483 39029971 39029764 39027439 39037826 39022454 39015765 39025423 39030890 39031565 39025828 39024214 39035527 39031500 39041791 39021093 39020360 
43 39015521 38854990 39039783 39029641 39019983 39018199 39032084 39032236 39033814 39027400 39037971 39023966 39029361 39018060 39029834 39022480 39026525 39032867 39031559 39033509 39028144 39029669 39031261 39020047 39038374 39027397 39027282 39029341 39033297 39022888 39038804 39020054 
44 39017016 38848696 39032479 39022511 39040318 39017405 39031900 39037270 39025452 39032077 39031883 39022302 39035554 39030391 39020456 39028322 39031817 39032664 39029608 39036566 39023930 39028921 39021851 39028552 39040644 39036098 39027339 39037316 39032674 39016322 39039707 39021500 
45 39023894 38863955 39022593 39027551 39025177 39024582 39028237 39028504 39038243 39037980 39033055 39030553 39038463 39027951 39034549 39024997 39019123 39030423 39026192 39017392 39039769 39035111 39022292 39025210 39035835 39031850 39035307 39033603 39033805 39023563 39041523 39018510 
46 39014621 38848786 39026790 39033164 39032438 39032112 39034373 39022570 39030723 39023308 39034336 39036788 39034233 39035467 39029407 39027065 39029771 39023484 39031417 39016512 39026121 39020011 39031190 39034147 39024336 39033741 39029167 39039077 39034432 39023283 39038051 39031762 
47 39014649 38850367 39035487 39038641 39028495 39033981 39032618 39030382 39036387 39026759 39030879 39038292 39028295 39037177 39041672 39025375 39025306 39031963 39038711 39034849 39027030 39030835 39042769 39038844 39030855 39022825 39021445 39033814 39016662 39035207 39049153 39018255 
48 39034364 38852186 39024151 39030582 39032641 39037630 39033850 39028642 39033905 39022606 39043801 39035940 39035007 39033955 39032720 39019506 39026461 39034343 39033874 39032123 39037800 39031289 39040688 39029134 39032922 39027562 39025896 39026763 39040844 39036281 39030172 39041598 
49 38994880 38862555 39028066 39032438 39025005 39038739 39037854 39027880 39027905 39028461 39027450 39030465 39031818 39029394 39031077 39018570 39030467 39039653 39030721 39030477 39033265 39029786 39048441 39033753 39035168 39035480 39023519 39033418 39045681 39031617 39040554 39025391 
50 39026215 38864589 39029280 39019333 39032419 39026319 39040395 39021035 39032048 39017006 39024442 39036956 39035358 39018611 39036315 39020500 39032620 39030570 39034915 39035756 39037719 39022145 39032204 39036732 39036011 39039824 39023652 39029239 39023354 39032317 39015371 39021141 
51 39009008 38865088 39035183 39029010 39039505 39027789 39038702 39039240 39040987 39038535 39041705 39019517 39038507 39031591 39034258 39022907 39020810 39038171 39033621 39036904 39032213 39031257 39021138 39033077 39027035 39024448 39044716 39029042 39028383 39035109 39040494 39029413 
52 39016208 38860396 39037268 39028555 39032002 39026398 39028105 39030449 39026822 39030369 39029391 39033633 39035802 39034733 39028135 39023986 39029291 39034483 39033696 39031485 39027162 39026793 39024105 39028217 39031576 39027077 39038039 39028136 39029855 39030267 39022900 39028978 
53 39011249 38860810 39021890 39038190 39046461 39038040 39025191 39034201 39035938 39034645 39044254 39033418 39040498 39026350 39035863 39033906 39033602 39018596 39032723 39024089 39025387 39044648 39020223 39031888 39036677 39031260 39027509 39034209 39023669 39019816 39038286 39025403 
54 39019204 38860423 39037612 39027721 39025509 39035181 39029401 39028989 39030061 39037736 39031916 39027490 39024205 39041529 39030549 39016256 39036624 39028627 39042544 39029364 39035810 39033267 39039299 39031296 39028626 39043946 39029785 39022867 39032204 39029163 39032081 39022365 
55 39010673 38874931 39037057 39026389 39028152 39026606 39034839 39034223 39035663 39030822 39024924 39029818 39029701 39040922 39025133 39031956 39025769 39033902 39025975 39039468 39032196 39029989 39038317 39040148 39021852 39042394 39027643 39038633 39033196 39033235 39034488 39025535 
56 39015540 38866306 39032865 39037941 39015985 39029714 39020199 39036577 39028409 39028886 39029239 39037162 39034886 39036640 39031241 39040216 39035094 39024557 39028723 39027501 39034217 39023625 39033123 39038666 39042006 39031603 39031696 39040215 39018836 39037725 39020375 39026326 
57 39013306 38866008 39033716 39031069 39027610 39031117 39037267 39027087 39027113 39036447 39036414 39033032 39026126 39039616 39044274 39029055 39030769 39045189 39027289 39038372 39032740 39033817 39032088 39033154 39035772 39043990 39030402 39029483 39028550 39039835 39039935 39023305 
58 39009360 38857575 39030877 39039089 39030930 39033038 39029176 39042887 39034171 39031233 39025083 39034014 39030577 39047934 39033928 39027143 39022470 39033325 39042606 39034874 39034134 39048405 39044228 39023729 39029474 39037939 39027174 39035623 39034129 39025964 39026965 39025655 
59 39023329 38866829 39026612 39030949 39039767 39030348 39030669 39030366 39046587 39041300 39023977 39036712 39039700 39021048 39038378 39039182 39045398 39034090 39032742 39030519 39032511 39028076 39041735 39026266 39033941 39035676 39033229 39036292 39031189 39033753 39048612 39031929 
60 39024486 38868174 39036126 39040826 39041613 39044664 39034615 39044917 39031687 39026311 39036449 39045585 39032514 39036990 39033538 39022119 39029000 39034903 39034382 39037354 39036874 39031687 39043232 39032513 39042091 39039565 39033360 39021447 39043319 39038418 39019134 39036971 
61 39018217 38863913 39044947 39035081 39036225 39032524 39026983 39032009 39041706 39039418 39040116 39041457 39029489 39037379 39022348 39018990 39039377 39030826 39042416 39033352 39028200 39039897 39033575 39042629 39041135 39028787 39036445 39031360 39040328 39019489 39038814 39029836 
62 39022637 38875335 39021651 39024013 39035875 39029605 39032270 39026876 39037548 39030848 39034752 39036049 39030776 39034599 39027981 39031204 39030657 39027711 39028310 39035021 39022249 39039276 39037546 39026471 39028982 39034663 39033418 39037498 39038937 39034621 39024378 39034995 
63 39025642 38875795 39033390 39034545 39035444 39040206 39021433 39042018 39030457 39027966 39025496 39041759 39023744 39035890 39028925 39032045 39043365 39037323 39031356 39042025 39041388 39037620 39031808 39043384 39042740 39033194 39033333 39029036 39035642 39039208 39043171 39025894 
64 39021043 38876586 39027546 39034108 39034521 39042763 39043295 39032322 39038532 39034725 39033725 39026318 39035400 39049645 39019003 39028528 39030209 39038365 39023987 39023653 39027859 39033769 39040858 39043530 39044100 39044332 39031078 39041074 39037664 39045451 39031037 39039268 
65 38994821 38877526 39038154 39030887 39036642 39032663 39040751 39026869 39034670 39033749 39034512 39042405 39036544 39031425 39032395 39041499 39038296 39035970 39040767 39042450 39035072 39025010 39035169 39024428 39037469 39035624 39038388 39045612 39036912 39041915 39038034 39027347 
66 39012702 38870338 39034849 39045366 39037825 39039676 39037624 39042611 39021043 39033922 39040996 39022605 39030315 39032884 39033100 39030640 39031808 39032535 39037188 39035108 39033733 39028127 39028878 39029013 39040308 39037289 39035411 39042021 39039993 39044705 39033180 39029427 
67 39021975 38870415 39029880 39029843 39030772 39025576 39036498 39035961 39040490 39048428 39025533 39032152 39030593 39036551 39034439 39025787 39042311 39027871 39026754 39035305 39025922 39031185 39028841 39036071 39032099 39040823 39036322 39022308 39036453 39028620 39035504 39033628 
68 39018145 38875867 39038850 39043601 39052116 39045065 39039110 39035663 39031709 39035612 39040212 39042380 39032554 39030019 39039807 39024922 39028931 39032106 39045102 39029874 39032584 39026748 39031771 39031509 39034281 39024315 39037801 39043411 39034474 39037552 39020204 39023704 
69 39013382 38882503 39030082 39039172 39023163 39027320 39037389 39029515 39038418 39035302 39040165 39023485 39023943 39031191 39047878 39021617 39039058 39031277 39041302 39023020 39033758 39040778 39032080 39023483 39024595 39030532 39034717 39031598 39037345 39040225 39047319 39018778 
70 39015065 38872367 39031278 39031947 39033278 39044880 39037119 39031898 39042500 39033546 39041981 39042843 39036015 39033973 39027155 39023630 39033241 39038565 39036445 39040705 39026488 39046348 39050821 39039029 39031820 39043615 39034912 39043960 39041786 39038249 39023836 39041195 
71 39018986 38886359 39045555 39027608 39033337 39033252 39045685 39032028 39029269 39035203 39034063 39033572 39034341 39042324 39023308 39041738 39037030 39036879 39029655 39035442 39036068 39035916 39037170 39034224 39041508 39044638 39039047 39039870 39024942 39032988 39029140 39021342 
72 39016832 38875074 39033744 39037009 39038200 39036158 39030556 39038824 39036065 39027950 39031643 39037643 39036617 39034334 39035840 39042248 39029550 39035206 39029350 39037733 39054901 39037128 39033026 39026172 39041698 39029310 39042356 39033011 39033561 39035562 39026607 39027949 
73 39008188 38877678 39023443 39034691 39038951 39033596 39031728 39049395 39041313 39043222 39043191 39035441 39030439 39030751 39037005 39044799 39031743 39043041 39036318 39038174 39039097 39028537 39043284 39038755 39042748 39036061 39038947 39040791 39033032 39044421 39044294 39020629 
74 39008909 38886077 39045780 39044127 39044393 39033720 39031046 39035154 39031442 39032934 39038894 39046715 39031026 39039929 39051345 39027847 39044441 39044992 39045050 39039869 39031414 39047316 39031503 39046347 39035782 39025392 39027219 39030258 39032744 39033951 39021633 39041048 
75 39020895 38883181 39036569 39042436 39037818 39031518 39034814 39041017 39043400 39044111 39042069 39040211 39044899 39040649 39040838 39029899 39037237 39031110 39044139 39039070 39034963 39030652 39038472 39032571 39028589 39038142 39046451 39044358 39050535 39047764 39041832 39027111 
76 39019214 38881318 39040958 39052480 39035978 39036120 39043801 39046283 39038195 39035323 39039014 39034047 39035008 39028936 39029016 39036340 39041383 39054118 39042436 39027059 39034624 39045652 39032358 39029267 39038530 39037839 39033758 39032102 39037936 39041973 39033201 39034399 
77 39008475 38881467 39040207 39036339 39040029 39029088 39041413 39028829 39039811 39037791 39025959 39034113 39043542 39035009 39034146 39026655 39031340 39035503 39032731 39038044 39030965 39041951 39035438 39037028 39038764 39035807 39037223 39040782 39035123 39037075 39040092 39039085 
78 39026482 38882247 39039236 39032277 39029476 39034441 39035530 39040135 39032817 39034165 39038319 39037450 39045659 39040684 39036812 39029212 39031617 39037219 39037556 39040345 39024561 39037034 39030777 39038383 39048975 39031678 39040853 39035833 39034438 39042711 39034485 39037042 
79 39014004 38876767 39036406 39047258 39043652 39044105 39036871 39033689 39045801 39029730 39037800 39033408 39033601 39045321 39039970 39035428 39042296 39024993 39034442 39044667 39035532 39035186 39047747 39040830 39037457 39047713 39039712 39047431 39046649 39039310 39050299 39035332 
80 39037978 38885631 39045328 39035278 39038187 39046599 39047522 39034061 39022251 39041801 39032802 39042885 39027760 39044278 39029379 39033083 39038831 39032124 39033102 39049791 39041109 39040661 39039016 39039234 39041570 39032877 39038633 39041261 39039402 39034558 39033682 39037244 
81 39023237 38889369 39040162 39045516 39021603 39043452 39038276 39036400 39035489 39045032 39034775 39045460 39038155 39046927 39025927 39030955 39042141 39033426 39035151 39035860 39043019 39040076 39050433 39040082 39042756 39039978 39041464 39043143 39035389 39035148 39036115 39021864 
82 39024741 38888013 39034787 39033989 39045651 39036003 39033463 39049365 39041072 39048845 39048416 39037907 39047744 39035988 39036810 39034107 39041393 39028152 39035063 39046578 39035295 39037605 39025878 39043351 39038852 39037823 39033754 39027896 39035519 39046467 39036865 39039392 
83 39027903 38885084 39036146 39024101 39033220 39040128 39028721 39031928 39032092 39038082 39045644 39035267 39046276 39054461 39041488 39036534 39033966 39043321 39037243 39043355 39044437 39046735 39038467 39039869 39048823 39040694 39051498 39038840 39018685 39042090 39051549 39021625 
84 39021339 38874728 39035922 39049652 39043196 39045142 39032770 39040589 39042329 39043473 39045227 39042824 39051062 39036884 39032053 39032679 39041293 39038755 39050937 39030112 39039598 39034891 39036412 39045779 39045556 39034886 39038286 39037484 39038338 39038458 39039316 39047012 
85 39017247 38886462 39048589 39039500 39047613 39039548 39032231 39030620 39042151 39039501 39037678 39033408 39040796 39025122 39046470 39031155 39038735 39039918 39037522 39024370 39043193 39028604 39051489 39035468 39038969 39044299 39041336 39037847 39041909 39040850 39040269 39046423 
86 39015406 38887587 39033102 39046187 39031240 39031845 39039864 39038677 39038017 39030769 39031280 39043121 39042364 39050142 39037872 39029302 39037669 39035528 39044786 39040522 39036460 39033904 39032984 39032426 39048622 39031671 39038937 39046099 39034825 39039556 39031937 39037691 
87 39028759 38892994 39028984 39041791 39044972 39038721 39038051 39038819 39045179 39042359 39041569 39034083 39037582 39033449 39038987 39039282 39040460 39033078 39034436 39029446 39038243 39046513 39042685 39049960 39027598 39057543 39035274 39052731 39041856 39034133 39049914 39025768 
88 39026028 38882821 39048956 39048098 39033750 39036749 39033520 39038179 39045236 39048385 39050410 39040959 39042919 39041056 39053276 39037496 39040552 39043843 39056347 39048026 39041975 39034707 39043009 39039781 39034984 39049964 39050170 39042748 39045930 39048018 39032280 39038529 
89 39027654 38896496 39031436 39040830 39044924 39039871 39041691 39042773 39036991 39032576 39045649 39034987 39037925 39031840 39036561 39028794 39039676 39033386 39037568 39045733 39049783 39029076 39028301 39051247 39040933 39044516 39034891 39039898 39045580 39033831 39046272 39033498 
90 39026227 38882011 39048398 39040085 39036496 39032764 39051267 39037989 39051103 39041948 39034219 39034884 39031939 39040137 39041852 39032517 39050680 39043067 39047395 39053453 39049496 39041805 39039601 39030617 39047638 39045385 39042199 39047075 39039701 39042878 39042938 39035051 
91 39024565 38885692 39045570 39043899 39039164 39044043 39040855 39035564 39045915 39046154 39038467 39034330 39039913 39033341 39041590 39032784 39056881 39050748 39042080 39042191 39030114 39037299 39037552 39041525 39034805 39055087 39033512 39050605 39050434 39048984 39050022 39034807 
92 39032891 38888842 39032165 39045169 39052576 39045268 39041871 39059569 39041123 39044665 39047392 39044563 39047918 39047491 39046154 39032689 39042232 39045208 39045443 39040136 39049359 39036660 39045805 39043028 39042202 39037715 39038489 39040378 39048087 39038546 39037687 39035460 
93 39028852 38899621 39042239 39048324 39039046 39034377 39043003 39032569 39031221 39049420 39027641 39048115 39053340 39039295 39038298 39041687 39042361 39049129 39052138 39043068 39044281 39042077 39045781 39040891 39040821 39045703 39042054 39045699 39039373 39036709 39061641 39018043 
94 39037397 38895923 39044113 39050410 39052784 39042839 39026546 39040441 39034292 39029851 39041219 39039952 39047794 39045498 39052826 39043259 39042004 39044289 39042824 39044522 39044819 39038504 39034934 39054829 39047904 39058275 39054050 39040726 39054858 39040220 39042199 39040150 
95 39032170 38894793 39041687 39033074 39055130 39027382 39048625 39040060 39043832 39050908 39042474 39047675 39040398 39037201 39042563 39048861 39048673 39043177 39037120 39052401 39033881 39034677 39038144 39043884 39050629 39033097 39048409 39042053 39051495 39044034 39050312 39037824 
96 39034068 38897382 39042693 39029066 39048904 39054816 39045509 39048574 39051083 39050734 39033951 39042398 39033987 39043011 39042603 39047582 39058148 39049677 39052008 39050930 39037956 39039525 39050028 39040563 39033683 39047006 39040098 39050151 39041352 39045095 39029652 39050114 
97 39023038 38904934 39049208 39052541 39038999 39051640 39041654 39042835 39051919 39046773 39043440 39037325 39040050 39053966 39041700 39028569 39041975 39049074 39048191 39041605 39043719 39048938 39054739 39042905 39054391 39046926 39042866 39044278 39035049 39045384 39067114 39037246 
98 39031350 38887700 39038653 39043277 39044533 39044611 39044644 39047685 39037996 39040843 39044937 39037746 39051685 39048696 39054369 39046445 39040630 39027902 39037469 39030876 39044379 39048037 39038993 39058692 39038319 39043084 39045545 39045734 39047422 39049559 39026705 39039042 
99 39037721 38892695 39040146 39049823 39039243 39049882 39049649 39037605 39035524 39050065 39053890 39043972 39044791 39042336 39051765 39035633 39033172 39045777 39029621 39042406 39036702 39057721 39037794 39044924 39039830 39046566 39048092 39041530 39053818 39040614 39046120 39029946 
100 39045567 38894175 39059716 39039972 39040331 39036149 39039634 39051259 39052932 39033458 39043766 39051640 39039168 39048344 39040293 39033628 39044029 39039783 39045315 39044331 39029394 39046329 39048509 39044770 39035770 39040458 39040009 39043243 39037997 39042392 39023575 39039450 
101 39052212 38895481 39041597 39047993 39045275 39043064 39037851 39051116 39047747 39044655 39037811 39041029 39044955 39056673 39046004 39033610 39060904 39042949 39047863 39043794 39038603 39037905 39044882 39050274 39045017 39057949 39044985 39064649 39037079 39046708 39051356 39037304 
102 39042467 38896674 39043788 39044753 39054391 39050783 39049967 39053774 39041771 39055633 39042043 39043483 39040205 39053319 39046157 39035950 39049881 39036567 39045685 39043386 39050535 39041484 39047763 39053437 39046716 39049783 39052586 39038264 39048986 39043731 39034333 39043059 
103 39036954 38899654 39046875 39033092 39041018 39042116 39049248 39047814 39047998 39051196 39057035 39047374 39046546 39042203 39041030 39043321 39045668 39050958 39044061 39042110 39041662 39043282 39039962 39042207 39038476 39044069 39045085 39044303 39053262 39048025 39061921 39043612 
104 39040041 38899987 39053148 39046306 39055484 39047028 39043052 39033013 39043287 39041154 39052566 39044342 39053632 39049430 39052568 39038181 39037120 39044916 39046305 39033601 39041520 39040079 39044171 39041927 39047610 39047794 39048046 39055040 39047603 39046275 39030292 39053111 
