n P1 P2 P3 P4 P5 P6 P7 P8 P9 P10 P11 P12 P13 P14 P15 P16 P17 P18 P19 P20 P21 P22 P23 P24 P25 P26 P27 P28 P29 P30 P31 P32 
67 39025411 38876667 39041644 39031756 39038554 39032729 39026015 39035315 39036121 39033542 39030518 39024972 39036719 39015803 39040294 39045937 39048361 39032505 39030164 39043896 39019816 39031825 39042212 39027196 39035566 39033342 39025863 39036472 39031694 39021821 39037439 39032547 
68 39024086 38875960 39032280 39033886 39046701 39038220 39039306 39035023 39031585 39029925 39034661 39038224 39032445 39028677 39040727 39022165 39042437 39038666 39029796 39035573 39039088 39034550 39030841 39043419 39028290 39038612 39043720 39036725 39034490 39035179 39022751 39028877 
69 39009387 38881248 39038587 39028098 39042671 39034144 39036565 39027494 39028172 39041414 39033547 39042582 39026620 39031169 39038485 39014671 39034392 39035972 39038217 39035233 39035389 39036674 39041603 39038774 39039154 39033663 39043060 39038832 39029660 39038083 39043568 39037926 
70 39015515 38882293 39035693 39030346 39034577 39037194 39042530 39034588 39041559 39039702 39036206 39044802 39036207 39021850 39045805 39025847 39032557 39043797 39040525 39035777 39032034 39033161 39031163 39037187 39034913 39044345 39038829 39037188 39039267 39033929 39033403 39041348 
71 39005346 38876577 39029086 39046835 39032964 39031072 39025455 39035573 39024753 39033329 39037087 39033690 39030759 39033808 39036157 39030900 39031676 39025873 39025081 39040329 39042362 39036441 39046988 39051706 39039665 39044728 39042077 39029588 39046051 39040593 39044195 39030118 
72 39025280 38881289 39031703 39038644 39037922 39041158 39045593 39052861 39025130 39032342 39039338 39038393 39028516 39038235 39035913 39031844 39036991 39042538 39035825 39030082 39034928 39045888 39046934 39042325 39042299 39030315 39039354 39031303 39042551 39045101 39024051 39042902 
73 39013387 38880355 39032275 39022196 39027488 39037766 39030753 39036267 39037121 39042084 39040800 39033225 39035860 39040366 39029835 39031777 39047621 39053242 39027046 39029080 39038430 39034633 39035162 39033484 39033438 39026734 39038008 39042381 39029724 39041123 39036169 39033763 
74 39015637 38879486 39053664 39029939 39036728 39032310 39025044 39024142 39038503 39036949 39041126 39039081 39031898 39035363 39051385 39032930 39044099 39042106 39058865 39037398 39041771 39038159 39029708 39037729 39049051 39035770 39041107 39048031 39034376 39032748 39025124 39037317 
75 39015995 38885597 39035887 39043926 39040268 39040869 39039299 39050542 39036242 39034290 39035374 39032135 39037623 39033917 39032164 39027097 39040915 39038525 39040574 39034731 39028362 39032139 39045198 39045173 39035111 39033994 39035337 39037001 39044084 39039446 39046662 39036156 
76 39029105 38879375 39040096 39030515 39051101 39040625 39033564 39029475 39047071 39036904 39035775 39053104 39043366 39050713 39044238 39029859 39032360 39040131 39040168 39036461 39030937 39039749 39038514 39038895 39041957 39042321 39033942 39029726 39039633 39031333 39019745 39030476 
77 39013999 38875377 39042500 39034519 39037316 39040840 39036179 39033464 39039396 39041222 39037867 39037251 39036254 39032984 39034548 39036621 39036280 39034685 39029921 39048022 39044652 39031099 39031970 39042232 39045006 39035201 39038937 39039837 39038860 39040981 39043508 39048598 
78 39017746 38887161 39031946 39042439 39039731 39034795 39044209 39052918 39035067 39039551 39036747 39036238 39037089 39039897 39049077 39036266 39020541 39034927 39032372 39041766 39041780 39043690 39038346 39036538 39027740 39032051 39038937 39036875 39028859 39036159 39044723 39038393 
79 39011297 38889403 39056273 39045178 39037256 39042725 39030545 39040001 39028571 39032850 39028938 39040286 39025462 39048181 39030793 39020055 39041643 39041199 39039520 39043826 39036652 39035603 39039457 39037009 39032278 39040002 39043741 39039198 39057148 39046803 39059357 39033684 
80 39030368 38873770 39036822 39051904 39020990 39038832 39035636 39040148 39043931 39041968 39030936 39035901 39033551 39038835 39029125 39043388 39045292 39050056 39042217 39040946 39042714 39032123 39035356 39029204 39036973 39039332 39038908 39037435 39036365 39045050 39035740 39043343 
81 39011314 38887838 39047011 39044422 39030025 39034384 39047540 39035814 39044944 39034938 39040642 39039377 39034907 39043401 39036080 39037341 39039180 39054028 39037927 39037270 39034020 39038652 39041033 39046201 39047204 39047690 39035150 39029750 39038074 39041814 39047389 39034180 
82 39012448 38893669 39046804 39047025 39039667 39034048 39037147 39033299 39041446 39044509 39026469 39046892 39036557 39040224 39030526 39051293 39042573 39036944 39035517 39042178 39048392 39037854 39022025 39038956 39029400 39033336 39039641 39037410 39038706 39043830 39030167 39046788 
83 39025867 38888366 39034192 39038365 39045127 39030762 39034370 39035061 39039077 39050658 39028982 39039498 39043243 39041170 39053357 39033895 39038012 39045348 39049709 39041573 39034168 39043373 39042042 39045680 39044157 39038334 39031978 39047676 39038513 39030022 39071736 39036809 
84 39017387 38876534 39041714 39062716 39055399 39044033 39033392 39043846 39044109 39041115 39037524 39026444 39045753 39035357 39041158 39035552 39029592 39043429 39035097 39035905 39050954 39039918 39044899 39035626 39051877 39040178 39041440 39047333 39043175 39041741 39034162 39034348 
85 39024868 38885873 39058728 39050687 39043191 39027787 39037676 39045984 39025586 39034766 39028220 39039090 39056901 39037192 39043461 39036511 39034355 39054178 39048179 39038597 39037517 39029003 39039199 39043106 39042930 39042585 39027114 39043589 39037694 39037214 39056498 39040920 
86 39020980 38889148 39034725 39043444 39042468 39034537 39032914 39045617 39047281 39033217 39033468 39038750 39035994 39051253 39041142 39041324 39033110 39042077 39040299 39039490 39039989 39037719 39039533 39040725 39040998 39041647 39046128 39039068 39034715 39036582 39033622 39039889 
87 39035203 38893135 39034407 39034848 39033261 39039006 39034248 39039640 39033660 39041627 39035975 39034703 39039036 39050552 39034975 39039194 39035423 39048250 39047123 39030691 39035525 39062345 39044417 39046166 39037859 39037661 39047088 39049600 39043857 39031881 39053087 39023922 
88 39015221 38879843 39035915 39052164 39027992 39040294 39041193 39036285 39047226 39044378 39040626 39039091 39032172 39046354 39044027 39036867 39044958 39041099 39044005 39037394 39045812 39042491 39039925 39041173 39023035 39041575 39050295 39029564 39052288 39039957 39036853 39029706 
89 39028867 38888543 39043981 39041214 39039338 39041034 39041712 39037558 39033660 39043127 39043300 39035295 39034989 39034127 39031364 39033527 39035525 39043703 39045888 39052591 39041211 39034064 39039952 39034503 39041178 39038183 39040461 39050749 39033649 39043626 39066398 39031511 
90 39020416 38881606 39051597 39033176 39049713 39034730 39044612 39035492 39035631 39039035 39030028 39044507 39054497 39035374 39048137 39032843 39044438 39035966 39045303 39046740 39041085 39047378 39053383 39037086 39037322 39022995 39041920 39043442 39043892 39045334 39033399 39043208 
91 39032828 38885875 39045965 39040870 39049875 39041986 39044458 39028354 39041119 39041072 39030156 39045283 39050122 39035244 39048595 39048388 39032425 39051272 39057061 39048436 39034274 39041513 39026350 39045353 39038581 39039423 39046166 39043272 39044096 39035900 39052591 39036209 
92 39038074 38895203 39037809 39036664 39047576 39043339 39039242 39040278 39052778 39038972 39041520 39046249 39039051 39049287 39043386 39033805 39044585 39037111 39046783 39053997 39037317 39043460 39043289 39045190 39037331 39037559 39041458 39034319 39047178 39047771 39037553 39037844 
93 39037066 38883870 39050467 39047283 39052451 39046114 39029433 39045322 39043209 39045364 39041867 39047804 39037758 39031817 39048023 39046506 39039533 39049920 39048316 39042213 39036604 39050610 39036970 39049612 39037863 39042958 39035016 39038718 39044060 39037373 39048153 39039904 
94 39034690 38891887 39042847 39040861 39046343 39044266 39034851 39041564 39037754 39043698 39047435 39030242 39038164 39046345 39052362 39037758 39036344 39041096 39040072 39029769 39054842 39041630 39053677 39050419 39051272 39033797 39041325 39043636 39051201 39027620 39029451 39037969 
95 39026454 38892019 39035444 39056373 39041180 39044436 39051835 39036194 39049112 39040148 39035432 39044631 39047306 39052417 39045294 39038946 39043529 39044222 39046900 39059168 39040073 39035435 39043588 39052727 39043147 39040994 39033558 39048763 39043278 39042427 39053409 39038254 
96 39035143 38902065 39048348 39043828 39048427 39038024 39038185 39039342 39040033 39047275 39054163 39036758 39038976 39043076 39052661 39035167 39044546 39044261 39046384 39048267 39040998 39044603 39040409 39043826 39045827 39039960 39049740 39050981 39043543 39042350 39042619 39046218 
97 39031023 38914885 39044081 39051229 39035631 39047923 39042810 39045117 39031634 39047406 39042061 39030860 39042980 39052339 39037658 39029864 39046271 39026890 39041589 39036511 39040014 39042694 39036983 39047158 39052441 39035011 39050402 39044725 39039957 39049229 39050470 39030406 
98 39041998 38881888 39028613 39055227 39042031 39053195 39036018 39047191 39048105 39045117 39035111 39040386 39046484 39040351 39044857 39030461 39046648 39043385 39042965 39048202 39039698 39051848 39042264 39039088 39046720 39041616 39043445 39047304 39043327 39033068 39037441 39039333 
99 39047950 38896335 39045680 39045240 39045405 39039763 39029590 39047532 39045393 39046336 39046121 39049307 39045573 39054668 39028742 39052760 39044859 39040870 39048821 39046340 39051167 39041003 39045345 39043746 39048131 39045455 39040841 39048298 39051798 39031520 39053425 39040930 
100 39049857 38905187 39050921 39041046 39051910 39041873 39049995 39037737 39044262 39050101 39036511 39037966 39034060 39042106 39051181 39030374 39038802 39052731 39044078 39048388 39041772 39044447 39041719 39052262 39054281 39048132 39040450 39039658 39046147 39040469 39033759 39051910 
101 39051094 38896818 39045318 39040063 39049653 39046114 39048957 39051101 39040747 39041936 39046607 39059355 39036883 39056631 39044890 39033886 39039927 39045066 39050185 39044766 39044263 39037447 39049591 39046153 39042517 39041523 39048234 39045346 39048868 39039961 39045260 39034095 
102 39044880 38903707 39046025 39050046 39055814 39043764 39038941 39053071 39049764 39048160 39034270 39034209 39041560 39050890 39043722 39037332 39048579 39048288 39050250 39051018 39044338 39034601 39040735 39045447 39040133 39034989 39044951 39044175 39047828 39032582 39038371 39038406 
103 39038081 38898586 39046604 39035919 39044009 39046666 39055398 39046690 39044434 39046521 39053457 39058836 39046019 39047541 39037616 39034794 39047349 39045144 39049911 39040864 39045028 39042219 39036261 39038592 39037216 39043441 39043233 39035461 39056462 39043121 39054856 39039326 
104 39053119 38898268 39051152 39041126 39053039 39038272 39055081 39040045 39046039 39038534 39047237 39056162 39051606 39055505 39046792 39044486 39048199 39048625 39050486 39053118 39048087 39039516 39039063 39041423 39047971 39038827 39044978 39046999 39042380 39042571 39033453 39041797 
