n P1 P2 P3 P4 P5 P6 P7 P8 P9 P10 P11 P12 P13 P14 P15 P16 P17 P18 P19 P20 P21 P22 P23 P24 P25 P26 P27 P28 P29 P30 P31 P32 
18 39058466 38823440 39017103 39017294 39027352 39027653 39026743 39014147 39028411 39011810 39020293 39025199 39022308 39025938 39016524 39010267 39025294 39264538 39039490 39042387 39057323 39051511 39052703 39058149 39048545 39063224 39041294 39046573 39046010 39043154 39049978 39038392 
19 39056134 38828894 39033288 39017635 39029495 39021929 39022029 39024568 39030151 39017415 39020504 39032188 39019499 39024530 39030577 39014190 39025022 39026793 39271643 39027917 39052459 39049130 39055361 39041711 39038679 39051774 39052779 39053960 39046380 39041195 39042683 39053886 
20 39051359 38825747 39016517 39029907 39035219 39023522 39022288 39027858 39027251 39027768 39024959 39016223 39030561 39034566 39021031 39026336 39021759 39022419 39027099 39266559 39038882 39047112 39053091 39045755 39046063 39048086 39051791 39038515 39055837 39040631 39046533 39044673 
21 39049298 38825713 39023436 39022583 39024556 39018278 39020717 39025109 39026034 39033652 39023751 39016000 39019819 39027372 39014859 39018348 39018787 39028527 39021245 39024665 39258617 39036540 39047851 39042913 39047498 39053046 39050148 39048886 39056855 39057318 39049922 39044847 
22 39048239 38828103 39030866 39025314 39014820 39024187 39028485 39023834 39031598 39028684 39016301 39029247 39019703 39026869 39029458 39017199 39019985 39023575 39019343 39018000 39032162 39263943 39043516 39059584 39041237 39048199 39051745 39041101 39053048 39044480 39041788 39043022 
23 39045599 38836671 39023938 39030887 39032308 39018234 39017794 39028967 39023102 39016733 39024572 39020950 39022391 39005619 39022514 39003729 39022791 39029493 39026899 39030305 39021927 39025641 39258090 39038536 39059046 39041999 39049688 39042061 39050905 39044481 39055083 39049312 
24 39046519 38833484 39039598 39022951 39023686 39026866 39021028 39014786 39029502 39026297 39024600 39022057 39019361 39020429 39029356 39017559 39021862 39027698 39030042 39017637 39024729 39027248 39030183 39245966 39046352 39051999 39044222 39038536 39058555 39049380 39037191 39049646 
25 39049257 38839509 39032838 39030224 39025858 39023123 39020924 39026568 39034297 39024282 39021581 39011856 39006868 39029221 39021012 39026583 39019570 39021710 39011224 39015601 39023928 39022404 39023059 39022773 39249897 39036193 39045857 39051083 39040694 39060888 39045359 39044736 
26 39037728 38839988 39028762 39026619 39022343 39023088 39024923 39035374 39025193 39031914 39023823 39019384 39021545 39030937 39024547 39021325 39028092 39022612 39028575 39027400 39032461 39030863 39031684 39027642 39021565 39235115 39055693 39047069 39047398 39046778 39044573 39060651 
27 39036833 38829066 39032995 39025695 39032083 39029414 39022889 39034790 39019312 39030553 39034219 39019848 39026819 39040349 39036476 39019668 39029936 39028773 39018931 39028706 39027906 39022632 39026121 39022892 39020979 39037093 39240039 39047204 39046190 39059141 39050534 39053385 
28 39025253 38820709 39025861 39027426 39022391 39019755 39027142 39023724 39023188 39020612 39020218 39030548 39020567 39030857 39016835 39017083 39034598 39025039 39022674 39025501 39023720 39016911 39022751 39036294 39022136 39031604 39031713 39225039 39036016 39050702 39052639 39048605 
29 39035583 38846046 39043013 39023294 39037347 39027031 39020015 39027929 39032325 39030008 39029441 39020768 39028409 39029494 39032957 39028620 39011378 39028915 39026992 39040391 39031627 39009748 39014224 39027312 39028226 39021563 39033305 39024909 39245625 39046951 39050897 39059733 
30 39040963 38850371 39024205 39020109 39028541 39030572 39028386 39033796 39028427 39037600 39026677 39021237 39027257 39024228 39019720 39014577 39026739 39016944 39022981 39027473 39014838 39035637 39028263 39029496 39024062 39032692 39021646 39027986 39023262 39229485 39040514 39053832 
31 39043139 38815996 39030784 39014015 39040334 39027438 39034264 39019763 39029396 39028176 39028451 39033165 39029014 39023981 39029770 39013045 39032800 39020256 39030805 39030799 39034583 39028141 39033436 39016697 39015799 39021266 39035277 39034224 39024555 39019603 39238965 39032462 
32 39038769 38847897 39027619 39015254 39028265 39023046 39024189 39020916 39027521 39013260 39023485 39026020 39029571 39021798 39034193 39012457 39032563 39018071 39027972 39039235 39028209 39034220 39017071 39026382 39023083 39032540 39026865 39026188 39020002 39028795 39031203 39211909 
33 39023880 38835029 39020646 39033827 39021001 39036679 39029954 39026286 39028007 39020433 39021835 39029316 39031012 39026828 39025363 39017358 39031089 39026086 39033133 39040634 39028375 39032696 39012736 39027707 39033406 39029084 39037706 39026764 39039611 39022952 39036067 39018072 
34 39030753 38840992 39032237 39027490 39032838 39025337 39025461 39029557 39038546 39013832 39034289 39023038 39027205 39032632 39025263 39023052 39031262 39033936 39020522 39029908 39031091 39033303 39031521 39036367 39018745 39027648 39021255 39026778 39028328 39026047 39023558 39028776 
35 39041825 38853374 39039784 39028376 39023053 39027178 39026997 39037710 39015039 39028854 39026457 39031808 39031543 39016537 39022946 39018785 39036159 39024612 39006023 39040523 39025923 39030506 39028463 39033435 39032982 39022663 39031397 39039018 39018554 39026207 39040188 39015477 
36 39029638 38851295 39019474 39024518 39031332 39028354 39027349 39022797 39022561 39034046 39035597 39034725 39040233 39031571 39040703 39019594 39033007 39028516 39029211 39028279 39035998 39026377 39022154 39027721 39027859 39029266 39022663 39028143 39029211 39020364 39025550 39027369 
37 39017111 38852012 39028295 39027363 39014275 39024947 39034165 39025236 39036429 39035385 39034270 39032138 39019106 39024163 39041816 39036362 39030273 39024208 39025685 39025114 39031581 39033548 39023727 39032659 39022305 39025769 39027181 39041212 39022750 39024886 39033623 39027164 
38 39021848 38856089 39039072 39020452 39024827 39029699 39024353 39040870 39021437 39020214 39028525 39024926 39022176 39035786 39027027 39009835 39031247 39020373 39022231 39029351 39032455 39038143 39035969 39032999 39035850 39039023 39030602 39023311 39030046 39029928 39031214 39019910 
39 39019312 38853653 39035039 39039225 39034531 39037076 39024452 39036242 39033448 39027578 39029535 39031244 39021633 39032145 39023724 39024016 39026020 39030709 39025131 39021690 39024877 39030690 39028667 39024534 39027573 39023430 39031273 39025918 39032049 39027862 39029264 39022973 
40 39028331 38840544 39029489 39031085 39034513 39024510 39030989 39024759 39036127 39027287 39033024 39025381 39030170 39038891 39026642 39018035 39025934 39034600 39018447 39029641 39022414 39017920 39030678 39027613 39020776 39030779 39028293 39032030 39037230 39027264 39008377 39021686 
41 39028334 38852365 39027459 39031598 39028254 39024246 39038400 39027743 39028821 39032696 39032219 39041718 39031303 39024145 39045356 39030947 39036908 39027242 39024535 39032530 39026329 39024565 39026566 39020328 39027731 39037479 39039003 39038601 39020856 39029606 39037185 39022516 
42 39035611 38842396 39023495 39021287 39026291 39032666 39030835 39032487 39024687 39046362 39034014 39013343 39024826 39026347 39030675 39036856 39029796 39025956 39030139 39041976 39026338 39028581 39034940 39036162 39032118 39027270 39027249 39031610 39037194 39033934 39028150 39021754 
43 39012182 38856355 39036473 39029168 39032953 39033170 39028499 39020074 39029830 39037365 39027720 39026721 39021916 39030022 39011464 39027060 39017727 39038658 39026075 39032032 39043922 39035550 39030228 39034803 39031166 39033299 39035307 39042322 39024941 39026658 39024955 39018015 
44 39016164 38854552 39026741 39034813 39028729 39022091 39028687 39031407 39022198 39027272 39027361 39023568 39032927 39027665 39035567 39030073 39020444 39022294 39027349 39037136 39026671 39035130 39030166 39026266 39034648 39034106 39028897 39022804 39025741 39026366 39026268 39022955 
45 39019722 38851467 39030876 39029784 39023464 39026744 39039039 39026283 39031591 39024621 39037128 39039273 39033224 39032551 39020154 39033069 39034804 39027914 39025130 39030356 39024693 39027446 39030521 39033671 39031220 39032399 39041907 39018800 39032701 39037339 39040353 39033968 
46 39011554 38853955 39028400 39038264 39021106 39022320 39036699 39037849 39029262 39021074 39029427 39023948 39038233 39039357 39024297 39026600 39030127 39030073 39036779 39031458 39023659 39029529 39033075 39026539 39030571 39036019 39035277 39012516 39022252 39046363 39009726 39030467 
47 39015299 38860326 39037161 39032286 39028326 39026255 39029255 39027652 39038098 39031911 39041087 39025939 39032280 39030112 39029309 39024490 39034608 39036123 39033058 39038958 39026110 39041113 39041645 39035193 39034404 39025725 39021303 39019747 39035821 39018955 39042230 39028991 
48 39033543 38864532 39022673 39024492 39031187 39027463 39021579 39041291 39026555 39030752 39026825 39030535 39035449 39031757 39041853 39026593 39030988 39036933 39031664 39032223 39034078 39031147 39026046 39035822 39036245 39034209 39049548 39036909 39035713 39038101 39019155 39025130 
49 38994664 38869498 39040900 39035301 39031659 39023658 39032137 39027143 39041431 39031740 39027018 39039049 39029089 39031979 39020322 39032077 39035048 39039635 39031332 39044527 39026477 39035085 39026447 39031266 39042756 39034478 39032141 39042037 39036960 39025265 39035625 39022021 
50 39026023 38860398 39033276 39031465 39021119 39037266 39040946 39032730 39021441 39029157 39022996 39028607 39021246 39031253 39033983 39026927 39032820 39019067 39028848 39024360 39031015 39034206 39029740 39027814 39021758 39029455 39022117 39022698 39036899 39030112 39030219 39025454 
51 39011307 38862441 39035117 39022566 39031724 39036193 39029857 39029188 39036969 39036274 39034826 39033477 39031163 39028511 39033213 39042126 39029674 39022970 39037727 39038803 39042190 39035425 39030933 39037876 39036787 39031680 39048306 39021636 39024318 39036096 39036461 39030623 
52 39006731 38860603 39018961 39025582 39028067 39030849 39029618 39025205 39036939 39032553 39026543 39034308 39029242 39028800 39034464 39014252 39034850 39025558 39022434 39031402 39038883 39038458 39024588 39037463 39032145 39028439 39024932 39010330 39032385 39033840 39032664 39025927 
53 39015519 38866026 39031785 39030907 39039499 39042115 39031420 39044311 39029154 39029352 39034039 39028661 39035176 39029531 39031640 39019163 39023576 39012770 39022078 39035304 39036695 39033613 39027190 39029002 39025575 39027714 39027982 39033164 39026868 39029211 39046446 39018061 
54 39002154 38868280 39035836 39032035 39030203 39033569 39036305 39030165 39026765 39048914 39038478 39036799 39035995 39031342 39043030 39023771 39039245 39030137 39022622 39031774 39032205 39034312 39029497 39033615 39032260 39040131 39017189 39034769 39043481 39034635 39034482 39030465 
55 39005128 38866596 39030780 39028514 39028658 39027780 39038941 39039987 39034593 39035868 39039088 39030420 39032505 39031941 39028863 39029470 39035087 39019364 39028263 39035459 39028578 39039266 39030308 39023010 39047633 39037480 39033939 39029796 39034639 39046372 39037321 39030035 
56 39014773 38869964 39044917 39030232 39034520 39030881 39025158 39036545 39034703 39039742 39027748 39020095 39037299 39033329 39032221 39027102 39032366 39017539 39032225 39024171 39033941 39041170 39036589 39029399 39036907 39037821 39035185 39026336 39049047 39019377 39032882 39022817 
57 39023285 38875070 39032206 39041607 39034955 39028808 39038788 39033989 39022566 39035253 39040334 39047833 39028536 39035115 39026282 39011460 39022096 39040295 39038910 39022852 39025536 39035183 39034317 39031450 39032533 39025236 39024076 39040152 39019940 39029255 39040903 39018453 
58 39017954 38871472 39039244 39029273 39028075 39010877 39033881 39023066 39030634 39025190 39036921 39031662 39023971 39031768 39043268 39033957 39035026 39031745 39030999 39041096 39040261 39028526 39034301 39028973 39025349 39030205 39035053 39028428 39038052 39041791 39021948 39036782 
59 39023756 38861824 39032305 39033038 39026193 39040547 39039024 39027690 39032423 39032249 39039914 39030549 39035744 39032857 39037541 39025797 39038985 39026906 39023892 39035064 39024950 39034035 39028817 39038743 39020763 39038276 39030585 39048240 39039417 39043423 39044844 39033567 
60 39021894 38882595 39031231 39029211 39030990 39027840 39020500 39026184 39032953 39032557 39032863 39030955 39035134 39032934 39033581 39033362 39026698 39031282 39035238 39037410 39030161 39020985 39046914 39024186 39030485 39028232 39033409 39036292 39027738 39035835 39022400 39022136 
61 39016596 38871039 39023262 39034613 39031682 39038337 39031719 39038846 39032703 39013692 39024108 39032808 39026000 39035729 39035233 39030045 39038868 39029148 39038935 39041897 39027675 39025617 39032418 39034919 39029672 39029352 39025972 39026611 39036129 39035095 39054623 39034937 
62 39014203 38859917 39042837 39039771 39036699 39026618 39032831 39035103 39031861 39015654 39039760 39033579 39034919 39028910 39042398 39022038 39035391 39032627 39022891 39034201 39031679 39033908 39030956 39035743 39030421 39040660 39041127 39034847 39043200 39035305 39020510 39029216 
63 39013859 38865787 39038490 39030212 39035645 39028670 39041944 39032964 39034692 39037427 39037778 39039977 39032951 39037506 39035461 39041664 39039256 39031530 39037322 39035206 39027369 39042293 39033498 39031870 39042990 39051879 39046885 39026074 39041599 39030403 39040002 39022099 
64 39034646 38868664 39039882 39030070 39042359 39041666 39031703 39036884 39031573 39031094 39027512 39021341 39029866 39033773 39044594 39032424 39028743 39045702 39044326 39037535 39023008 39037843 39034052 39040330 39026291 39041991 39040830 39025696 39037625 39039682 39024735 39040472 
65 39015795 38877556 39034380 39024875 39029178 39032908 39032976 39026068 39038602 39029788 39031981 39040257 39048452 39032379 39029859 39031182 39030757 39029257 39032901 39038644 39034628 39038397 39043716 39030881 39033113 39042793 39041255 39027318 39033158 39035636 39046829 39018652 
66 39020984 38868194 39031267 39031812 39030229 39040331 39033921 39023849 39029517 39034697 39040875 39032135 39034863 39037474 39028062 39027285 39039411 39040330 39039417 39036609 39034343 39027416 39040862 39028518 39037642 39037803 39034389 39029920 39026816 39041034 39037849 39039228 
67 39035225 38881459 39041456 39036069 39032650 39028376 39023679 39028114 39039600 39028072 39043126 39034115 39039024 39032020 39029325 39038402 39036784 39030896 39036169 39035190 39039350 39035378 39027820 39030275 39031781 39037179 39034675 39039491 39022273 39025089 39038856 39036664 
68 39023515 38877183 39042405 39040245 39041800 39026832 39039416 39024282 39039072 39040525 39038091 39034057 39031411 39025202 39045133 39025881 39032120 39039504 39048576 39040788 39041299 39023485 39036104 39041671 39038308 39033279 39041864 39037186 39039189 39028779 39029247 39030274 
69 39018280 38885986 39031222 39029691 39032341 39027938 39030600 39028421 39036876 39046291 39028061 39036224 39034667 39038609 39038160 39028943 39033779 39035302 39037613 39037227 39038540 39033734 39036868 39038254 39040385 39028023 39041756 39039270 39025261 39030893 39031179 39035127 
70 39014627 38880459 39036288 39045355 39038908 39037365 39036483 39022751 39039608 39039711 39036801 39033706 39036210 39022693 39040078 39026991 39034694 39046985 39034803 39029135 39038750 39031956 39038339 39036685 39027835 39053535 39032440 39033645 39033079 39029892 39035681 39038166 
71 39010396 38892780 39031849 39038314 39042113 39033803 39027290 39034518 39023859 39032430 39035815 39032423 39037306 39028553 39042532 39037243 39040201 39033263 39024627 39036414 39043835 39035458 39045249 39054772 39045268 39035454 39045682 39034100 39035197 39051204 39048080 39020932 
72 39027644 38878639 39032649 39031442 39041630 39043784 39043485 39045964 39024233 39039153 39034336 39035893 39040592 39039505 39041716 39019554 39041881 39041705 39039346 39031603 39033031 39050794 39044016 39032016 39044041 39025388 39045622 39030789 39041491 39039480 39025641 39036114 
73 39022786 38879642 39040274 39031677 39032528 39044302 39033170 39042651 39040710 39033405 39045544 39040935 39038690 39045429 39036243 39029218 39042580 39037728 39041759 39044675 39035142 39038238 39036667 39039783 39038941 39032862 39028246 39042302 39024989 39036436 39035920 39044922 
74 39027993 38877169 39047097 39026860 39035263 39031121 39029229 39029777 39029731 39039561 39036054 39041895 39035021 39033055 39048319 39031571 39038069 39046260 39047511 39042816 39044547 39036490 39022770 39038952 39038479 39040588 39038460 39040111 39040056 39033866 39027897 39042691 
75 39018250 38888337 39034645 39042399 39048199 39031530 39039978 39045720 39041567 39044756 39031419 39037709 39039523 39040441 39036970 39030714 39029081 39044708 39044086 39036402 39043289 39031767 39043611 39047292 39033045 39025017 39035338 39031349 39038420 39034532 39039860 39031759 
76 39026896 38886326 39043348 39028360 39050188 39040279 39029744 39032603 39039513 39035626 39039037 39045206 39044107 39039345 39039610 39030851 39032959 39034104 39036554 39034999 39037741 39035164 39040531 39033145 39038738 39033464 39030934 39030903 39032541 39032087 39023494 39033067 
77 39019178 38879829 39040927 39030803 39030343 39042203 39033553 39032597 39046029 39034555 39038835 39040286 39037975 39029753 39039140 39028798 39037219 39043781 39027864 39051689 39042282 39039168 39029734 39039799 39042217 39031640 39054350 39037595 39047501 39038651 39040758 39044320 
78 39029161 38882535 39045168 39039912 39045924 39031008 39044749 39044754 39035209 39033786 39026496 39031394 39031120 39043899 39044221 39037039 39033438 39042727 39043689 39032240 39040165 39037193 39040751 39034298 39034139 39045001 39042277 39034798 39033962 39041236 39040656 39042948 
79 39010221 38882224 39056454 39029340 39034272 39029548 39036174 39034311 39042206 39031390 39037024 39035273 39032484 39042453 39034954 39026334 39032492 39030818 39044241 39036831 39029534 39044127 39032685 39028457 39035991 39030786 39044182 39044722 39052608 39050797 39035951 39037127 
80 39036761 38881849 39030504 39045977 39026464 39031376 39044414 39040298 39041036 39039513 39021075 39031549 39026753 39038025 39036010 39037734 39048822 39036943 39047670 39024792 39039267 39038354 39025875 39031404 39038248 39045353 39039069 39043504 39042997 39038412 39036410 39041471 
81 39015662 38880908 39047655 39039513 39035427 39042860 39043014 39036161 39046208 39037806 39043589 39037147 39041036 39046276 39026806 39041244 39044739 39046522 39033176 39038190 39034670 39044068 39041247 39040154 39035465 39048274 39028032 39037513 39038246 39037383 39048500 39034152 
82 39020919 38890227 39038556 39033654 39042829 39033837 39046469 39034681 39029920 39035943 39028427 39039252 39029625 39037769 39038822 39044725 39036119 39037566 39040837 39036927 39048428 39045693 39035751 39045206 39041293 39041135 39045698 39030291 39035570 39045004 39034312 39044372 
83 39023424 38893171 39042395 39047863 39034720 39040833 39031768 39037005 39041874 39049106 39038989 39040476 39038664 39032037 39045981 39028617 39035230 39046003 39044357 39045527 39037095 39050892 39038862 39048456 39037585 39027928 39029137 39044053 39041696 39026609 39059031 39030389 
84 39027182 38877870 39046457 39057305 39049813 39043088 39039909 39035904 39044721 39046346 39035607 39037689 39034972 39040650 39033039 39047971 39033738 39041587 39034849 39040499 39052033 39042482 39035270 39037824 39038206 39031969 39050983 39040626 39040181 39033343 39025915 39022724 
85 39019710 38877570 39052345 39042825 39043895 39027948 39043313 39043944 39033543 39041347 39029902 39031094 39047017 39037766 39040502 39036138 39033822 39047479 39045853 39042750 39038504 39045343 39034026 39036308 39034509 39039469 39029185 39044823 39042596 39043304 39055120 39047656 
86 39022668 38884213 39038635 39043173 39039114 39042560 39036270 39039809 39047274 39044749 39039544 39041883 39037459 39039775 39045042 39033446 39037243 39045005 39034690 39042818 39035545 39039954 39028294 39043847 39037978 39032196 39035934 39030197 39039779 39040546 39024386 39038983 
87 39016898 38894995 39046268 39038770 39035648 39039060 39040920 39034507 39039118 39044499 39037914 39041528 39044091 39056136 39034053 39042614 39042198 39033440 39047283 39036810 39038773 39056144 39039197 39029570 39034855 39045180 39049206 39051967 39042350 39036216 39046940 39024926 
88 39024376 38879085 39036977 39049448 39034698 39042055 39046292 39039376 39049712 39039686 39054019 39028500 39038101 39028516 39038653 39041575 39045677 39033050 39042348 39042736 39040043 39040387 39036393 39039416 39031951 39037230 39051033 39033436 39052728 39039750 39037120 39033270 
89 39029975 38888969 39027621 39043304 39046839 39038579 39050456 39044694 39035541 39049130 39053633 39031574 39036897 39044410 39033231 39035147 39035148 39049317 39035996 39037629 39048130 39032014 39040299 39037095 39043087 39040451 39035921 39042093 39039446 39047866 39061654 39037109 
90 39032349 38894402 39044142 39036358 39054920 39033388 39044477 39029637 39039508 39038454 39037780 39042392 39055452 39038626 39055751 39031356 39041304 39036325 39049245 39039234 39037781 39035790 39049663 39045146 39045345 39037273 39045260 39038944 39047740 39053912 39031927 39032523 
91 39032740 38883996 39035897 39043789 39040049 39042634 39042676 39038386 39043633 39034859 39028308 39050016 39050324 39030886 39035193 39036400 39041069 39043074 39045634 39042018 39042799 39032695 39039671 39049026 39048684 39036273 39040610 39045772 39035799 39040081 39042036 39036790 
92 39030246 38887586 39038082 39028831 39050729 39037788 39040652 39038871 39042294 39035632 39039880 39051196 39044956 39043466 39048608 39041272 39035322 39043697 39051229 39047541 39039655 39042055 39049161 39044883 39050434 39043104 39042672 39047288 39049164 39049596 39041392 39040627 
93 39039915 38883754 39052435 39042719 39050149 39044290 39032403 39042977 39048840 39044308 39039738 39045681 39045144 39037001 39044927 39045557 39042376 39050994 39055025 39040262 39043945 39055875 39044626 39053050 39036344 39039578 39039494 39035024 39040211 39047712 39046087 39042426 
94 39038514 38898821 39033319 39047798 39050096 39048716 39038357 39041529 39036585 39041642 39056848 39031309 39035683 39041648 39051312 39043274 39038307 39040836 39039861 39044990 39047186 39030251 39050448 39045248 39046958 39033980 39039927 39044367 39051812 39039510 39035005 39031297 
95 39027956 38898889 39032637 39047479 39045087 39054460 39038128 39031144 39047104 39042003 39037073 39040504 39036657 39046062 39047626 39038791 39034041 39039822 39044535 39048511 39039569 39032747 39031889 39049136 39042489 39044002 39038840 39045980 39049457 39047911 39053290 39036673 
96 39031844 38901371 39042861 39041449 39047766 39035813 39040879 39033912 39041271 39046997 39060218 39042805 39053264 39037616 39058492 39032318 39046783 39043261 39049673 39048943 39032826 39047030 39045793 39044686 39056575 39049502 39053906 39053373 39041066 39045173 39037793 39045905 
97 39028050 38917984 39046777 39048473 39027463 39037836 39048053 39042506 39038419 39041433 39037118 39035161 39038882 39047388 39038685 39041158 39045280 39026996 39030120 39046133 39046179 39041428 39040476 39045390 39051851 39048278 39050551 39049294 39035468 39046461 39055069 39041527 
98 39042018 38884883 39031344 39048483 39036885 39044230 39032118 39046018 39053001 39037854 39039159 39044975 39041615 39041116 39046254 39024853 39048103 39045386 39034328 39044737 39041901 39046904 39046498 39047326 39043974 39041522 39055758 39044922 39041523 39024419 39042603 39052875 
99 39055768 38893822 39041114 39045455 39038518 39035767 39039771 39045339 39048497 39037504 39044113 39050934 39042218 39062744 39038439 39037134 39043615 39043394 39058730 39047756 39042166 39032044 39047487 39048028 39051384 39038650 39039050 39043167 39038470 39032923 39057292 39043907 
100 39047464 38900918 39050503 39044286 39049768 39052076 39045902 39040100 39039934 39048401 39042951 39049262 39040357 39036695 39042913 39034632 39039334 39053677 39036717 39051452 39034833 39046422 39040181 39045566 39049367 39044654 39031638 39039395 39048691 39046518 39043058 39039125 
101 39043608 38899386 39039173 39049191 39035679 39047756 39049023 39041410 39035157 39041819 39046409 39053837 39042110 39038688 39040205 39053113 39037981 39051875 39054799 39035104 39052584 39044653 39054552 39046527 39046887 39045692 39041366 39042641 39037223 39039229 39050700 39024000 
102 39045245 38896782 39046404 39048052 39045745 39045086 39037043 39057495 39057269 39037300 39046057 39041707 39057345 39054289 39038638 39032790 39052148 39055090 39053900 39040789 39038522 39040339 39040265 39045418 39050199 39042734 39034723 39056380 39037472 39039101 39038645 39039508 
103 39048126 38893323 39040308 39039893 39044150 39057801 39050840 39051056 39041341 39052985 39055484 39053374 39050834 39048431 39043451 39034108 39055708 39048516 39040350 39034423 39047096 39046843 39031959 39041844 39042152 39047342 39046262 39045300 39045278 39045595 39054707 39032228 
104 39050876 38899336 39049402 39043039 39049702 39032573 39041302 39045296 39039192 39044568 39041084 39057536 39048818 39043239 39044571 39048054 39046436 39043768 39052613 39052665 39048064 39043736 39047993 39036825 39046400 39039318 39050606 39045525 39045982 39041166 39020676 39046248 
