n P1 P2 P3 P4 P5 P6 P7 P8 P9 P10 P11 P12 P13 P14 P15 P16 P17 P18 P19 P20 P21 P22 P23 P24 P25 P26 P27 P28 P29 P30 P31 P32 
35 39044811 38840352 39019361 39031891 39031599 39031340 39026119 39028958 39031730 39024440 39031027 39013833 39028077 39029904 39026450 39024755 39032924 39034366 39030654 39031794 39019145 39031368 39031181 39032457 39026567 39027312 39032855 39023139 39028802 39030323 39039773 39033549 
36 39028929 38851740 39038934 39022255 39022202 39035762 39041345 39031806 39024938 39030779 39033934 39008403 39034507 39026387 39034925 39022325 39023242 39027697 39023260 39022116 39032184 39025367 39029938 39021095 39022022 39034975 39028115 39015750 39020790 39026303 39021537 39015983 
37 39017005 38855106 39018598 39033699 39018160 39021009 39024046 39034054 39029832 39029805 39017346 39024415 39023599 39027472 39035486 39017059 39023546 39029543 39036374 39020562 39023067 39035653 39028416 39026435 39031466 39026582 39022356 39018795 39029168 39027957 39033395 39017133 
38 39026202 38859173 39028307 39018373 39024663 39037365 39023928 39022821 39021905 39032218 39032248 39031680 39023830 39032459 39027266 39029820 39030890 39036204 39024938 39023815 39033665 39025134 39039788 39036300 39025495 39028361 39023028 39021750 39028207 39021864 39017872 39021279 
39 39029815 38842037 39045038 39038227 39031269 39029237 39027393 39020736 39023436 39020514 39033797 39022916 39028003 39023921 39022362 39017659 39028887 39022606 39028990 39023323 39036921 39031930 39026863 39040766 39028099 39034747 39023108 39035208 39032516 39033060 39026269 39017610 
40 39035033 38865596 39018183 39033020 39034060 39031512 39037783 39036325 39032855 39034373 39034016 39030727 39022214 39029539 39023098 39030860 39033054 39031144 39025757 39015645 39020644 39024076 39017498 39025844 39022012 39022898 39026365 39034126 39033440 39031586 39025838 39027029 
41 39032019 38853166 39022869 39031918 39020789 39024481 39031701 39024178 39022439 39032672 39024600 39027953 39029301 39027320 39025546 39017264 39027627 39040779 39038855 39026694 39034249 39030279 39027389 39033530 39037613 39026666 39026052 39032866 39020149 39024938 39040103 39015242 
42 39022637 38856590 39021956 39031895 39026372 39037864 39019947 39027112 39018771 39023033 39035185 39037618 39025973 39029222 39029431 39021167 39031066 39024235 39032365 39032213 39035763 39038337 39027243 39028621 39035899 39030101 39028091 39029738 39031535 39040010 39021873 39025231 
43 39012507 38858847 39032884 39031093 39024971 39032082 39039439 39038486 39050370 39022971 39033274 39026457 39031025 39027634 39019246 39025990 39024676 39028658 39024460 39026601 39031273 39020070 39025579 39026287 39032080 39024561 39032171 39032906 39026311 39028730 39045828 39025389 
44 39022490 38851982 39031561 39039755 39033356 39034319 39042438 39028094 39028244 39024794 39036599 39039076 39030889 39030753 39042596 39029987 39029771 39028896 39021045 39024151 39023912 39022027 39031022 39020458 39031922 39029084 39031070 39030759 39029100 39018071 39026427 39028577 
45 39016075 38864177 39040634 39029419 39033835 39031407 39023289 39037737 39025292 39031539 39029310 39032462 39034656 39028563 39034816 39027746 39027055 39031826 39039553 39034841 39016349 39020828 39032653 39038658 39023936 39041424 39040452 39023021 39021781 39028216 39039177 39015415 
46 39013257 38844500 39043027 39016578 39033541 39032695 39038587 39030519 39031089 39029002 39030823 39035643 39031266 39029639 39021143 39025050 39033105 39018592 39025878 39028123 39023699 39026519 39036614 39024983 39036861 39033328 39030568 39035803 39020944 39019356 39032297 39022518 
47 39005148 38850627 39043884 39029946 39036526 39023057 39025590 39023917 39025708 39023994 39027811 39029313 39033953 39029785 39033659 39028840 39033189 39032888 39034133 39031808 39034970 39030868 39039213 39026815 39037516 39029305 39030935 39028439 39037773 39030951 39055132 39021748 
48 39025976 38855285 39038577 39022931 39023392 39028200 39027541 39038138 39024613 39034649 39027723 39039661 39029320 39035597 39038195 39022532 39023759 39037049 39028676 39025023 39030682 39035009 39030988 39039250 39035900 39044713 39039758 39034179 39029586 39031379 39023844 39025145 
49 39007585 38849657 39031034 39023951 39027792 39027046 39029566 39031901 39026205 39025938 39026627 39027601 39029861 39037683 39029869 39024886 39035332 39045131 39036216 39033368 39029243 39032295 39031659 39034769 39039800 39035917 39026559 39041486 39047593 39030304 39037452 39039619 
50 39016714 38865780 39035036 39032588 39024254 39038454 39022519 39028567 39036195 39029406 39031931 39027512 39036014 39033226 39028694 39025109 39029361 39027667 39038635 39024966 39026218 39031530 39046072 39028916 39044910 39021238 39021792 39034337 39027745 39040794 39027109 39022771 
51 39024211 38862106 39043255 39036596 39031690 39028106 39027737 39046878 39036242 39036071 39022878 39031767 39028606 39029711 39021582 39037606 39033823 39023861 39040725 39031047 39030321 39039124 39026844 39028728 39031459 39017313 39037279 39039939 39033890 39032826 39044303 39020203 
52 39017116 38863487 39031158 39028125 39026379 39030278 39035887 39027781 39040017 39035758 39031273 39036239 39021573 39025007 39032352 39024765 39041089 39027000 39029999 39037103 39034531 39027683 39033065 39039059 39016346 39026820 39035487 39039692 39027332 39047436 39032447 39030686 
53 39006366 38860539 39028196 39035995 39030214 39018099 39028763 39045681 39040613 39039791 39040220 39034591 39021615 39026755 39028158 39037357 39031184 39022133 39043956 39028141 39037049 39044390 39015934 39031320 39034303 39026177 39034457 39031109 39041436 39030603 39037524 39030445 
54 39020514 38854495 39037818 39024343 39030122 39021805 39039634 39038376 39028842 39025274 39034012 39026094 39023857 39038985 39031000 39024989 39027513 39040089 39032738 39034190 39032306 39029148 39035260 39023108 39035258 39025200 39025445 39035684 39025165 39025228 39025728 39026437 
55 39005118 38868443 39029678 39025497 39029132 39041523 39029933 39029456 39027266 39040405 39033542 39040814 39033521 39023974 39031093 39033501 39026111 39035231 39032095 39031916 39039647 39021902 39048292 39029879 39032531 39023842 39031854 39038640 39029457 39030579 39046149 39016864 
56 39013396 38869314 39044593 39033337 39039881 39033508 39028706 39023745 39037786 39022864 39021944 39031481 39032339 39038029 39040613 39021410 39041975 39029436 39035358 39020763 39037879 39025830 39033185 39039398 39035895 39018066 39036574 39042498 39030743 39033200 39025402 39032799 
57 39003367 38864181 39033280 39028185 39038990 39031972 39037978 39027335 39037128 39041815 39030605 39037930 39034444 39041398 39027648 39024066 39036049 39024567 39032124 39038270 39035877 39023379 39023736 39024515 39040691 39034109 39030406 39034723 39041279 39033179 39042919 39031733 
58 39022714 38863741 39038443 39032343 39032284 39036468 39027537 39024995 39032101 39030161 39028229 39026572 39024699 39038742 39024735 39029167 39036287 39040832 39038419 39035062 39039546 39017726 39034953 39031398 39028113 39035903 39029059 39033119 39037794 39026538 39025090 39022552 
59 39020249 38877734 39035961 39034132 39039008 39033258 39034840 39034011 39031632 39035678 39028842 39026869 39028142 39034363 39039959 39028775 39039470 39043343 39030278 39024884 39027411 39027554 39024854 39044206 39025561 39033361 39032074 39036750 39027745 39034696 39038319 39023258 
60 39028108 38860886 39027861 39035312 39033722 39040084 39020535 39031232 39045750 39032016 39021032 39026149 39033531 39029233 39027469 39026954 39039201 39025535 39027878 39032924 39020532 39030740 39044954 39038202 39032171 39022159 39031226 39039006 39027594 39030483 39034621 39026866 
61 39012316 38878928 39045487 39037736 39027101 39030544 39023496 39031729 39029998 39032283 39035286 39028689 39035987 39035702 39035114 39027534 39034728 39035095 39041341 39034129 39035356 39037313 39035250 39026622 39031217 39025975 39023307 39032233 39032533 39033280 39046565 39033588 
62 39017466 38874676 39041366 39042239 39031938 39023604 39034173 39032391 39033178 39037203 39045083 39033819 39038343 39038026 39039745 39019719 39029689 39024952 39033406 39042984 39032255 39025762 39035408 39033899 39039334 39039050 39030712 39039484 39044925 39038495 39039505 39030322 
63 39014108 38877768 39033542 39036008 39031768 39035851 39040417 39027760 39030242 39030634 39043244 39028173 39025453 39027355 39036648 39038839 39028543 39038902 39038973 39039710 39039304 39033221 39030160 39022039 39038491 39038517 39032912 39036573 39042983 39032129 39046843 39027047 
64 39023147 38872114 39035735 39025078 39041094 39038155 39034257 39032766 39038321 39044101 39027347 39032220 39039700 39031565 39026437 39032739 39041601 39024336 39040809 39038506 39040164 39039703 39029983 39048318 39041557 39037687 39038530 39043784 39047706 39031711 39034284 39028632 
65 39018019 38884862 39021116 39034682 39021653 39031013 39039178 39035616 39042139 39027617 39033621 39036760 39042621 39030799 39037068 39023969 39047849 39040788 39045502 39045099 39025488 39035635 39042139 39031102 39033679 39034919 39045935 39036110 39029820 39035680 39032972 39033882 
66 39017732 38873225 39034318 39041775 39035958 39028367 39036151 39037688 39028696 39041566 39017976 39031378 39028210 39042174 39038342 39017527 39026212 39037047 39035715 39029925 39031459 39031224 39026954 39033614 39031857 39024608 39029491 39028114 39029473 39042990 39021013 39042415 
67 39039620 38877921 39035473 39034405 39034723 39023216 39042851 39035346 39043375 39027186 39033060 39034157 39040133 39029584 39024106 39032392 39034755 39032152 39029248 39045634 39027555 39033383 39025022 39031875 39037387 39047207 39041257 39038365 39028139 39041203 39042017 39029925 
68 39033837 38867462 39022688 39042047 39028481 39031769 39038705 39033678 39038496 39029663 39038750 39026103 39027750 39023675 39031960 39023189 39038503 39041380 39037995 39029995 39032995 39034898 39039129 39034735 39031793 39036157 39039493 39036667 39034409 39045128 39032808 39022268 
69 39003645 38886545 39042667 39029751 39039590 39021992 39032894 39038198 39031373 39026858 39035484 39040907 39035773 39030818 39037821 39032756 39026457 39043535 39033918 39040546 39030673 39031901 39045029 39027106 39033856 39038990 39034393 39039205 39033976 39032824 39043036 39034368 
70 39020073 38880373 39043736 39041849 39045347 39030177 39037869 39039849 39038673 39039073 39039072 39037326 39040725 39032916 39040919 39038094 39033510 39026043 39034094 39040161 39036038 39039597 39035547 39041080 39052111 39041152 39034791 39037388 39043834 39038176 39029167 39033089 
71 39021590 38885707 39040817 39035670 39046321 39039666 39031605 39044299 39044632 39036751 39041714 39035407 39034436 39039553 39038111 39042372 39042543 39037598 39034590 39036298 39041917 39035315 39029707 39038036 39039363 39029166 39030243 39034468 39038330 39036850 39033275 39028646 
72 39027960 38863200 39037609 39034266 39036123 39025600 39017913 39026239 39034680 39033767 39052593 39027322 39042930 39037195 39044878 39025323 39031291 39035906 39025399 39032454 39040806 39042903 39042404 39044289 39029479 39033286 39049804 39032494 39031474 39035971 39028306 39033230 
73 39012449 38873575 39039981 39037671 39040991 39031695 39041158 39030691 39035152 39040686 39039276 39031758 39040204 39034664 39044242 39028579 39043630 39040851 39047420 39035320 39044661 39033916 39037829 39040914 39039051 39033653 39037777 39037121 39025340 39028462 39050648 39020122 
74 39018451 38881310 39043475 39037889 39039768 39041888 39029888 39033602 39032845 39045687 39042410 39045051 39035662 39037429 39030951 39028807 39021877 39039014 39042165 39025121 39042660 39036446 39043822 39035628 39030756 39025128 39032550 39031030 39035267 39042284 39038911 39034415 
75 39030396 38885568 39044378 39041585 39035050 39038689 39026961 39049306 39034859 39026713 39029307 39036013 39037402 39035111 39036113 39031342 39045297 39033312 39047748 39049537 39041685 39042163 39033676 39034634 39037558 39032270 39045372 39048162 39035364 39045564 39041525 39029042 
76 39020185 38884753 39040690 39045159 39048434 39046778 39035741 39027506 39043480 39040168 39030230 39047644 39039752 39033787 39033609 39028541 39029550 39051465 39033241 39044173 39024960 39035046 39041102 39031412 39032812 39039111 39051041 39036784 39038149 39036516 39038309 39037114 
77 39025549 38883094 39038804 39036612 39025385 39035844 39045944 39047454 39029864 39036029 39031392 39044102 39036515 39028251 39037568 39036297 39047635 39036634 39034142 39036039 39048099 39029696 39027327 39041185 39032215 39031349 39042374 39041662 39033119 39041425 39045629 39029395 
78 39010808 38881917 39039961 39038183 39046525 39031392 39036313 39031888 39036510 39036158 39034813 39037050 39037617 39042019 39041487 39036646 39044068 39031331 39040256 39031843 39030072 39034045 39041528 39042621 39034565 39033667 39043276 39032983 39037864 39032982 39030819 39037661 
79 39020301 38886278 39034001 39043409 39031249 39036506 39041292 39038794 39045319 39035862 39037438 39033412 39036059 39047425 39042613 39033429 39050578 39036838 39027429 39031292 39044577 39044422 39035687 39036217 39041594 39040208 39040641 39044104 39050527 39035480 39035852 39034316 
80 39024564 38883628 39041120 39036561 39044655 39043437 39043941 39028916 39033579 39032274 39032498 39042820 39047155 39046113 39035780 39028451 39044934 39046437 39032469 39048100 39043264 39048021 39039798 39050486 39033762 39035935 39042094 39043117 39036901 39028775 39034118 39040032 
81 39024809 38897370 39046991 39031405 39030767 39032113 39032164 39032530 39037296 39038900 39044118 39041006 39041671 39036803 39034969 39023785 39043246 39031790 39039054 39036914 39039691 39033697 39038663 39053717 39035598 39041655 39041393 39041058 39047544 39043200 39045580 39039510 
82 39021031 38873628 39028191 39043373 39052151 39042888 39042536 39034712 39030693 39054427 39046077 39047851 39042428 39035989 39041292 39041105 39045021 39040508 39029726 39038107 39049036 39046568 39038703 39044739 39040119 39038162 39033575 39033192 39042708 39047654 39024465 39042948 
83 39023981 38897075 39034466 39033872 39024081 39028453 39051050 39038940 39027417 39045931 39042882 39046786 39038073 39051256 39042371 39025623 39047955 39048786 39039086 39057834 39034531 39040345 39028617 39048960 39027360 39052577 39024757 39029841 39039494 39039849 39043390 39026439 
84 39020167 38887946 39040044 39039782 39041639 39039548 39031177 39029223 39037407 39045371 39051576 39050261 39041881 39052142 39029567 39029814 39024492 39033741 39043460 39034024 39040592 39045296 39037261 39039986 39036270 39035756 39039089 39039037 39039250 39041208 39024235 39026734 
85 39027629 38890329 39049401 39042424 39040665 39042322 39033967 39048791 39043217 39043257 39038759 39044978 39043713 39039286 39038568 39035606 39041539 39038367 39038981 39040905 39032083 39040890 39051589 39048902 39033974 39048900 39040603 39050393 39037356 39036860 39059719 39036212 
86 39021091 38886843 39031978 39027160 39021043 39047931 39038621 39037383 39037043 39046422 39042993 39045361 39030917 39041724 39034272 39040528 39044694 39036375 39037853 39034390 39043796 39039883 39052834 39034997 39029685 39028692 39052276 39041598 39033906 39039092 39035720 39040177 
87 39032452 38888438 39038905 39045458 39035532 39029478 39028654 39033597 39033974 39039989 39021156 39036631 39043561 39037889 39035741 39032675 39038947 39035399 39044345 39046530 39039837 39034492 39043359 39041439 39040805 39030763 39037317 39045277 39039919 39046339 39047434 39029640 
88 39028475 38891340 39056973 39037982 39033074 39045257 39052892 39047297 39042076 39037332 39039968 39044115 39039568 39039273 39038505 39036234 39040828 39037175 39051188 39042031 39039124 39032002 39048479 39047211 39032242 39040957 39041333 39043585 39041665 39047501 39037364 39039710 
89 39022642 38896435 39047386 39040232 39034895 39042663 39043489 39045766 39037826 39036679 39033984 39030656 39045131 39030936 39038373 39043944 39033242 39045899 39048459 39040249 39042748 39037654 39033203 39029350 39047503 39045023 39039782 39042357 39040480 39048876 39049483 39033188 
90 39027001 38880437 39041430 39041132 39036925 39033483 39045793 39045942 39044019 39048063 39042519 39039114 39035359 39047788 39040344 39035600 39035528 39049431 39050792 39038850 39027541 39050237 39042741 39043343 39044995 39032395 39047278 39035728 39029467 39053107 39034764 39039853 
91 39037837 38897143 39031351 39045439 39047294 39048766 39046976 39039774 39048387 39039126 39042447 39046896 39033577 39040366 39032080 39033901 39033641 39041315 39031157 39047456 39034532 39047364 39039653 39044525 39037225 39034785 39043910 39041132 39031252 39029300 39044450 39032930 
92 39031798 38889800 39052779 39039283 39035525 39041978 39044491 39036478 39053954 39045721 39037953 39055182 39044768 39043651 39049438 39033978 39040244 39036126 39042103 39050216 39045050 39051070 39047373 39042862 39037952 39036845 39042399 39047830 39055451 39031817 39027059 39040465 
93 39032452 38897244 39045208 39040844 39052909 39058635 39042805 39040423 39043667 39042190 39054887 39043740 39049499 39036319 39037250 39037196 39042689 39048361 39041444 39060309 39044446 39035432 39039791 39046741 39045546 39034480 39064081 39038250 39041552 39046881 39049166 39032105 
94 39032220 38885488 39037485 39037829 39033049 39042994 39039820 39056498 39045337 39044134 39040069 39042454 39038227 39049240 39047486 39044782 39032274 39037642 39050751 39035466 39043642 39034448 39040184 39039422 39030603 39038088 39041982 39048201 39035876 39042592 39039409 39047018 
95 39041777 38888168 39051961 39040532 39045325 39039047 39042185 39045577 39037350 39045293 39045684 39038381 39060751 39038677 39040670 39032572 39043622 39036024 39038898 39038762 39045378 39042372 39043200 39045253 39031857 39030310 39040388 39035850 39038430 39033328 39043952 39045246 
96 39052334 38905936 39040471 39045769 39038102 39033961 39043269 39040864 39042137 39054752 39042435 39046902 39031614 39048682 39043262 39036102 39052379 39039238 39049626 39050298 39046642 39035700 39040863 39046671 39047298 39033098 39053043 39036630 39037022 39057688 39040242 39032559 
97 39015466 38900455 39042165 39041008 39049595 39037735 39049892 39042752 39044353 39042041 39046710 39035783 39044022 39039756 39038876 39027618 39032164 39042975 39042544 39036914 39050118 39040525 39046888 39042492 39046722 39050125 39045551 39045517 39048040 39048179 39046141 39029881 
98 39037433 38908055 39041438 39054122 39049049 39042931 39037604 39047681 39031603 39045128 39058389 39053221 39046939 39042247 39049899 39044092 39030836 39040200 39039494 39046669 39042924 39034804 39048447 39044461 39040877 39045451 39044722 39032594 39045509 39039005 39041300 39046469 
99 39035681 38898709 39035584 39034103 39035330 39033689 39052526 39048097 39050908 39043536 39039333 39042547 39043895 39045695 39042895 39027057 39046041 39039871 39033381 39035057 39050207 39042849 39036102 39037659 39049295 39058539 39037300 39046437 39051122 39050191 39046309 39035670 
100 39029952 38889857 39045800 39056270 39049497 39045095 39041258 39045275 39053451 39040852 39048460 39042036 39052332 39050332 39044255 39038534 39043041 39050193 39047462 39052010 39040546 39031531 39048142 39037402 39039316 39046667 39035656 39050602 39041319 39048476 39041282 39044474 
101 39043359 38904213 39046680 39054030 39042648 39035537 39044516 39041515 39044147 39029037 39047362 39047292 39049050 39049941 39046545 39042424 39044531 39049551 39043922 39049552 39042634 39042324 39039364 39042394 39048292 39053114 39046323 39042169 39037075 39052829 39049363 39038659 
102 39050312 38897610 39045917 39043682 39058680 39045642 39052589 39049866 39057466 39047408 39036532 39047777 39051841 39041519 39046312 39035520 39038797 39037751 39034640 39038715 39046711 39042814 39049753 39044773 39041286 39040607 39036468 39043210 39043874 39046762 39034761 39050161 
103 39039195 38905036 39054354 39053642 39041117 39033987 39034342 39054943 39047376 39051752 39045607 39051291 39048304 39039035 39038054 39036265 39051931 39037332 39054617 39036642 39040922 39042902 39054670 39044360 39042517 39040985 39050881 39046216 39034396 39055970 39055627 39039020 
104 39035985 38907068 39044139 39052894 39050047 39036723 39046088 39045113 39045828 39048112 39054354 39041689 39047476 39044921 39045930 39040290 39050007 39044712 39045246 39042323 39045067 39048051 39032828 39041682 39045105 39044744 39042535 39046376 39044166 39053605 39031796 39033333 
