n P1 P2 P3 P4 P5 P6 P7 P8 P9 P10 P11 P12 P13 P14 P15 P16 P17 P18 P19 P20 P21 P22 P23 P24 P25 P26 P27 P28 P29 P30 P31 P32 
36 39021819 38843914 39031715 39020156 39029516 39027716 39044833 39027651 39041797 39024590 39040466 39016752 39030709 39019169 39044023 39023798 39021509 39033529 39016644 39016262 39023677 39016149 39028316 39024546 39015105 39029961 39039281 39025027 39025396 39027328 39032484 39029171 
37 39032981 38851468 39029954 39032895 39022764 39029215 39029344 39027936 39038493 39026211 39021668 39026767 39028525 39024143 39028884 39014783 39029105 39027548 39026808 39026320 39028553 39023469 39028496 39030538 39029038 39032780 39036442 39016876 39034675 39031813 39027358 39020501 
38 39025821 38856995 39024967 39023590 39029463 39026647 39032902 39029476 39026012 39030022 39036025 39029677 39029522 39032675 39033843 39023172 39030971 39038079 39028479 39024961 39026543 39023562 39030502 39033904 39030082 39029597 39027410 39022922 39029644 39021686 39019267 39027207 
39 39029847 38844289 39038235 39036898 39040620 39024599 39026728 39025031 39030384 39033656 39037726 39022412 39029382 39035349 39022949 39025266 39031534 39025502 39026461 39033309 39034733 39039106 39036287 39038931 39032442 39037695 39029347 39030660 39037133 39030576 39026430 39021494 
40 39028510 38854348 39030602 39030161 39027517 39029300 39048993 39031060 39027844 39026053 39026318 39033223 39024253 39046155 39019393 39030257 39032421 39020312 39024958 39021677 39023083 39030395 39013120 39036019 39026358 39021587 39027460 39027075 39019165 39033202 39026115 39037889 
41 39019408 38849925 39031291 39026171 39021026 39030123 39028639 39029272 39031761 39019907 39016442 39035620 39029665 39028069 39030584 39007772 39035341 39039894 39028363 39027283 39044359 39029244 39030533 39042016 39033551 39020566 39034105 39029808 39021260 39023368 39023985 39028436 
42 39024382 38849147 39028866 39031755 39031157 39028300 39029420 39032753 39037115 39025902 39024012 39031527 39034057 39038496 39037661 39020473 39027235 39024810 39037014 39039648 39040896 39030552 39029105 39028899 39039182 39031439 39029582 39024728 39027794 39039234 39014274 39031749 
43 39020187 38850094 39033380 39022539 39026798 39034979 39034912 39028411 39045947 39018475 39025228 39020227 39029367 39035730 39025053 39028285 39027134 39024304 39024259 39032872 39026224 39025738 39025445 39023940 39033142 39029751 39031966 39036573 39025463 39035112 39044128 39026597 
44 39026687 38850252 39029501 39039482 39028608 39030005 39043860 39028938 39025621 39024381 39025345 39037835 39028403 39034144 39027026 39028569 39039547 39019518 39022733 39029049 39026304 39031921 39035426 39029302 39039805 39032867 39031054 39039228 39029353 39030139 39030842 39035808 
45 39023121 38860749 39033138 39022655 39026754 39043972 39025307 39034899 39024794 39037286 39030297 39025452 39032148 39028309 39037169 39018142 39023269 39032841 39047643 39027202 39029915 39024864 39031365 39033771 39031704 39035114 39035798 39025016 39028904 39032119 39045516 39019659 
46 39003923 38856046 39043009 39028694 39023364 39021078 39035721 39036515 39027978 39032975 39024458 39035047 39030110 39025219 39024250 39029993 39042656 39018615 39033209 39027814 39025104 39031926 39035101 39033307 39033017 39032326 39027681 39031393 39025616 39024189 39023923 39032486 
47 39003887 38848616 39042414 39025158 39026169 39023925 39027113 39028501 39022672 39022192 39029009 39035748 39038054 39037907 39035277 39024529 39032258 39039615 39030020 39022069 39029358 39033287 39043910 39032139 39037713 39039438 39030100 39030630 39032533 39028936 39041315 39023691 
48 39017223 38855030 39023976 39026397 39022403 39025467 39028072 39031564 39037105 39028225 39032755 39025770 39019721 39032599 39025573 39022689 39032814 39036944 39028712 39026167 39033423 39020432 39035805 39031953 39043402 39034388 39028874 39031972 39029997 39027328 39032885 39024292 
49 39003112 38848469 39029407 39032470 39029441 39023382 39038045 39037613 39032701 39026937 39034376 39026176 39035222 39030547 39030468 39024455 39038876 39028079 39029402 39027989 39047714 39032866 39033167 39027253 39043189 39031161 39037396 39041115 39042323 39026676 39049459 39033942 
50 39019880 38855728 39038310 39030805 39032051 39039610 39017492 39025757 39034315 39032018 39029045 39030141 39030729 39038864 39022528 39030967 39035893 39032616 39026373 39027694 39032659 39033940 39037287 39042231 39033270 39029868 39026663 39037734 39029556 39031234 39021149 39017285 
51 39018555 38865325 39038043 39028518 39032878 39025328 39038983 39041986 39027882 39043135 39032276 39034609 39029579 39029832 39023809 39029132 39031779 39028421 39031846 39023263 39028498 39033214 39032152 39040402 39034313 39020443 39035160 39038285 39030510 39030576 39041986 39011671 
52 39022393 38867594 39032204 39026441 39029391 39033883 39020318 39024108 39033717 39031336 39033702 39030927 39033693 39040005 39023396 39020563 39044054 39032230 39030792 39026820 39025830 39029584 39036922 39025599 39024711 39034351 39034301 39025747 39018720 39042042 39034063 39026363 
53 39014413 38852222 39043498 39036803 39026043 39024158 39032775 39049160 39031399 39028636 39031826 39035643 39028102 39029054 39032163 39023678 39028291 39015344 39043392 39032907 39034400 39040639 39026163 39027955 39036261 39024098 39034114 39035260 39033545 39025601 39042576 39028039 
54 39027507 38855955 39037302 39028087 39034005 39027990 39033407 39038134 39023346 39024197 39034921 39018803 39041713 39030103 39035365 39023555 39029959 39035446 39038397 39033169 39025609 39030303 39037132 39036850 39037837 39027337 39025246 39049515 39030899 39045048 39030167 39035331 
55 38996788 38873552 39031014 39026634 39038070 39034161 39015684 39024575 39026747 39039848 39028474 39028950 39033337 39022853 39030378 39029083 39034549 39033383 39036283 39037833 39039584 39018843 39039093 39036912 39026517 39014662 39030309 39037083 39038058 39037105 39034802 39019617 
56 39017122 38860041 39041529 39033120 39037824 39034099 39021805 39032439 39037187 39030385 39032900 39027269 39034204 39030830 39037504 39017930 39033949 39033880 39030782 39015907 39030041 39030246 39037168 39045075 39029130 39030220 39027887 39039156 39035321 39025960 39021035 39035811 
57 39004874 38862276 39036304 39028080 39042517 39033369 39055565 39025048 39041805 39039343 39032479 39044212 39030184 39038354 39021893 39023775 39032962 39027165 39039156 39044561 39038663 39033168 39031092 39023723 39033238 39036568 39037453 39032870 39042454 39034832 39050659 39031770 
58 39023543 38869486 39050290 39028420 39027097 39033889 39020152 39026088 39034308 39035731 39025259 39024990 39032089 39032243 39032591 39033985 39029280 39037959 39046169 39036471 39028534 39032263 39036540 39038393 39035243 39038788 39037251 39024043 39030356 39033650 39026909 39027079 
59 39032926 38868738 39030837 39030593 39034740 39026061 39030517 39032429 39038300 39042287 39029029 39030097 39035146 39032131 39039381 39024490 39034884 39042757 39023885 39030809 39031035 39018683 39024675 39050462 39026814 39040209 39032479 39040540 39035297 39034698 39045337 39033659 
60 39017832 38860848 39028886 39032658 39042065 39038467 39025885 39041377 39043610 39032511 39035737 39035404 39030184 39026371 39026288 39026880 39040128 39031770 39026409 39032354 39034255 39029219 39045434 39037245 39032497 39028939 39037573 39034636 39043577 39042243 39023582 39033318 
61 39021080 38884535 39039849 39035285 39034733 39026757 39032232 39016751 39022561 39031904 39036269 39033360 39044021 39032503 39032517 39039139 39034851 39035055 39037740 39030135 39032019 39037978 39034469 39031434 39034059 39035925 39022012 39031895 39039748 39033441 39044675 39025577 
62 39011470 38867285 39045105 39044143 39026230 39026164 39027775 39030329 39035034 39032556 39049756 39029981 39041658 39033260 39038327 39025500 39029826 39034796 39035412 39034303 39028860 39034034 39037834 39033863 39040416 39036152 39034315 39035373 39039020 39034503 39032808 39038685 
63 39011013 38865025 39033606 39032210 39032631 39029118 39028074 39032502 39035595 39036644 39042253 39024212 39026581 39024826 39038736 39043310 39028159 39030243 39037073 39032093 39034763 39023148 39034155 39032445 39026719 39030409 39040147 39036179 39041763 39039370 39044809 39032645 
64 39024244 38873044 39038102 39027492 39038246 39038578 39032486 39032666 39041343 39039902 39027427 39033211 39037217 39035392 39041634 39030300 39037035 39034182 39041073 39033418 39043004 39031722 39029988 39041515 39036833 39036872 39034995 39034344 39043275 39025790 39029837 39030733 
65 39013680 38888154 39025901 39040270 39033242 39033558 39032530 39030703 39040656 39039418 39033106 39028001 39040678 39031791 39023256 39030876 39050756 39034725 39041268 39052412 39032562 39032145 39049504 39021213 39031231 39040292 39041979 39032044 39025778 39036390 39031402 39030137 
66 39019215 38868900 39032745 39040011 39040203 39030632 39030838 39028831 39029263 39040418 39029359 39035669 39037385 39041571 39036276 39027033 39025833 39040893 39036243 39033897 39028661 39023617 39026468 39034220 39031510 39032663 39045500 39039477 39031179 39035235 39028362 39029488 
67 39025043 38871017 39042350 39038161 39023053 39027232 39040180 39039665 39039471 39035931 39031564 39034655 39042522 39026155 39031918 39034089 39029351 39027748 39032766 39048570 39028143 39044915 39035312 39031458 39035125 39044163 39037410 39037160 39034338 39039641 39035177 39032331 
68 39017515 38872408 39026630 39040705 39033915 39028953 39023819 39032270 39034479 39032092 39038828 39025103 39031112 39026781 39034007 39022079 39038489 39035912 39034445 39028661 39033522 39045327 39041000 39034434 39030147 39037869 39027004 39042012 39035440 39041478 39028309 39029915 
69 39010127 38881494 39038537 39028126 39044040 39029200 39033874 39039918 39031225 39035979 39039884 39036893 39031131 39039187 39040103 39030642 39035574 39025837 39040102 39036139 39041127 39034787 39042728 39034054 39025029 39040662 39023202 39051668 39038348 39036684 39056231 39040659 
70 39014482 38894562 39038165 39044117 39042951 39033396 39034022 39043775 39032545 39042064 39043848 39036788 39038609 39042161 39040085 39036286 39031301 39019497 39029184 39044978 39040673 39035430 39027179 39042186 39041682 39027908 39038535 39029539 39047468 39031474 39019946 39032428 
71 39020838 38885223 39049786 39035694 39034656 39035967 39022496 39041232 39036234 39038090 39042192 39037207 39040742 39032004 39034939 39034970 39037885 39031702 39044702 39034380 39035077 39033747 39032270 39040345 39040054 39034406 39031007 39039095 39039457 39037907 39041611 39027935 
72 39026931 38873232 39035287 39031612 39032243 39034644 39029490 39024677 39036778 39032909 39044947 39031534 39042944 39028465 39043043 39021556 39040185 39028933 39033090 39038365 39039860 39036909 39030402 39039964 39030737 39024061 39054323 39030887 39045157 39043607 39035279 39034007 
73 39011036 38883106 39039857 39038661 39042321 39034076 39039497 39042504 39038575 39034219 39034894 39034780 39039039 39030828 39033990 39037347 39041700 39035725 39046214 39033864 39039200 39036681 39043329 39034515 39038218 39043915 39037810 39040163 39026344 39038662 39046035 39025007 
74 39017051 38879679 39050866 39032909 39039881 39039608 39029484 39041868 39045205 39033420 39038342 39044373 39028950 39036308 39030066 39030934 39032801 39035302 39052853 39020928 39040570 39035048 39042989 39036379 39032564 39019146 39025212 39040126 39039056 39039570 39031460 39033437 
75 39036061 38876301 39041626 39049984 39037360 39037830 39034843 39046842 39036409 39028788 39034669 39026313 39036897 39036709 39031745 39045842 39042188 39031384 39045495 39036832 39041058 39043284 39028757 39046825 39037742 39022922 39035576 39052405 39033959 39048211 39045769 39024647 
76 39021086 38891583 39046293 39041616 39049568 39040486 39033507 39034784 39043114 39036737 39038581 39043150 39032757 39039829 39026514 39027608 39037319 39045455 39036250 39032775 39037469 39027580 39038305 39030215 39029953 39041117 39045586 39034914 39037350 39043179 39039835 39038145 
77 39021873 38882382 39036643 39040695 39041771 39040520 39047422 39037262 39030296 39036318 39031386 39035356 39041238 39039126 39038111 39033382 39041906 39037786 39042504 39035696 39053750 39031524 39036327 39042818 39027162 39041584 39032963 39042816 39027119 39034929 39053900 39014890 
78 39009698 38888538 39038165 39043201 39036603 39026455 39037010 39038575 39036320 39043760 39036084 39050183 39035052 39030190 39040790 39027300 39036005 39034920 39041442 39031040 39027257 39037150 39033992 39037591 39042449 39035566 39038165 39037127 39042803 39032795 39026923 39038103 
79 39021418 38880359 39033410 39029851 39033626 39033588 39034632 39031470 39045226 39029705 39047494 39032907 39025918 39037248 39050057 39036876 39046063 39026419 39027116 39039883 39036843 39037296 39036864 39023463 39036305 39033250 39046881 39044891 39047648 39033106 39043434 39027360 
80 39032606 38881315 39042537 39043661 39044139 39042566 39039947 39031771 39030730 39033589 39031880 39044297 39036668 39035119 39039924 39041945 39039431 39042400 39042741 39039307 39038236 39027820 39038011 39045273 39047741 39038368 39036490 39033903 39038964 39041286 39031690 39036740 
81 39020147 38899174 39043539 39033556 39036687 39035287 39029563 39035064 39043987 39040435 39039053 39044583 39038276 39034153 39040105 39035114 39046012 39033227 39046222 39033530 39046836 39036020 39036082 39050656 39040779 39053422 39037617 39040729 39039883 39045876 39046100 39032697 
82 39017147 38869886 39030509 39042728 39042863 39044112 39042419 39031431 39036490 39044073 39037379 39045101 39036083 39034301 39040300 39029943 39041074 39037322 39036055 39047785 39042619 39043670 39032562 39035779 39041035 39027029 39030753 39037115 39042788 39036677 39032432 39037797 
83 39021670 38903443 39032139 39034231 39036401 39036441 39041846 39037241 39037207 39040563 39044702 39035665 39044726 39046060 39040186 39041205 39039534 39047519 39034550 39053538 39043608 39033145 39028939 39051423 39025121 39047054 39035501 39035032 39049092 39035807 39039082 39038882 
84 39026396 38891913 39036560 39050172 39045139 39031599 39037475 39031921 39039395 39039636 39041540 39047698 39040562 39052017 39034082 39035722 39034977 39025823 39039251 39037029 39047792 39048002 39036571 39035519 39035580 39037400 39043143 39041000 39036023 39034998 39025403 39036165 
85 39023632 38898695 39043785 39051961 39043640 39030909 39031917 39045626 39044735 39043608 39035591 39043346 39039882 39033800 39043648 39045518 39043855 39047723 39039812 39042614 39032236 39042862 39048132 39037529 39036569 39053045 39046359 39041899 39046565 39039530 39060153 39034390 
86 39021234 38887856 39037671 39038364 39030451 39048169 39042699 39039590 39041743 39039353 39037093 39049133 39028952 39038485 39036795 39033738 39046672 39045329 39042632 39048531 39032182 39036433 39044806 39033775 39041841 39031670 39038145 39049317 39041286 39042581 39037498 39036298 
87 39030843 38882487 39046331 39041424 39032818 39028103 39028661 39036111 39033328 39046625 39040533 39030089 39040403 39033025 39046075 39046003 39037390 39035788 39042204 39046724 39043893 39040929 39043573 39035963 39046755 39034531 39036332 39042163 39040677 39038810 39049423 39039071 
88 39019972 38891069 39054651 39041820 39036245 39038420 39046375 39035365 39042736 39033838 39046411 39047554 39040411 39037898 39042121 39038679 39041928 39032565 39051434 39033316 39040907 39036771 39034474 39047174 39044687 39036057 39033227 39045191 39042578 39045473 39041641 39037307 
89 39027302 38895521 39046393 39045732 39036700 39046451 39042957 39052066 39042488 39034607 39038232 39038488 39034833 39040009 39038828 39038381 39039311 39032403 39056945 39044299 39050897 39043992 39035209 39030468 39053441 39040195 39045465 39036002 39035457 39053008 39049313 39022024 
90 39027354 38886818 39041848 39041571 39048798 39037791 39029670 39052011 39043017 39040952 39042876 39041123 39034829 39047319 39036405 39027474 39032523 39050470 39051232 39046380 39039625 39038916 39045253 39039039 39043756 39038518 39045561 39040221 39029940 39045362 39040035 39044616 
91 39035078 38895500 39033523 39045176 39044907 39046052 39049875 39043537 39046898 39041202 39044761 39051144 39035825 39047076 39038255 39030190 39041760 39033712 39030844 39043557 39045572 39053241 39036378 39043822 39043407 39034159 39045457 39038147 39040796 39030893 39049113 39022655 
92 39027571 38892998 39043802 39041727 39050434 39052979 39045634 39033053 39045077 39050281 39056513 39050591 39049096 39047745 39045794 39037481 39039023 39044377 39056275 39050935 39031234 39041257 39032925 39049780 39030017 39038589 39045944 39042311 39039871 39044619 39034112 39046058 
93 39038742 38903048 39039346 39047333 39050395 39054285 39031004 39045422 39049560 39042790 39051218 39045550 39057195 39037425 39040434 39030470 39043385 39052551 39039800 39050193 39042529 39032909 39048605 39045543 39046084 39038416 39061972 39035078 39036424 39050022 39050485 39050170 
94 39026697 38890899 39040130 39043265 39035559 39047835 39044617 39054845 39039081 39045814 39045956 39041298 39038280 39041315 39053182 39037337 39034375 39031895 39046281 39030140 39038236 39041079 39040666 39038597 39029169 39043597 39048536 39049363 39049932 39041507 39040192 39049218 
95 39029667 38883419 39063146 39044577 39046876 39034297 39046510 39044245 39040251 39040285 39041189 39051311 39047378 39038180 39040963 39016966 39045456 39039341 39034347 39050498 39047027 39038221 39048059 39034889 39037833 39037536 39037402 39035558 39038116 39029021 39044285 39034920 
96 39052117 38905891 39051806 39046905 39032888 39037736 39049792 39044197 39032361 39051573 39049720 39051058 39037014 39059144 39042571 39042207 39046547 39046378 39055681 39050202 39042568 39037065 39041148 39044750 39035182 39034361 39048272 39027913 39029947 39051441 39032356 39041087 
97 39028548 38905813 39037095 39043578 39041806 39043351 39055739 39042922 39049026 39046610 39041528 39040155 39046554 39032127 39050822 39026445 39030370 39050226 39046359 39042079 39034023 39037083 39042210 39044169 39057619 39045512 39047967 39038463 39046809 39047819 39043301 39038115 
98 39033770 38903398 39040307 39045072 39043273 39031910 39039943 39039227 39034984 39048204 39053591 39046067 39040062 39037525 39041306 39046833 39019787 39038214 39047690 39049275 39035492 39040902 39041310 39044162 39034552 39054252 39050659 39029374 39037230 39038030 39042295 39039021 
99 39036864 38899886 39042296 39037764 39045408 39043619 39040609 39048649 39054524 39043972 39055085 39042100 39049265 39040009 39047572 39035938 39037991 39039730 39032240 39030223 39048483 39042265 39039274 39031168 39049088 39046143 39049559 39041099 39050407 39053405 39049748 39039766 
100 39041162 38888615 39061657 39046596 39042809 39040271 39042221 39037581 39041984 39039907 39040553 39033241 39049039 39047605 39045086 39037864 39051191 39055049 39043055 39056575 39042040 39039813 39046337 39043539 39042470 39047165 39030380 39054308 39050209 39040915 39040525 39037347 
101 39032703 38891957 39048524 39051361 39049119 39048411 39042008 39042537 39043874 39038160 39043378 39051342 39054926 39055630 39046244 39037484 39053100 39050261 39055306 39049461 39041409 39045947 39041975 39044673 39052460 39041581 39052637 39038808 39049257 39053289 39048757 39038033 
102 39034382 38904248 39042728 39047263 39053334 39050871 39043376 39042836 39041906 39038262 39036656 39043542 39045906 39042237 39034234 39029134 39041740 39045090 39054956 39053066 39035639 39040606 39048162 39041275 39039511 39034310 39033046 39039358 39040064 39043580 39037689 39044476 
103 39045915 38909005 39049376 39047332 39050468 39039105 39042911 39050145 39043235 39051525 39047165 39046999 39048061 39038152 39032800 39035023 39045258 39037299 39049445 39033717 39041772 39046764 39042472 39038034 39039357 39045628 39039209 39049713 39035462 39043154 39055857 39044711 
104 39046568 38905023 39041656 39054708 39042137 39051436 39048190 39040936 39043520 39043987 39047880 39044755 39048885 39053663 39044311 39043657 39050068 39042841 39051355 39047997 39049824 39053217 39042621 39037025 39048218 39041688 39041076 39044123 39043642 39057037 39034705 39033541 
