n P1 P2 P3 P4 P5 P6 P7 P8 P9 P10 P11 P12 P13 P14 P15 P16 P17 P18 P19 P20 P21 P22 P23 P24 P25 P26 P27 P28 P29 P30 P31 P32 
15 39074578 38811203 39017692 39030376 39010057 39025005 39020831 39029042 39023313 39021766 39015482 39031641 39012906 39019779 39274898 39035081 39041881 39048947 39055224 39037528 39057141 39042275 39063198 39049078 39042258 39044574 39054513 39043849 39040887 39051925 39042175 39036764 
16 39076847 38827729 39020079 39029318 39022697 39023151 39021879 39033288 39009881 39024633 39027701 39018017 39021302 39017645 39032562 39248938 39038843 39059403 39048302 39046138 39034108 39041858 39043025 39044944 39046133 39047685 39053648 39045835 39042600 39041815 39040218 39054267 
17 39062619 38833758 39030715 39035046 39029097 39028756 39012124 39023205 39015100 39021286 39033541 39018120 39029031 39023150 39024505 39017636 39258085 39031137 39047796 39041572 39051472 39045024 39049288 39046127 39057530 39040942 39045631 39051214 39052892 39059705 39057526 39050700 
18 39061042 38817803 39009739 39016019 39026291 39025368 39012356 39018910 39024889 39021785 39033208 39011962 39020779 39019174 39033064 39004440 39029559 39273310 39049700 39049248 39051218 39037904 39045361 39037421 39052239 39047485 39049632 39057046 39050073 39045420 39037276 39046046 
19 39065663 38822395 39025295 39027062 39025518 39024064 39024523 39025702 39017957 39029031 39040206 39017346 39034989 39024137 39024446 39017319 39023113 39018870 39262729 39041146 39050327 39050609 39055912 39058418 39039852 39049531 39055006 39045840 39049649 39044562 39045575 39050739 
20 39057476 38821574 39013694 39023471 39019889 39032650 39022127 39031434 39032079 39029087 39014502 39028337 39031280 39024408 39021682 39016719 39027037 39032205 39022873 39271674 39031628 39029471 39047518 39052268 39049667 39051623 39055774 39054478 39044291 39041332 39053149 39045871 
21 39055487 38837235 39026377 39024338 39026919 39027976 39024067 39013949 39013384 39020887 39019401 39010186 39028041 39025995 39024531 39016709 39026619 39022581 39022529 39017477 39257181 39033813 39043738 39047129 39045698 39040712 39039124 39053979 39049884 39042965 39055612 39052010 
22 39049345 38819608 39029539 39014544 39019173 39026361 39026513 39025232 39026526 39024373 39034296 39026155 39026656 39018127 39022822 39018815 39021496 39029991 39019868 39030315 39019663 39258993 39046234 39049999 39058750 39042007 39044051 39042745 39046641 39042558 39052145 39038979 
23 39038599 38841553 39023457 39022993 39031577 39040281 39011946 39023171 39020886 39028116 39024248 39025272 39027653 39023111 39022774 39014224 39028152 39014617 39042637 39024197 39023273 39028371 39244504 39043770 39048853 39053556 39043354 39038148 39039980 39041723 39047407 39056157 
24 39042969 38830263 39023532 39013781 39023057 39033368 39020520 39015687 39038146 39025464 39032486 39030823 39035494 39024334 39021448 39017466 39011729 39016224 39024338 39016724 39027470 39032645 39035458 39237193 39046987 39047732 39043274 39049226 39044591 39041742 39040607 39050301 
25 39049554 38841141 39025918 39026022 39031156 39022619 39035502 39025463 39012250 39019529 39022031 39014799 39033670 39022449 39016579 39017881 39023416 39038079 39024472 39042771 39027678 39028470 39015927 39025152 39253381 39049800 39036528 39046400 39050166 39052070 39061575 39059741 
26 39034467 38843124 39023409 39026524 39021946 39017740 39009135 39035229 39019284 39015798 39033123 39028594 39019143 39007904 39019888 39024803 39028020 39020676 39025974 39029462 39026336 39019076 39028771 39026114 39025826 39248873 39047430 39057748 39049279 39041892 39049477 39044564 
27 39043397 38835091 39039500 39025348 39029437 39013176 39020579 39029754 39021512 39029537 39025096 39035858 39012084 39023208 39017029 39025639 39018990 39022327 39024858 39023067 39030080 39027868 39014930 39023240 39020496 39028353 39239725 39035686 39055461 39054210 39048049 39048615 
28 39042069 38830386 39027643 39034337 39028004 39029783 39022672 39018982 39022754 39030383 39019837 39021420 39024586 39039405 39031765 39018032 39026198 39025639 39022796 39018944 39019824 39013947 39025569 39030545 39033986 39030864 39024633 39243161 39047199 39055408 39049622 39047551 
29 39029048 38841889 39025692 39026118 39021362 39025951 39032379 39028717 39023542 39019981 39033278 39021650 39036231 39031006 39032139 39027102 39026474 39025333 39025989 39030881 39027937 39028761 39028755 39028081 39021970 39024335 39029460 39036503 39226980 39042722 39054135 39041875 
30 39045150 38842702 39026403 39033583 39025887 39016159 39025016 39019905 39028520 39024993 39024650 39020736 39024267 39018464 39020627 39020222 39021061 39016461 39022572 39021331 39023867 39025372 39019184 39024451 39020446 39025567 39023667 39025805 39029838 39234458 39056703 39061420 
31 39050166 38832857 39018966 39017124 39028362 39029215 39024037 39026251 39041725 39015837 39020872 39019026 39036026 39030930 39022339 39004322 39021993 39029493 39037533 39035873 39030590 39018183 39029997 39029462 39029499 39034175 39027229 39030477 39037723 39035069 39242989 39047729 
32 39039829 38831761 39021112 39024833 39023844 39029786 39034253 39021813 39021342 39021356 39026377 39022782 39022157 39016199 39027709 39014749 39038961 39017675 39037833 39025409 39025972 39032499 39037224 39025229 39020220 39025809 39029905 39030173 39022921 39031617 39028694 39214790 
33 39020454 38860450 39031542 39029206 39023066 39032366 39030842 39019702 39032360 39026380 39023210 39020908 39028090 39030580 39023539 39023679 39045021 39016646 39032020 39024899 39026245 39030806 39030479 39025449 39030775 39026801 39034026 39021037 39048316 39026824 39024336 39012099 
34 39037526 38845542 39025490 39021163 39031078 39024371 39034532 39010785 39032651 39024454 39036247 39033344 39021972 39031639 39043249 39030035 39030326 39025950 39027517 39018015 39019913 39027785 39031445 39030248 39048711 39028283 39027954 39023376 39023286 39025737 39017992 39027312 
35 39028105 38844589 39035446 39023248 39027502 39025157 39013640 39027758 39021147 39023066 39020223 39020327 39023499 39038842 39027588 39028349 39034540 39035633 39019987 39032170 39026297 39020240 39022405 39033693 39028727 39036745 39031760 39030150 39026524 39042967 39046872 39014845 
36 39028507 38841498 39020378 39015002 39027590 39029285 39035317 39022481 39033836 39035675 39030217 39030716 39032585 39025059 39039109 39030140 39027079 39034341 39016604 39016550 39023804 39029431 39030674 39026836 39020391 39036079 39031264 39023281 39020418 39023846 39027838 39026076 
37 39033333 38855231 39039232 39030828 39025754 39020138 39023383 39019379 39036491 39028844 39030018 39026528 39031471 39029532 39020883 39019282 39034621 39027844 39027889 39021052 39029768 39023451 39020147 39037753 39029387 39031030 39035399 39023372 39034254 39028279 39032701 39020482 
38 39027950 38855204 39033092 39027291 39031277 39025670 39036725 39030890 39029273 39022453 39032021 39029720 39023864 39010809 39023976 39024414 39031472 39029934 39030242 39023196 39025501 39027843 39021529 39029921 39037409 39032023 39027226 39020497 39039424 39023740 39022625 39032297 
39 39022107 38844127 39031293 39027841 39045392 39022757 39029603 39016367 39033503 39033096 39031638 39018808 39036437 39032642 39030317 39018646 39035246 39032624 39020669 39030699 39023562 39033822 39032767 39035605 39032212 39024421 39034092 39029336 39039598 39026334 39034051 39024127 
40 39018166 38844652 39024950 39028240 39027070 39022302 39039054 39029496 39035081 39020958 39029149 39029883 39030851 39045077 39027990 39018180 39028186 39020185 39025657 39017441 39022077 39031126 39019445 39037795 39021435 39028320 39020746 39017413 39020531 39030556 39031496 39036765 
41 39009985 38847117 39030476 39032258 39027285 39032251 39030168 39028802 39031212 39025259 39024922 39030187 39040436 39025943 39028408 39010893 39032015 39028881 39030628 39031120 39026403 39029067 39031669 39030564 39040728 39020626 39030789 39025034 39030666 39026793 39024681 39037559 
42 39022603 38843598 39036995 39034381 39036304 39018479 39029306 39032159 39029560 39022934 39024342 39023088 39039768 39031155 39025753 39018064 39031593 39032395 39024636 39043220 39034504 39037780 39029394 39023824 39033789 39026122 39032482 39025977 39035337 39032959 39009744 39026131 
43 39025985 38857206 39031383 39024505 39028493 39033571 39029874 39015787 39035365 39020602 39019980 39024515 39026130 39031502 39026849 39023312 39028656 39028963 39019404 39023933 39024767 39028928 39032259 39023171 39030806 39033144 39023650 39031343 39033961 39032123 39036318 39022620 
44 39022188 38858107 39034235 39031336 39023477 39021977 39029552 39019717 39033697 39035811 39015958 39027589 39032413 39037656 39027354 39020116 39039502 39029853 39023529 39026059 39028519 39040271 39036371 39027919 39033658 39032571 39032386 39039081 39026750 39027019 39024101 39033915 
45 39023688 38870264 39037287 39024158 39017972 39041522 39031495 39024097 39023172 39034943 39040067 39034832 39030069 39033890 39036275 39025827 39026852 39023631 39053835 39030140 39027083 39030309 39034115 39026483 39032468 39014872 39020297 39029373 39039277 39035359 39050338 39030674 
46 39012482 38858064 39038252 39038075 39034275 39027220 39029440 39042801 39020955 39030898 39028096 39029307 39031930 39017507 39036243 39022478 39041198 39028695 39028043 39021924 39031522 39030930 39034348 39033576 39025298 39035309 39025264 39025444 39033987 39023371 39035616 39029623 
47 39006644 38843004 39033062 39031571 39023587 39026197 39031096 39015884 39026831 39028937 39029415 39030585 39037730 39044045 39040143 39016719 39028083 39045655 39021895 39020083 39028022 39036696 39034734 39032256 39030111 39038038 39042597 39038070 39032418 39026379 39031444 39017761 
48 39014160 38852167 39032311 39024860 39032030 39027731 39028396 39028702 39037496 39022362 39034317 39015877 39028910 39024611 39019366 39017944 39031060 39019062 39028775 39028821 39041626 39017063 39029427 39033057 39034076 39027133 39030594 39032814 39028496 39031587 39032327 39022410 
49 39002647 38851708 39021090 39038370 39027349 39017561 39039844 39039192 39026244 39031415 39034474 39034898 39031289 39030269 39030118 39030864 39039424 39021130 39029423 39024692 39045503 39031969 39032934 39020333 39031793 39032704 39040250 39031236 39033587 39032588 39038990 39025587 
50 39020957 38858276 39031844 39038490 39033335 39036068 39029203 39021436 39021843 39031492 39034871 39029912 39028631 39034566 39028110 39032101 39036870 39035004 39024261 39036432 39032372 39029883 39035437 39040275 39024789 39034006 39034787 39039470 39028358 39027429 39026742 39016185 
51 39011452 38864770 39042484 39034893 39026585 39028540 39038334 39033714 39029737 39044547 39030774 39030957 39028665 39045532 39026207 39020131 39027961 39038277 39031890 39038352 39028852 39021176 39032005 39045293 39030641 39037940 39033472 39045681 39027829 39036893 39040138 39020781 
52 39024916 38863366 39031703 39033757 39031156 39030286 39022894 39033168 39032833 39029734 39038203 39023956 39040214 39036216 39024961 39015430 39043694 39038037 39032998 39027725 39027450 39029047 39041604 39024145 39030949 39034458 39027581 39022485 39022413 39034216 39040297 39030566 
53 39030822 38853227 39035416 39030520 39027468 39034166 39035341 39038569 39030981 39022702 39030712 39040059 39039194 39027948 39027538 39020549 39019524 39031209 39040469 39033733 39038310 39036088 39029405 39028718 39030769 39029154 39035906 39033140 39032790 39035997 39046395 39029086 
54 39023761 38863896 39036619 39038615 39036982 39041261 39031035 39034104 39027377 39034869 39034806 39024673 39030000 39027633 39033447 39024899 39031151 39032603 39029432 39023544 39030559 39034966 39039245 39040961 39035088 39033087 39025930 39043141 39030786 39038758 39036706 39024504 
55 39000931 38872198 39032147 39026049 39036812 39031534 39013702 39031563 39028374 39039256 39026669 39029765 39029822 39018282 39044116 39023587 39040497 39029079 39028632 39028650 39025760 39029164 39039474 39036754 39036287 39020299 39024716 39036503 39035695 39026878 39032408 39022081 
56 39019548 38861657 39040109 39035549 39032428 39038160 39036490 39042038 39037453 39026099 39030703 39032812 39035063 39021259 39040857 39017291 39030851 39031203 39031622 39031867 39034524 39024664 39033220 39033640 39034031 39036279 39027417 39033492 39043662 39032503 39024211 39039371 
57 39011231 38867145 39030775 39037887 39031335 39038665 39055169 39027233 39037983 39042338 39039083 39042345 39024809 39030834 39028199 39028514 39035642 39031511 39040220 39044500 39043500 39037067 39034828 39024447 39038490 39038033 39034368 39034212 39035679 39036077 39048766 39019358 
58 39013912 38863873 39047092 39015443 39025967 39032280 39031051 39029281 39025138 39035803 39025735 39020165 39029174 39033658 39035145 39028332 39028075 39025904 39047234 39033938 39029129 39031986 39032774 39037761 39035328 39044521 39034926 39034054 39032245 39030808 39025450 39023281 
59 39022414 38869925 39031176 39024803 39031769 39029547 39028242 39027991 39043152 39038896 39027606 39037284 39039709 39034748 39036645 39027727 39035199 39040405 39021847 39038984 39031618 39013421 39034362 39038087 39028933 39032771 39030758 39043081 39034106 39040104 39045214 39032260 
60 39001879 38868570 39028779 39030277 39041011 39025117 39026262 39036224 39044634 39041417 39035257 39038591 39019149 39031822 39025822 39031064 39039514 39030691 39028661 39029730 39038280 39035030 39042766 39032851 39039707 39033676 39034789 39042829 39036423 39051885 39022739 39032724 
61 39011737 38880713 39051300 39030135 39034363 39024694 39039151 39025393 39024869 39032772 39033752 39036786 39035762 39029638 39041614 39039898 39034858 39029817 39037677 39036419 39039488 39031981 39030123 39036451 39035306 39036725 39027128 39034349 39030795 39031563 39047179 39034368 
62 39014619 38861319 39037563 39033929 39025465 39035494 39031839 39039169 39028552 39036651 39040062 39033048 39035212 39036789 39038664 39026860 39037176 39029570 39041671 39031164 39035805 39038539 39037484 39027881 39028750 39037515 39041120 39030690 39028030 39039850 39035544 39044223 
63 39010890 38858698 39035139 39045281 39040584 39029192 39025012 39037989 39033745 39034224 39034230 39026598 39036811 39031408 39041017 39034456 39028515 39039940 39036659 39019452 39024556 39030848 39030026 39042288 39023328 39035996 39035479 39035588 39041733 39035725 39044768 39027961 
64 39029579 38871304 39034721 39029930 39040153 39032597 39033625 39036158 39035225 39028124 39035769 39028137 39032580 39041217 39039133 39037523 39036262 39046159 39040561 39038179 39031817 39037203 39032435 39031079 39035695 39036334 39038114 39025468 39036707 39024085 39028298 39026809 
65 39010416 38871760 39033519 39039351 39037594 39034417 39034758 39028026 39032723 39042413 39037854 39027344 39041149 39039504 39038806 39034771 39047917 39039736 39037776 39047857 39039326 39036119 39043303 39028104 39030441 39040464 39043231 39032645 39033399 39037193 39040098 39031327 
66 39008223 38870734 39030396 39033236 39047286 39034323 39033959 39026396 39035155 39035576 39042520 39035753 39036034 39034437 39037693 39030417 39035933 39032098 39025853 39030461 39031440 39022682 39026202 39038507 39026056 39038063 39038967 39051197 39034336 39031067 39023631 39026219 
67 39031839 38873177 39036928 39030078 39022812 39030584 39038747 39043056 39039402 39045724 39036133 39037054 39043230 39036376 39039707 39030512 39029275 39039386 39041755 39039227 39032278 39033900 39044756 39032753 39026580 39040378 39040109 39042807 39030887 39039653 39040511 39028786 
68 39012659 38873706 39035741 39039650 39034641 39032036 39019082 39025534 39033903 39029860 39033584 39027088 39026768 39030747 39031712 39022719 39036661 39035036 39041683 39023945 39033123 39036395 39043054 39030508 39027723 39032884 39032250 39037484 39044003 39036428 39027679 39037095 
69 39010962 38877143 39033946 39032782 39035860 39042450 39040187 39035193 39033966 39032490 39034352 39026749 39026909 39041678 39044481 39023499 39036886 39024953 39036198 39031581 39033576 39034241 39039688 39041365 39026381 39039404 39026921 39043069 39037213 39038901 39047147 39031398 
70 39008160 38892437 39043235 39033385 39039162 39034330 39042463 39043184 39034524 39034943 39038425 39028919 39035043 39048171 39046418 39036450 39023619 39024613 39027674 39036874 39040665 39037566 39033042 39040761 39033903 39032387 39035370 39030642 39046647 39025715 39027598 39036261 
71 39018003 38869359 39043837 39028985 39036881 39033913 39027101 39034835 39038661 39040837 39030911 39036377 39038325 39036530 39042982 39030445 39041535 39027768 39042230 39036769 39033731 39035490 39042711 39032347 39030422 39033261 39034796 39040048 39036233 39042963 39054957 39027599 
72 39025438 38883541 39042093 39030281 39020336 39044783 39039626 39032275 39032080 39034825 39033605 39034301 39026319 39029139 39034498 39019083 39043458 39027605 39043824 39046221 39036793 39040897 39033687 39029547 39040205 39033366 39048474 39033324 39042590 39041035 39037348 39039626 
73 39011754 38887542 39036153 39037059 39046116 39034924 39035790 39044463 39036053 39032075 39031972 39038235 39037714 39025962 39034189 39037868 39040778 39033356 39040605 39034757 39033718 39037606 39037427 39034715 39034693 39048063 39040453 39043910 39020136 39039434 39041649 39017134 
74 39020438 38886079 39057735 39029745 39038877 39031181 39025082 39044143 39049860 39029229 39039343 39047016 39042839 39035784 39040106 39021722 39026347 39036620 39046848 39036698 39040961 39035586 39039053 39038735 39044902 39027394 39018447 39041327 39044760 39034599 39015987 39040818 
75 39021184 38878153 39039678 39051612 39025943 39031165 39033915 39043119 39044451 39029411 39035899 39033524 39038029 39043506 39031791 39040789 39045307 39037290 39041062 39035344 39038149 39044802 39034800 39035815 39035872 39035163 39037179 39037406 39041421 39045302 39037076 39028393 
76 39025177 38888317 39047813 39033840 39038433 39039885 39038012 39037489 39041189 39036964 39040373 39033649 39035042 39039590 39033950 39031653 39036764 39033844 39031406 39040106 39036748 39023356 39043019 39043034 39033879 39044971 39043461 39049116 39045050 39032853 39034044 39035752 
77 39024312 38890820 39045029 39042542 39038352 39037772 39046722 39034035 39028307 39033963 39040474 39037536 39035272 39045853 39038450 39026504 39039189 39043547 39039650 39034813 39047332 39037860 39036178 39040398 39029847 39037176 39033951 39046714 39035638 39029712 39049246 39027477 
78 39013971 38878734 39045472 39036272 39034800 39030045 39042992 39038758 39029652 39043717 39037349 39045081 39035590 39023699 39040160 39026889 39039265 39037463 39037472 39029413 39028634 39037189 39031168 39037757 39040597 39037094 39040799 39042513 39049062 39033940 39026024 39037062 
79 39019607 38875939 39026887 39036908 39043317 39033916 39033558 39044901 39048425 39032003 39030954 39034862 39027839 39033715 39038010 39043255 39041194 39028488 39034892 39035270 39038313 39023397 39038774 39029965 39044297 39033458 39041936 39032532 39041974 39038611 39041530 39032222 
80 39035108 38879716 39041974 39033803 39044050 39037186 39042398 39042373 39039521 39035103 39039039 39037592 39038429 39044997 39043385 39045501 39038632 39036545 39040974 39032170 39034242 39035214 39042577 39040545 39044703 39037831 39033724 39040350 39034243 39038354 39026395 39034466 
81 39017546 38884831 39041612 39035951 39040904 39033178 39029646 39035737 39046232 39048244 39042141 39034508 39031049 39032349 39049226 39033529 39057663 39029131 39042002 39027570 39040755 39041534 39027637 39043410 39038653 39053135 39032527 39035261 39037442 39038861 39042843 39032329 
82 39021621 38876836 39033583 39043359 39042919 39044982 39044582 39037892 39043723 39032767 39038375 39046872 39031254 39035283 39034285 39026297 39047089 39045676 39034632 39042822 39041806 39041470 39032968 39032649 39034277 39042577 39038723 39036406 39035195 39046435 39033326 39029889 
83 39010559 38897971 39043550 39040198 39052259 39041987 39045753 39035188 39048453 39043934 39044224 39039326 39048449 39038519 39049206 39036482 39035652 39044695 39039021 39040240 39041825 39037258 39037872 39044525 39026583 39044295 39040458 39045824 39041439 39032833 39041677 39041894 
84 39019560 38887854 39033640 39045588 39049833 39033428 39032330 39038509 39045686 39032337 39045929 39039591 39036934 39039968 39046136 39036355 39035683 39017896 39030606 39036910 39048206 39052612 39033416 39040099 39032684 39048729 39046802 39039175 39040977 39033276 39029021 39046001 
85 39025657 38908110 39041760 39051230 39045958 39026618 39040086 39044781 39042190 39035023 39035653 39036851 39040101 39042695 39044584 39042652 39042206 39044078 39042597 39035288 39035708 39041484 39032286 39041157 39040726 39049540 39042994 39045818 39046693 39041597 39059513 39038433 
86 39022193 38882076 39033564 39041984 39033267 39034893 39038711 39038669 39039147 39042976 39037308 39054405 39033796 39050092 39032580 39034663 39041079 39050119 39044226 39034765 39040486 39044628 39050994 39035705 39046226 39039639 39036975 39047569 39047344 39044301 39036296 39039624 
87 39039234 38894437 39042273 39033122 39032148 39038003 39036264 39039551 39027732 39047508 39041332 39040339 39037227 39033460 39043853 39042649 39039043 39042004 39040827 39037398 39047511 39041551 39033175 39041369 39037396 39039939 39032526 39036195 39042925 39031103 39053480 39043203 
88 39021535 38892882 39045080 39045142 39042319 39042004 39040269 39041642 39042757 39032030 39040524 39044567 39031023 39038244 39034027 39038553 39032235 39049233 39053315 39040914 39050422 39048363 39028440 39047405 39048092 39035111 39042777 39047942 39038361 39038867 39033666 39047234 
89 39033272 38895682 39049144 39046536 39030054 39047675 39041398 39047762 39041294 39031537 39035056 39048004 39032129 39033161 39033211 39027466 39039307 39035829 39051063 39046293 39037551 39039494 39035963 39031291 39054872 39029008 39044012 39036079 39052706 39045712 39059158 39025681 
90 39028889 38883997 39035338 39050146 39043062 39045312 39037618 39061563 39041687 39036686 39041689 39046107 39040555 39046410 39043893 39025923 39033729 39046139 39035655 39041324 39043462 39036367 39052881 39042069 39028129 39039779 39048513 39036911 39047049 39033972 39035986 39041988 
91 39030335 38887746 39036629 39050767 39050987 39042638 39047853 39046100 39037010 39033149 39045198 39043925 39042407 39052322 39030384 39032533 39041494 39048956 39041471 39046401 39045994 39053400 39040383 39037743 39049291 39040240 39038030 39041661 39045832 39035971 39060382 39036712 
92 39035501 38894012 39039207 39043543 39044610 39036268 39044878 39037465 39031112 39045696 39056041 39046516 39052059 39040348 39043504 39036744 39036732 39039840 39049124 39042273 39035590 39040890 39044654 39050536 39032991 39036369 39041689 39041764 39034860 39046411 39032748 39047385 
93 39037736 38900213 39040147 39046527 39058649 39041123 39043242 39040328 39042098 39034320 39048719 39051131 39048588 39033032 39041029 39031402 39034133 39041730 39041304 39042935 39047579 39026488 39051011 39038753 39049340 39034762 39049870 39040539 39033064 39046410 39044466 39041246 
94 39017842 38899388 39047249 39047836 39035392 39050227 39035794 39053994 39036863 39036720 39039586 39035151 39042144 39041416 39039562 39038332 39047203 39038642 39040133 39028334 39042063 39045377 39045010 39043906 39034531 39037442 39048462 39046223 39045635 39031917 39037055 39046038 
95 39024160 38896467 39045424 39044059 39047285 39039012 39039850 39040833 39041183 39040774 39034929 39052494 39041490 39038959 39049718 39030739 39044763 39042052 39033825 39040780 39053296 39046031 39047083 39033250 39044646 39039742 39045388 39045355 39043410 39038662 39046709 39035588 
96 39048147 38898595 39042853 39042589 39038793 39044549 39042387 39043079 39034127 39046150 39042912 39053896 39041698 39054454 39039375 39039406 39061941 39043990 39052287 39043490 39038258 39044357 39047483 39042020 39037662 39041245 39035055 39043895 39034723 39040672 39030170 39036182 
97 39018311 38908582 39034887 39053648 39026942 39051761 39052554 39041814 39033272 39045426 39040963 39037662 39050265 39036440 39053064 39033861 39038199 39046522 39046988 39044259 39030039 39042337 39046158 39047839 39062671 39043359 39040140 39030036 39039108 39042875 39047821 39035279 
98 39029420 38901792 39049220 39047331 39047598 39047413 39037459 39033986 39039724 39056678 39048636 39050560 39046863 39042912 39045820 39041067 39029267 39046316 39051130 39047378 39036890 39037483 39040665 39047630 39034623 39047081 39052916 39036962 39039111 39047888 39036908 39038816 
99 39049153 38889529 39037426 39042358 39041280 39048039 39038562 39051244 39051927 39041974 39041379 39036046 39046571 39038067 39046183 39037069 39045723 39035845 39036537 39034006 39044787 39037333 39046927 39036427 39045176 39038640 39047386 39050271 39046482 39049558 39053321 39032905 
100 39047819 38888488 39054554 39041931 39037653 39031479 39046207 39037601 39038689 39037371 39032786 39041809 39049095 39044481 39045634 39032337 39044807 39050053 39047639 39053898 39050928 39049132 39050703 39047705 39045953 39044735 39039249 39051996 39043066 39038070 39031188 39041116 
101 39043676 38889063 39045979 39048457 39041280 39049303 39043266 39038460 39048940 39041705 39048905 39045685 39040593 39049382 39039763 39040673 39045143 39044486 39048569 39047436 39032279 39051243 39038386 39051085 39052199 39044480 39045255 39049709 39054387 39040468 39048027 39037822 
102 39031646 38911203 39040892 39050766 39055606 39041460 39044820 39044835 39030653 39039442 39037157 39044875 39054638 39046521 39034660 39025877 39043789 39050255 39053443 39042671 39030807 39043462 39043585 39042743 39045427 39048607 39037012 39043325 39038659 39049486 39039772 39045988 
103 39037707 38915048 39052884 39041649 39046980 39043862 39046274 39051236 39047962 39044906 39051467 39040188 39038546 39036123 39033587 39045036 39048978 39036493 39045984 39030619 39041168 39052882 39042168 39043430 39045625 39048537 39035345 39050575 39038554 39041152 39057392 39034816 
104 39039807 38911665 39045583 39061178 39045750 39055690 39037100 39047161 39054449 39046648 39059313 39044325 39036521 39042644 39040789 39051504 39043018 39047693 39045689 39044418 39049929 39042306 39046504 39031385 39044646 39046039 39042124 39043123 39047547 39048452 39031247 39040869 
